TimeUS,m00,m01,m02,m10,m11,m12,m20,m21,m22
 83753985, 0.9920411, 0.1259074, 0.001400883, -0.1259043, 0.9920402, -0.002092647, -0.001653212, 0.001899615, 0.9999968
 83773977, 0.9920411, 0.1259072, 0.001400622, -0.1259041, 0.9920402, -0.002092925, -0.001652988, 0.001899923, 0.9999969
 83793969, 0.9920412, 0.1259067, 0.001401034, -0.1259036, 0.9920403, -0.002093778, -0.001653503, 0.001900719, 0.9999969
 83813961, 0.9920413, 0.1259055, 0.001401866, -0.1259024, 0.9920404, -0.0020949, -0.001654467, 0.001901729, 0.9999968
 83833953, 0.9920414, 0.1259045, 0.001402174, -0.1259014, 0.9920405, -0.002095527, -0.00165485, 0.001902314, 0.9999968
 83853945, 0.9920415, 0.1259042, 0.001402771, -0.1259011, 0.9920406, -0.002097027, -0.00165563, 0.001903727, 0.9999969
 83873937, 0.9920415, 0.1259042, 0.00140288, -0.1259012, 0.9920406, -0.002097891, -0.001655847, 0.00190457, 0.9999968
 83893929, 0.9920415, 0.1259034, 0.00140344, -0.1259004, 0.9920407, -0.002099212, -0.001656567, 0.001905811, 0.9999968
 83913921, 0.9920416, 0.1259021, 0.001404698, -0.125899, 0.9920409, -0.00210087, -0.001658022, 0.0019073, 0.9999968
 83933913, 0.9920419, 0.1259011, 0.001405154, -0.125898, 0.992041, -0.002102138, -0.001658631, 0.001908503, 0.9999968
 83953905, 0.9920418, 0.1259008, 0.0014057, -0.1258977, 0.9920411, -0.002103118, -0.001659296, 0.001909407, 0.9999968
 83973897, 0.9920419, 0.1259006, 0.001405814, -0.1258975, 0.9920411, -0.002103793, -0.001659494, 0.001910062, 0.9999968
 83993889, 0.9920419, 0.1258998, 0.001406369, -0.1258968, 0.9920412, -0.002104982, -0.001660193, 0.001911173, 0.9999968
 84013881, 0.9920421, 0.1258986, 0.001407462, -0.1258955, 0.9920413, -0.0021066, -0.001661478, 0.001912643, 0.9999968
 84033873, 0.9920422, 0.1258977, 0.001408295, -0.1258946, 0.9920413, -0.002107648, -0.001662435, 0.001913579, 0.9999968
 84053865, 0.9920421, 0.1258988, 0.001407312, -0.1258957, 0.9920413, -0.002106624, -0.001661333, 0.001912685, 0.9999968
 84073857, 0.9920419, 0.1259003, 0.001405932, -0.1258972, 0.9920411, -0.002104679, -0.001659722, 0.001910927, 0.9999968
 84093849, 0.9920419, 0.1259009, 0.001405, -0.1258978, 0.992041, -0.002103694, -0.001658675, 0.001910065, 0.9999968
