TimeUS,gprLat,gprLng,gprAlt,gprGC,gpGC,gprN,gprE,gprD
 83753985, -353632120, 1491652168, -1144788121, 0, 0, 0, 0, 0
 83773977, -353632120, 1491652168, -1145054995, 0, 0, 0, 0, 0
 83793969, -353632120, 1491652168, -1145072628, 0, 0, 0, 0, 0
 83813961, -353632120, 1491652168, -1145393973, 0, 0, 0, 0, 0
 83833953, -353632714, 1491652628, -1145775972, 0, 0, 0, 0, 0
 83853945, -353632714, 1491652628, -1146055665, 0, 0, 0, 0, 0
 83873937, -353632714, 1491652628, -1146464034, 0, 0, 0, 0, 0
 83893929, -353632714, 1491652628, -1146949697, 0, 0, 0, 0, 0
 83913921, -353632714, 1491652628, 1008264026, 0, 0, 0, 0, 0
 83933913, -353632714, 1491652628, 1008417980, 0, 0, 0, 0, 0
 83953905, -353632714, 1491652628, 1008571254, 0, 0, 0, 0, 0
 83973897, -353632714, 1491652628, 1008768626, 0, 0, 0, 0, 0
 83993889, -353632714, 1491652628, 1009000183, 0, 0, 0, 0, 0
 84013881, -353632714, 1491652628, 1009141187, 0, 0, 0, 0, 0
 84033873, -353632188, 1491652600, 1009376635, 0, 0, 0, 0, 0
 84053865, -353632188, 1491652600, 1009670379, 0, 0, 0, 0, 0
 84073857, -353632188, 1491652600, 1009860230, 0, 0, 0, 0, 0
 84093849, -353632188, 1491652600, 1010053253, 0, 0, 0, 0, 0
 84113841, -353632188, 1491652600, 1017961593, 0, 0, 0, 0, 0
 84133833, -353632188, 1491652600, 1018109417, 0, 0, 0, 0, 0
 84153825, -353632188, 1491652600, 1018259671, 0, 0, 0, 0, 0
 84173817, -353632188, 1491652600, 1018365764, 0, 0, 0, 0, 0
 84193809, -353632188, 1491652600, 1018516033, 0, 0, 0, 0, 0
 84213801, -353632188, 1491652600, 1018616626, 0, 0, 0, 0, 0
 84233793, -353632556, 1491652326, 1018688792, 0, 0, 0, 0, 0
 84253785, -353632556, 1491652326, 1018803105, 0, 0, 0, 0, 0
 84273777, -353632556, 1491652326, 1018954387, 0, 0, 0, 0, 0
 84293769, -353632556, 1491652326, 1019005882, 0, 0, 0, 0, 0
 84313761, -353632556, 1491652326, 1013951474, 0, 0, 0, 0, 0
 84333753, -353632556, 1491652326, 1013878150, 0, 0, 0, 0, 0
 84353745, -353632556, 1491652326, 1013432258, 0, 0, 0, 0, 0
 84373737, -353632556, 1491652326, 1012590820, 0, 0, 0, 0, 0
 84393729, -353632556, 1491652326, 1011331286, 0, 0, 0, 0, 0
 84413721, -353632556, 1491652326, 1009701123, 0, 0, 0, 0, 0
 84433713, -353632138, 1491652321, 1007527072, 353.0416, 353.0416, 0.079, -0.009000001, 0
 84453705, -353632138, 1491652321, 1003551246, 353.0416, 353.0416, 0.079, -0.009000001, 0
 84473697, -353632138, 1491652321, 996472486, 353.0416, 353.0416, 0.079, -0.009000001, 0
 84493689, -353632138, 1491652321, 903076313, 353.0416, 353.0416, 0.079, -0.009000001, 0
 84513681, -353632138, 1491652321, -1138330870, 353.0416, 353.0416, 0.079, -0.009000001, 0
 84533673, -353632138, 1491652321, -1133693680, 353.0416, 353.0416, 0.079, -0.009000001, 0
 84553665, -353632138, 1491652321, -1130448463, 353.0416, 353.0416, 0.079, -0.009000001, 0
 84573657, -353632138, 1491652321, -1127471355, 353.0416, 353.0416, 0.079, -0.009000001, 0
 84593649, -353632138, 1491652321, -1124218755, 353.0416, 353.0416, 0.079, -0.009000001, 0
 84613641, -353632138, 1491652321, -1122318815, 353.0416, 353.0416, 0.079, -0.009000001, 0
 84633633, -353632432, 1491652039, -1120515298, 353.0747, 353.0747, 0.53, -0.064, -0.001
 84653625, -353632432, 1491652039, -1118539158, 353.0747, 353.0747, 0.53, -0.064, -0.001
 84673617, -353632432, 1491652039, -1116280448, 353.0747, 353.0747, 0.53, -0.064, -0.001
 84693609, -353632432, 1491652039, -1114723045, 353.0747, 353.0747, 0.53, -0.064, -0.001
 84713601, -353632432, 1491652039, -1110755464, 353.0747, 353.0747, 0.53, -0.064, -0.001
 84733593, -353632432, 1491652039, -1109284103, 353.0747, 353.0747, 0.53, -0.064, -0.001
 84753585, -353632432, 1491652039, -1107847145, 353.0747, 353.0747, 0.53, -0.064, -0.001
 84773577, -353632432, 1491652039, -1106875735, 353.0747, 353.0747, 0.53, -0.064, -0.001
 84793569, -353632432, 1491652039, -1106000520, 353.0747, 353.0747, 0.53, -0.064, -0.001
 84813561, -353632432, 1491652039, -1105162713, 353.0747, 353.0747, 0.53, -0.064, -0.001
 84833553, -353632880, 1491652130, -1104249171, 352.9866, 352.9866, 1.451, -0.178, -0.005
 84853545, -353632880, 1491652130, -1103371009, 352.9866, 352.9866, 1.451, -0.178, -0.005
 84873537, -353632880, 1491652130, -1102332319, 352.9866, 352.9866, 1.451, -0.178, -0.005
 84893529, -353632880, 1491652130, -1101353922, 352.9866, 352.9866, 1.451, -0.178, -0.005
 84913521, -353632880, 1491652130, -1099734777, 352.9866, 352.9866, 1.451, -0.178, -0.005
 84933513, -353632880, 1491652130, -1098786202, 352.9866, 352.9866, 1.451, -0.178, -0.005
 84953505, -353632880, 1491652130, -1098233409, 352.9866, 352.9866, 1.451, -0.178, -0.005
 84973497, -353632880, 1491652130, -1097668722, 352.9866, 352.9866, 1.451, -0.178, -0.005
 84993489, -353632880, 1491652130, -1097070735, 352.9866, 352.9866, 1.451, -0.178, -0.005
 85013481, -353632880, 1491652130, -1096453038, 352.9866, 352.9866, 1.451, -0.178, -0.005
 85033473, -353632114, 1491652432, -1095809702, 353.0065, 353.0065, 2.841, -0.348, -0.013
 85054298, -353632114, 1491652432, -1095176756, 353.0065, 353.0065, 2.841, -0.348, -0.013
 85074290, -353632114, 1491652432, -1094511270, 353.0065, 353.0065, 2.841, -0.348, -0.013
 85094282, -353632114, 1491652432, -1093822683, 353.0065, 353.0065, 2.841, -0.348, -0.013
 85114274, -353632114, 1491652432, -1093584277, 353.0065, 353.0065, 2.841, -0.348, -0.013
 85134266, -353632114, 1491652432, -1092862779, 353.0065, 353.0065, 2.841, -0.348, -0.013
 85154258, -353632114, 1491652432, -1092120919, 353.0065, 353.0065, 2.841, -0.348, -0.013
 85174250, -353632114, 1491652432, -1091381070, 353.0065, 353.0065, 2.841, -0.348, -0.013
 85194242, -353632114, 1491652432, -1090614040, 353.0065, 353.0065, 2.841, -0.348, -0.013
 85214234, -353632114, 1491652432, -1090197771, 353.0065, 353.0065, 2.841, -0.348, -0.013
 85234226, -353632277, 1491652205, -1089814882, 353.0279, 353.0279, 4.665, -0.5700001, -0.024
 85254218, -353632277, 1491652205, -1089452504, 353.0279, 353.0279, 4.665, -0.5700001, -0.024
 85274210, -353632277, 1491652205, -1089064807, 353.0279, 353.0279, 4.665, -0.5700001, -0.024
 85294202, -353632277, 1491652205, -1088645264, 353.0279, 353.0279, 4.665, -0.5700001, -0.024
 85314194, -353632277, 1491652205, -1088217388, 353.0279, 353.0279, 4.665, -0.5700001, -0.024
 85334186, -353632277, 1491652205, -1087774219, 353.0279, 353.0279, 4.665, -0.5700001, -0.024
 85354178, -353632277, 1491652205, -1087314885, 353.0279, 353.0279, 4.665, -0.5700001, -0.024
 85374170, -353632277, 1491652205, -1086912810, 353.0279, 353.0279, 4.665, -0.5700001, -0.024
 85394162, -353632277, 1491652205, -1086463653, 353.0279, 353.0279, 4.665, -0.5700001, -0.024
 85414154, -353632277, 1491652205, -1086014747, 353.0279, 353.0279, 4.665, -0.5700001, -0.024
 85434146, -353631870, 1491652013, -1085535894, 352.9769, 352.9769, 6.777, -0.8340001, -0.037
 85454138, -353631870, 1491652013, -1085111020, 352.9769, 352.9769, 6.777, -0.8340001, -0.037
 85474130, -353631870, 1491652013, -1084653778, 352.9769, 352.9769, 6.777, -0.8340001, -0.037
 85494122, -353631870, 1491652013, -1084270867, 352.9769, 352.9769, 6.777, -0.8340001, -0.037
 85514114, -353631870, 1491652013, -1083679610, 352.9769, 352.9769, 6.777, -0.8340001, -0.037
 85534106, -353631870, 1491652013, -1083268891, 352.9769, 352.9769, 6.777, -0.8340001, -0.037
 85554098, -353631870, 1491652013, -1082839397, 352.9769, 352.9769, 6.777, -0.8340001, -0.037
 85574090, -353631870, 1491652013, -1082431486, 352.9769, 352.9769, 6.777, -0.8340001, -0.037
 85594082, -353631870, 1491652013, -1082071578, 352.9769, 352.9769, 6.777, -0.8340001, -0.037
 85614074, -353631870, 1491652013, -1081888456, 352.9769, 352.9769, 6.777, -0.8340001, -0.037
 85634066, -353632190, 1491652466, -1081693162, 352.9869, 352.9869, 8.834001, -1.086, -0.05
 85654058, -353632190, 1491652466, -1081479974, 352.9869, 352.9869, 8.834001, -1.086, -0.05
 85674050, -353632190, 1491652466, -1081281906, 352.9869, 352.9869, 8.834001, -1.086, -0.05
 85694042, -353632190, 1491652466, -1081092649, 352.9869, 352.9869, 8.834001, -1.086, -0.05
 85714034, -353632190, 1491652466, -1081066568, 352.9869, 352.9869, 8.834001, -1.086, -0.05
 85734026, -353632190, 1491652466, -1080843475, 352.9869, 352.9869, 8.834001, -1.086, -0.05
 85754018, -353632190, 1491652466, -1080665139, 352.9869, 352.9869, 8.834001, -1.086, -0.05
 85774010, -353632190, 1491652466, -1080482033, 352.9869, 352.9869, 8.834001, -1.086, -0.05
 85794002, -353632190, 1491652466, -1080309625, 352.9869, 352.9869, 8.834001, -1.086, -0.05
 85813994, -353632190, 1491652466, -1080114538, 352.9869, 352.9869, 8.834001, -1.086, -0.05
 85833986, -353631751, 1491652055, -1079923330, 353.0107, 353.0107, 10.712, -1.313, -0.063
 85853978, -353631751, 1491652055, -1079747217, 353.0107, 353.0107, 10.712, -1.313, -0.063
 85873970, -353631751, 1491652055, -1079563412, 353.0107, 353.0107, 10.712, -1.313, -0.063
 85893962, -353631751, 1491652055, -1079384504, 353.0107, 353.0107, 10.712, -1.313, -0.063
 85913954, -353631751, 1491652055, -1079126216, 353.0107, 353.0107, 10.712, -1.313, -0.063
 85933946, -353631751, 1491652055, -1078939831, 353.0107, 353.0107, 10.712, -1.313, -0.063
 85953938, -353631751, 1491652055, -1078765399, 353.0107, 353.0107, 10.712, -1.313, -0.063
 85973930, -353631751, 1491652055, -1078622742, 353.0107, 353.0107, 10.712, -1.313, -0.063
 85993922, -353631751, 1491652055, -1078467336, 353.0107, 353.0107, 10.712, -1.313, -0.063
 86013914, -353631751, 1491652055, -1078301594, 353.0107, 353.0107, 10.712, -1.313, -0.063
 86033906, -353631894, 1491652148, -1078151447, 352.9839, 352.9839, 12.361, -1.521, -0.157
 86053898, -353631894, 1491652148, -1078002878, 352.9839, 352.9839, 12.361, -1.521, -0.157
 86073890, -353631894, 1491652148, -1077865160, 352.9839, 352.9839, 12.361, -1.521, -0.157
 86093882, -353631894, 1491652148, -1077725277, 352.9839, 352.9839, 12.361, -1.521, -0.157
 86113874, -353631894, 1491652148, -1077556038, 352.9839, 352.9839, 12.361, -1.521, -0.157
 86133866, -353631894, 1491652148, -1077420787, 352.9839, 352.9839, 12.361, -1.521, -0.157
 86153858, -353631894, 1491652148, -1077276494, 352.9839, 352.9839, 12.361, -1.521, -0.157
 86173850, -353631894, 1491652148, -1077126702, 352.9839, 352.9839, 12.361, -1.521, -0.157
 86193842, -353631894, 1491652148, -1076980364, 352.9839, 352.9839, 12.361, -1.521, -0.157
 86213834, -353631894, 1491652148, -1076884791, 352.9839, 352.9839, 12.361, -1.521, -0.157
 86233826, -353631488, 1491652273, -1076773778, 353.012, 353.012, 13.801, -1.691, -0.215
 86253818, -353631488, 1491652273, -1076647623, 353.012, 353.012, 13.801, -1.691, -0.215
 86273810, -353631488, 1491652273, -1076521152, 353.012, 353.012, 13.801, -1.691, -0.215
 86293802, -353631488, 1491652273, -1076372182, 353.012, 353.012, 13.801, -1.691, -0.215
 86313794, -353631488, 1491652273, -1076284081, 353.012, 353.012, 13.801, -1.691, -0.215
 86333786, -353631488, 1491652273, -1076161601, 353.012, 353.012, 13.801, -1.691, -0.215
 86353778, -353631488, 1491652273, -1076014267, 353.012, 353.012, 13.801, -1.691, -0.215
 86373770, -353631488, 1491652273, -1075884972, 353.012, 353.012, 13.801, -1.691, -0.215
 86393762, -353631488, 1491652273, -1075749311, 353.012, 353.012, 13.801, -1.691, -0.215
 86413754, -353631488, 1491652273, -1075639212, 353.012, 353.012, 13.801, -1.691, -0.215
 86433746, -353631560, 1491651951, -1075528922, 352.986, 352.986, 15.042, -1.85, -0.174
 86453738, -353631560, 1491651951, -1075420197, 352.986, 352.986, 15.042, -1.85, -0.174
 86473730, -353631560, 1491651951, -1075309501, 352.986, 352.986, 15.042, -1.85, -0.174
 86493722, -353631560, 1491651951, -1075227203, 352.986, 352.986, 15.042, -1.85, -0.174
 86513714, -353631560, 1491651951, -1074970927, 352.986, 352.986, 15.042, -1.85, -0.174
 86533706, -353631560, 1491651951, -1074866475, 352.986, 352.986, 15.042, -1.85, -0.174
 86553698, -353631560, 1491651951, -1074771589, 352.986, 352.986, 15.042, -1.85, -0.174
 86573690, -353631560, 1491651951, -1074677567, 352.986, 352.986, 15.042, -1.85, -0.174
 86593682, -353631560, 1491651951, -1074594452, 352.986, 352.986, 15.042, -1.85, -0.174
 86613674, -353631560, 1491651951, -1074492931, 352.986, 352.986, 15.042, -1.85, -0.174
 86633666, -353631308, 1491651936, -1074396113, 353.0089, 353.0089, 16.108, -1.975, -0.156
 86653658, -353631308, 1491651936, -1074304716, 353.0089, 353.0089, 16.108, -1.975, -0.156
 86673650, -353631308, 1491651936, -1074208433, 353.0089, 353.0089, 16.108, -1.975, -0.156
 86693642, -353631308, 1491651936, -1074108738, 353.0089, 353.0089, 16.108, -1.975, -0.156
 86713634, -353631308, 1491651936, -1073930105, 353.0089, 353.0089, 16.108, -1.975, -0.156
 86733626, -353631308, 1491651936, -1073830106, 353.0089, 353.0089, 16.108, -1.975, -0.156
 86753618, -353631308, 1491651936, -1073745655, 353.0089, 353.0089, 16.108, -1.975, -0.156
 86773610, -353631308, 1491651936, -1073704530, 353.0089, 353.0089, 16.108, -1.975, -0.156
 86793602, -353631308, 1491651936, -1073627408, 353.0089, 353.0089, 16.108, -1.975, -0.156
 86813594, -353631308, 1491651936, -1073527761, 353.0089, 353.0089, 16.108, -1.975, -0.156
 86833586, -353630812, 1491652551, -1073433657, 352.9979, 352.9979, 17.36, -2.132, -0.309
 86853578, -353630812, 1491652551, -1073338761, 352.9979, 352.9979, 17.36, -2.132, -0.309
 86873570, -353630812, 1491652551, -1073233226, 352.9979, 352.9979, 17.36, -2.132, -0.309
 86893562, -353630812, 1491652551, -1073137630, 352.9979, 352.9979, 17.36, -2.132, -0.309
