TimeUS,aF,aR,aD,gyR,gyP,gyY,bAlt,gpLat,gpLng,gpAlt,gpN,gpE,gpD
 83753985, 0.001410933, -0.00105869, -9.817411, 0.001217071, 0.001218388, 0.001222096, 0.1409748, -353632120, 1491652168, 0, 0, 0, 0
 83773977, -0.001504855, -0.002869975, -9.813107, 0.001217913, 0.001216847, 0.001222219, 0.1409748, -353632120, 1491652168, 0, 0, 0, 0
 83793969, -0.00157208, -0.0006623223, -9.814451, 0.001216125, 0.001223057, 0.001216063, 0.1409748, -353632120, 1491652168, 0, 0, 0, 0
 83813961, -0.002302415, 0.001731612, -9.815256, 0.001223386, 0.001220171, 0.001213025, 0.1409748, -353632120, 1491652168, 0, 0, 0, 0
 83833953, 0.0009753603, -0.003018283, -9.816356, 0.001221641, 0.001218224, 0.0012178, -0.07330691, -353632714, 1491652628, 0, 0, 0, 0
 83853945, 0.0002654672, -0.001643402, -9.816711, 0.001225678, 0.001217614, 0.001218545, -0.07330691, -353632714, 1491652628, 0, 0, 0, 0
 83873937, -0.002072212, 0.003428836, -9.818502, 0.001218614, 0.001223101, 0.001217764, -0.07330691, -353632714, 1491652628, 0, 0, 0, 0
 83893929, -0.0002626991, 0.002608581, -9.82222, 0.00122451, 0.001225485, 0.001220536, -0.07330691, -353632714, 1491652628, 0, 0, 0, 0
 83913921, -0.003505405, 0.002753267, -9.818242, 0.00121897, 0.001222794, 0.001220506, -0.07330691, -353632714, 1491652628, 0, 0, 0, 0
 83933913, -0.002069894, -0.001681107, -9.816562, 0.001217727, 0.001222883, 0.001215321, 0.005638993, -353632714, 1491652628, 0, 0, 0, 0
 83953905, -0.004563883, -0.001702781, -9.818027, 0.001215201, 0.001224533, 0.001232212, 0.005638993, -353632714, 1491652628, 0, 0, 0, 0
 83973897, -0.00101269, -0.004027556, -9.820602, 0.001222861, 0.001217989, 0.001223008, 0.005638993, -353632714, 1491652628, 0, 0, 0, 0
 83993889, 0.002815093, -0.00417038, -9.814424, 0.001227417, 0.001217822, 0.001216387, 0.005638993, -353632714, 1491652628, 0, 0, 0, 0
 84013881, -0.004789787, -0.003500208, -9.816475, 0.001222524, 0.001223242, 0.001218889, 0.005638993, -353632714, 1491652628, 0, 0, 0, 0
 84033873, 0.0003729164, -0.0004380614, -9.822414, 0.001225573, 0.001224698, 0.001218047, -0.1691698, -353632188, 1491652600, 0, 0, 0, 0
 84053865, 0.01600881, -0.002728594, -9.814687, 0.001223209, 0.001222179, 0.001222146, -0.1691698, -353632188, 1491652600, 0, 0, 0, 0
 84073857, 0.07149377, -0.003329366, -9.817237, 0.001221512, 0.001223187, 0.001227286, -0.1691698, -353632188, 1491652600, 0, 0, 0, 0
 84093849, 0.1440436, 0.001936344, -9.816837, 0.001232296, 0.001223573, 0.001228426, -0.1691698, -353632188, 1491652600, 0, 0, 0, 0
 84113841, 0.2582339, -0.001628878, -9.817496, 0.001227771, 0.001223159, 0.001224971, -0.1691698, -353632188, 1491652600, 0, 0, 0, 0
 84133833, 0.3899896, -0.002988809, -9.818188, 0.001227417, 0.001220465, 0.001216967, 0.04511195, -353632188, 1491652600, 0, 0, 0, 0
 84153825, 0.5391058, -0.004331545, -9.817509, 0.001229104, 0.001230719, 0.00121618, 0.04511195, -353632188, 1491652600, 0, 0, 0, 0
 84173817, 0.6999035, -0.001038939, -9.818789, 0.001218465, 0.001221864, 0.001219698, 0.04511195, -353632188, 1491652600, 0, 0, 0, 0
 84193809, 0.8809172, -0.003467484, -9.819963, 0.001222916, 0.001223832, 0.001219442, 0.04511195, -353632188, 1491652600, 0, 0, 0, 0
 84213801, 1.076205, 0.00611843, -9.815168, 0.00122591, 0.001222529, 0.00122552, 0.04511195, -353632188, 1491652600, 0, 0, 0, 0
 84233793, 1.272089, -0.0001285229, -9.82268, 0.00122697, 0.001221885, 0.001218808, -0.1860868, -353632556, 1491652326, 0, 0, 0, 0
 84253785, 1.487551, -0.003274688, -9.819158, 0.001223224, 0.001226567, 0.001217725, -0.1860868, -353632556, 1491652326, 0, 0, 0, 0
 84273777, 1.702022, -0.009570773, -9.821177, 0.001223704, 0.001227204, 0.001217146, -0.1860868, -353632556, 1491652326, 0, 0, 0, 0
 84293769, 1.934923, -0.002716671, -9.821239, 0.00122412, 0.001222126, 0.001225396, -0.1860868, -353632556, 1491652326, 0, 0, 0, 0
 84313761, 2.147411, 0.004559058, -9.817795, 0.001225892, 0.001223027, 0.001225219, -0.1860868, -353632556, 1491652326, 0, 0, 0, 0
 84333753, 2.386829, -0.0001397881, -9.822104, 0.001224132, 0.001227668, 0.001223811, -0.1071409, -353632556, 1491652326, 0, 0, 0, 0
 84353745, 2.609437, 0.002308108, -9.831659, 0.001227403, 0.001225746, 0.001226052, -0.1071409, -353632556, 1491652326, 0, 0, 0, 0
 84373737, 2.869886, 0.006794107, -9.83112, 0.001224564, 0.001225453, 0.001218206, -0.1071409, -353632556, 1491652326, 0, 0, 0, 0
 84393729, 3.105226, 0.0183439, -9.829992, 0.001228902, 0.00122723, 0.001214373, -0.1071409, -353632556, 1491652326, 0, 0, 0, 0
 84413721, 3.306011, 0.0302115, -9.82929, 0.001230139, 0.001232795, 0.001222275, -0.1071409, -353632556, 1491652326, 0, 0, 0, 0
 84433713, 3.582935, 0.01127522, -9.825354, 0.001226077, 0.001230606, 0.001229069, 0.1832673, -353632138, 1491652321, 0, 0.079, -0.009000001, 0
 84453705, 3.814262, -0.01910535, -9.832664, 0.001230781, 0.001234521, 0.001240135, 0.1832673, -353632138, 1491652321, 0, 0.079, -0.009000001, 0
 84473697, 4.0389, -0.008980053, -9.835635, 0.001225055, 0.001232948, 0.001226691, 0.1832673, -353632138, 1491652321, 0, 0.079, -0.009000001, 0
 84493689, 4.31531, -0.03798372, -9.837795, 0.001231774, 0.001229176, 0.001207604, 0.1832673, -353632138, 1491652321, 0, 0.079, -0.009000001, 0
 84513681, 4.533795, -0.00998798, -9.838976, 0.001227544, 0.001225405, 0.001211546, 0.1832673, -353632138, 1491652321, 0, 0.079, -0.009000001, 0
 84533673, 4.797747, 0.03569064, -9.840956, 0.001227593, 0.00122297, 0.001187527, 0.1522528, -353632138, 1491652321, 0, 0.079, -0.009000001, 0
 84553665, 4.988964, -0.02641935, -9.846661, 0.00123383, 0.001230885, 0.001161165, 0.1522528, -353632138, 1491652321, 0, 0.079, -0.009000001, 0
 84573657, 5.218105, -0.01967868, -9.849405, 0.001226996, 0.001230467, 0.001186496, 0.1522528, -353632138, 1491652321, 0, 0.079, -0.009000001, 0
 84593649, 5.515225, -0.01860446, -9.848274, 0.001226485, 0.00122845, 0.001184322, 0.1522528, -353632138, 1491652321, 0, 0.079, -0.009000001, 0
 84613641, 5.78379, 0.01291714, -9.847321, 0.00123601, 0.001229742, 0.001198412, 0.1522528, -353632138, 1491652321, 0, 0.079, -0.009000001, 0
 84633633, 6.01961, -0.01597441, -9.84797, 0.001233649, 0.001231244, 0.00124487, -0.1860868, -353632432, 1491652039, 1, 0.53, -0.064, -0.001
 84653625, 6.226639, 0.02264094, -9.852221, 0.001231268, 0.001228097, 0.001260465, -0.1860868, -353632432, 1491652039, 1, 0.53, -0.064, -0.001
 84673617, 6.436996, 0.02297654, -9.855424, 0.001232668, 0.001234643, 0.001238591, -0.1860868, -353632432, 1491652039, 1, 0.53, -0.064, -0.001
 84693609, 6.668006, 0.004510262, -9.854124, 0.001234018, 0.0012302, 0.001284591, -0.1860868, -353632432, 1491652039, 1, 0.53, -0.064, -0.001
 84713601, 6.966496, 0.01144184, -9.858042, 0.001231342, 0.001229586, 0.001280938, -0.1860868, -353632432, 1491652039, 1, 0.53, -0.064, -0.001
 84733593, 7.121141, -0.007301871, -9.859291, 0.001233543, 0.00123287, 0.00128045, 0.01973648, -353632432, 1491652039, 1, 0.53, -0.064, -0.001
 84753585, 7.407372, -0.01188537, -9.857574, 0.001226015, 0.00123114, 0.00129291, 0.01973648, -353632432, 1491652039, 1, 0.53, -0.064, -0.001
 84773577, 7.552088, 0.007386475, -9.86641, 0.001230821, 0.001225694, 0.001338986, 0.01973648, -353632432, 1491652039, 1, 0.53, -0.064, -0.001
 84793569, 7.736403, -0.0221106, -9.861978, 0.001231997, 0.001239701, 0.0013333, 0.01973648, -353632432, 1491652039, 1, 0.53, -0.064, -0.001
 84813561, 8.034276, 0.002580974, -9.859391, 0.001232786, 0.001236826, 0.00132318, 0.01973648, -353632432, 1491652039, 1, 0.53, -0.064, -0.001
 84833553, 8.329793, 0.01615495, -9.864919, 0.001232997, 0.001237201, 0.001331825, 0.05920943, -353632880, 1491652130, 1, 1.451, -0.178, -0.005
 84853545, 8.435225, -0.02836175, -9.863743, 0.0012315, 0.001232414, 0.001301593, 0.05920943, -353632880, 1491652130, 1, 1.451, -0.178, -0.005
 84873537, 8.617008, 0.003874923, -9.865891, 0.001236031, 0.00123699, 0.001261293, 0.05920943, -353632880, 1491652130, 1, 1.451, -0.178, -0.005
 84893529, 8.891389, -0.00478149, -9.86537, 0.001231022, 0.00123129, 0.001226956, 0.05920943, -353632880, 1491652130, 1, 1.451, -0.178, -0.005
 84913521, 9.156744, -0.01651248, -9.869373, 0.001235268, 0.00123674, 0.001272663, 0.05920943, -353632880, 1491652130, 1, 1.451, -0.178, -0.005
 84933513, 9.252768, -0.002098631, -9.870825, 0.00123659, 0.001230043, 0.001307626, -0.1860868, -353632880, 1491652130, 1, 1.451, -0.178, -0.005
 84953505, 9.417801, -0.02222702, -9.873728, 0.00123325, 0.001233819, 0.00129943, -0.1860868, -353632880, 1491652130, 1, 1.451, -0.178, -0.005
 84973497, 9.645881, 0.08040271, -9.876427, 0.001238704, 0.00123646, 0.001298352, -0.1860868, -353632880, 1491652130, 1, 1.451, -0.178, -0.005
 84993489, 9.819578, 0.01782222, -9.87365, 0.001238785, 0.001235885, 0.001352878, -0.1860868, -353632880, 1491652130, 1, 1.451, -0.178, -0.005
 85013481, 9.999784, 0.01599373, -9.877155, 0.001239024, 0.001242228, 0.001307512, -0.1860868, -353632880, 1491652130, 1, 1.451, -0.178, -0.005
 85033473, 10.24402, 0.08940876, -9.876477, 0.001238447, 0.001234488, 0.001210175, -0.1240579, -353632114, 1491652432, 1, 2.841, -0.348, -0.013
 85054298, 10.38791, 0.01529352, -9.880814, 0.00123612, 0.001252314, 0.001189477, -0.1240579, -353632114, 1491652432, 1, 2.841, -0.348, -0.013
 85074290, 10.50731, 0.01303707, -9.882571, 0.001239877, 0.001314099, 0.001252158, -0.1240579, -353632114, 1491652432, 1, 2.841, -0.348, -0.013
 85094282, 10.59722, -0.0179011, -9.882837, 0.001239519, 0.001361216, 0.001168969, -0.1240579, -353632114, 1491652432, 1, 2.841, -0.348, -0.013
 85114274, 10.71954, -0.0787836, -9.880891, 0.00124055, 0.001381521, 0.001123428, -0.1240579, -353632114, 1491652432, 1, 2.841, -0.348, -0.013
 85134266, 10.88241, 0.02236191, -9.879792, 0.001235508, 0.001497465, 0.001140136, 0.1832673, -353632114, 1491652432, 1, 2.841, -0.348, -0.013
 85154258, 10.73827, -0.0379781, -9.883426, 0.001234768, 0.001589376, 0.001158227, 0.1832673, -353632114, 1491652432, 1, 2.841, -0.348, -0.013
 85174250, 10.78981, -0.05432943, -9.883486, 0.001239936, 0.001673905, 0.001036374, 0.1832673, -353632114, 1491652432, 1, 2.841, -0.348, -0.013
 85194242, 10.90641, -0.09325709, -9.884816, 0.001238895, 0.001692855, 0.001027649, 0.1832673, -353632114, 1491652432, 1, 2.841, -0.348, -0.013
 85214234, 10.78323, -0.007625706, -9.888123, 0.001236889, 0.001700518, 0.001089063, 0.1832673, -353632114, 1491652432, 1, 2.841, -0.348, -0.013
 85234226, 10.64341, -0.06326573, -9.888007, 0.001238067, 0.001731617, 0.001088738, 0.1494333, -353632277, 1491652205, 1, 4.665, -0.5700001, -0.024
 85254218, 10.60459, 0.02116541, -9.882257, 0.001243614, 0.001761343, 0.001128827, 0.1494333, -353632277, 1491652205, 1, 4.665, -0.5700001, -0.024
 85274210, 10.57035, 0.03693921, -9.884607, 0.001238462, 0.001812063, 0.001187854, 0.1494333, -353632277, 1491652205, 1, 4.665, -0.5700001, -0.024
 85294202, 10.59848, 0.02864879, -9.886328, 0.001237762, 0.001920038, 0.001203903, 0.1494333, -353632277, 1491652205, 1, 4.665, -0.5700001, -0.024
 85314194, 10.43805, -0.06469013, -9.882313, 0.001244979, 0.002033665, 0.001136374, 0.1494333, -353632277, 1491652205, 1, 4.665, -0.5700001, -0.024
 85334186, 10.35378, 0.008648749, -9.885209, 0.001241695, 0.002106105, 0.001130844, 0.2227402, -353632277, 1491652205, 1, 4.665, -0.5700001, -0.024
 85354178, 10.279, 0.006084542, -9.884346, 0.001238825, 0.002118924, 0.001132299, 0.2227402, -353632277, 1491652205, 1, 4.665, -0.5700001, -0.024
 85374170, 10.10246, 0.08049334, -9.881633, 0.001244026, 0.002226509, 0.001114213, 0.2227402, -353632277, 1491652205, 1, 4.665, -0.5700001, -0.024
 85394162, 10.09347, 0.0394223, -9.882903, 0.001242603, 0.002313546, 0.001152087, 0.2227402, -353632277, 1491652205, 1, 4.665, -0.5700001, -0.024
 85414154, 10.06912, -0.03691071, -9.879596, 0.001246056, 0.002391, 0.00120884, 0.2227402, -353632277, 1491652205, 1, 4.665, -0.5700001, -0.024
 85434146, 9.997119, -0.01457177, -9.883126, 0.001239392, 0.002496701, 0.001301131, -0.09022389, -353631870, 1491652013, 2, 6.777, -0.8340001, -0.037
 85454138, 9.914621, 0.07222231, -9.88043, 0.001239891, 0.002494308, 0.001248399, -0.09022389, -353631870, 1491652013, 2, 6.777, -0.8340001, -0.037
 85474130, 9.782423, 0.07163718, -9.880899, 0.001244405, 0.002491083, 0.001237793, -0.09022389, -353631870, 1491652013, 2, 6.777, -0.8340001, -0.037
 85494122, 9.581853, -0.08063494, -9.876704, 0.001237433, 0.002525401, 0.001203396, -0.09022389, -353631870, 1491652013, 2, 6.777, -0.8340001, -0.037
 85514114, 9.457272, -0.03392024, -9.873102, 0.001237352, 0.002452644, 0.001117662, -0.09022389, -353631870, 1491652013, 2, 6.777, -0.8340001, -0.037
 85534106, 9.423819, 0.002234096, -9.876104, 0.001241783, 0.002338645, 0.001055088, -0.02819497, -353631870, 1491652013, 2, 6.777, -0.8340001, -0.037
 85554098, 9.296733, 0.03112, -9.874187, 0.001248712, 0.002287777, 0.001048863, -0.02819497, -353631870, 1491652013, 2, 6.777, -0.8340001, -0.037
 85574090, 9.247757, 0.009933763, -9.875666, 0.001245214, 0.002155862, 0.00107443, -0.02819497, -353631870, 1491652013, 2, 6.777, -0.8340001, -0.037
 85594082, 9.055282, -0.07828361, -9.871873, 0.001241313, 0.002090878, 0.001085075, -0.02819497, -353631870, 1491652013, 2, 6.777, -0.8340001, -0.037
 85614074, 8.965372, -0.01139539, -9.872958, 0.001242725, 0.002203568, 0.00104467, -0.02819497, -353631870, 1491652013, 2, 6.777, -0.8340001, -0.037
 85634066, 8.800749, -0.03359455, -9.870397, 0.00124328, 0.00221232, 0.001027243, 0.2030038, -353632190, 1491652466, 3, 8.834001, -1.086, -0.05
 85654058, 8.792009, -0.01620021, -9.885879, 0.001246847, 0.002167521, 0.001096806, 0.2030038, -353632190, 1491652466, 3, 8.834001, -1.086, -0.05
