Threshold,GPSOF(FPR),GPSMAG(FPR)
1,0.371900826446281,0.0
2,0.31767955801104975,0.0
3,0.2770083102493075,0.0
4,0.24722222222222223,0.0
5,0.22284122562674094,0.0
6,0.20670391061452514,0.0
7,0.19047619047619047,0.0
8,0.17696629213483145,0.0
9,0.16338028169014085,0.0
10,0.1553672316384181,0.0
11,0.14730878186968838,0.0
12,0.13920454545454544,0.0
13,0.13105413105413105,0.0
14,0.12285714285714286,0.0
15,0.11461318051575932,0.0
16,0.10632183908045977,0.0
17,0.10086455331412104,0.0
18,0.0953757225433526,0.0
19,0.08985507246376812,0.0
20,0.08430232558139535,0.0
21,0.07871720116618076,0.0
22,0.07309941520467836,0.0
23,0.06744868035190615,0.0
24,0.061764705882352944,0.0
25,0.05604719764011799,0.0
26,0.05325443786982249,0.0
27,0.04747774480712166,0.0
28,0.041666666666666664,0.0
29,0.03582089552238806,0.0
30,0.029940119760479042,0.0
