Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,0.041121495327102804,0.0
2,0.0,0.0149812734082397,0.0
3,0.0,0.005628517823639775,0.0
4,0.0,0.0018796992481203006,0.0
5,0.0,0.0,0.0
