Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,0.7654320987654321,0.17530864197530865
2,0.0,0.7103960396039604,0.1608910891089109
3,0.0,0.684863523573201,0.1513647642679901
4,0.0,0.6716417910447762,0.13930348258706468
5,0.0,0.6583541147132169,0.12718204488778054
6,0.0,0.645,0.115
7,0.0,0.6340852130325815,0.10275689223057644
8,0.0,0.6231155778894473,0.09045226130653267
9,0.0,0.6120906801007556,0.07808564231738035
10,0.0,0.601010101010101,0.06565656565656566
11,0.0,0.589873417721519,0.053164556962025315
12,0.0,0.5786802030456852,0.04314720812182741
13,0.0,0.5674300254452926,0.035623409669211195
14,0.0,0.5561224489795918,0.02806122448979592
15,0.0,0.5447570332480819,0.02557544757033248
16,0.0,0.5358974358974359,0.023076923076923078
17,0.0,0.5295629820051414,0.02056555269922879
18,0.0,0.5231958762886598,0.01804123711340206
19,0.0,0.5167958656330749,0.015503875968992248
20,0.0,0.5103626943005182,0.012953367875647668
21,0.0,0.5038961038961038,0.01038961038961039
22,0.0,0.4973958333333333,0.0078125
23,0.0,0.4908616187989556,0.005221932114882507
24,0.0,0.48429319371727747,0.002617801047120419
25,0.0,0.4776902887139108,0.0
26,0.0,0.4710526315789474,0.0
27,0.0,0.46437994722955145,0.0
28,0.0,0.4576719576719577,0.0
29,0.0,0.4509283819628647,0.0
