Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,1.0,0.3586206896551724
2,0.0,0.9976958525345622,0.21889400921658986
3,0.0,0.9953810623556582,0.14780600461893764
4,0.0,0.9930555555555556,0.10416666666666667
5,0.0,0.9907192575406032,0.07192575406032482
6,0.0,0.9883720930232558,0.046511627906976744
7,0.0,0.986013986013986,0.02564102564102564
8,0.0,0.9836448598130841,0.009345794392523364
9,0.0,0.9812646370023419,0.0
10,0.0,0.9788732394366197,0.0
11,0.0,0.9764705882352941,0.0
12,0.0,0.9740566037735849,0.0
13,0.0,0.9716312056737588,0.0
14,0.0,0.9691943127962085,0.0
15,0.0,0.9667458432304038,0.0
16,0.0,0.9642857142857143,0.0
17,0.0,0.9618138424821002,0.0
18,0.0,0.9593301435406698,0.0
19,0.0,0.9568345323741008,0.0
20,0.0,0.9543269230769231,0.0
21,0.0,0.9518072289156626,0.0
22,0.0,0.9492753623188406,0.0
23,0.0,0.9467312348668281,0.0
24,0.0,0.9441747572815534,0.0
25,0.0,0.9416058394160584,0.0
26,0.0,0.9390243902439024,0.0
27,0.0,0.9364303178484108,0.0
28,0.0,0.9338235294117647,0.0
29,0.0,0.9312039312039312,0.0
