Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,0.9540983606557377,0.0
2,0.0,0.9523809523809523,0.0
3,0.0,0.9506578947368421,0.0
4,0.0,0.9489291598023064,0.0
5,0.0,0.9471947194719472,0.0
6,0.0,0.9454545454545454,0.0
7,0.0,0.9437086092715232,0.0
8,0.0,0.9419568822553898,0.0
9,0.0,0.9401993355481728,0.0
10,0.0,0.9384359400998337,0.0
11,0.0,0.9366666666666666,0.0
12,0.0,0.9348914858096828,0.0
13,0.0,0.9331103678929766,0.0
14,0.0,0.931323283082077,0.0
15,0.0,0.9295302013422819,0.0
16,0.0,0.9277310924369748,0.0
17,0.0,0.9259259259259259,0.0
18,0.0,0.924114671163575,0.0
19,0.0,0.9222972972972973,0.0
20,0.0,0.9204737732656514,0.0
21,0.0,0.9186440677966101,0.0
22,0.0,0.9168081494057725,0.0
23,0.0,0.9149659863945578,0.0
24,0.0,0.9131175468483816,0.0
25,0.0,0.9112627986348123,0.0
26,0.0,0.9094017094017094,0.0
27,0.0,0.9075342465753424,0.0
28,0.0,0.9056603773584906,0.0
29,0.0,0.9037800687285223,0.0
