Threshold,ACCOF,GPSOF,ACCGPS
1,0.029895366218236172,0.9955156950672646,0.40358744394618834
2,0.016467065868263474,0.9895209580838323,0.3278443113772455
3,0.008995502248875561,0.9835082458770614,0.29985007496251875
4,0.0,0.9774774774774775,0.27627627627627627
5,0.0,0.9714285714285714,0.2586466165413534
6,0.0,0.9653614457831325,0.24397590361445784
7,0.0,0.9592760180995475,0.23076923076923078
8,0.0,0.9531722054380665,0.2175226586102719
9,0.0,0.9470499243570348,0.20574886535552195
10,0.0,0.9409090909090909,0.19393939393939394
11,0.0,0.9347496206373292,0.18209408194233687
12,0.0,0.9285714285714286,0.1702127659574468
13,0.0,0.9223744292237442,0.1598173515981735
14,0.0,0.9161585365853658,0.1524390243902439
15,0.0,0.9099236641221374,0.1450381679389313
16,0.0,0.9036697247706422,0.13761467889908258
17,0.0,0.8973966309341501,0.13016845329249618
18,0.0,0.8911042944785276,0.12269938650306748
19,0.0,0.8847926267281107,0.1152073732718894
20,0.0,0.8784615384615385,0.1076923076923077
21,0.0,0.8721109399075501,0.10015408320493066
22,0.0,0.8657407407407407,0.0941358024691358
23,0.0,0.8593508500772797,0.08809891808346214
24,0.0,0.8529411764705882,0.08204334365325078
25,0.0,0.8465116279069768,0.07596899224806201
26,0.0,0.8400621118012422,0.06987577639751552
27,0.0,0.833592534992224,0.06220839813374806
28,0.0,0.8271028037383178,0.05451713395638629
29,0.0,0.8205928237129485,0.046801872074883
