Threshold,ACCOF,GPSOF,ACCGPS
1,0.001998001998001998,0.999000999000999,0.9000999000999002
2,0.001,0.997,0.889
3,0.0,0.994994994994995,0.8848848848848849
4,0.0,0.9929859719438878,0.8817635270541082
5,0.0,0.9909729187562688,0.8786359077231695
6,0.0,0.9889558232931727,0.8755020080321285
7,0.0,0.9879396984924623,0.8723618090452261
8,0.0,0.9869215291750503,0.869215291750503
9,0.0,0.9859013091641491,0.8660624370594159
10,0.0,0.9848790322580645,0.8629032258064516
11,0.0,0.9838546922300706,0.8597376387487387
12,0.0,0.9828282828282828,0.8565656565656565
13,0.0,0.9817997977755308,0.8533872598584429
14,0.0,0.9807692307692307,0.8502024291497976
15,0.0,0.9797365754812564,0.8470111448834853
16,0.0,0.9787018255578094,0.8438133874239351
17,0.0,0.9776649746192894,0.8406091370558376
18,0.0,0.9766260162601627,0.8373983739837398
19,0.0,0.9755849440488301,0.8341810783316378
20,0.0,0.9745417515274949,0.8309572301425662
21,0.0,0.9734964322120285,0.8277268093781855
22,0.0,0.9724489795918367,0.8244897959183674
23,0.0,0.9713993871297242,0.8212461695607763
24,0.0,0.9703476482617587,0.8179959100204499
25,0.0,0.9692937563971341,0.8147389969293757
26,0.0,0.9682377049180327,0.8114754098360656
27,0.0,0.9671794871794872,0.8082051282051282
28,0.0,0.9661190965092402,0.8049281314168378
29,0.0,0.9650565262076053,0.8016443987667009
