Threshold,ACCOF,GPSOF,ACCGPS
1,0.017937219730941704,0.0,0.0014947683109118087
2,0.008982035928143712,0.0,0.0
3,0.004497751124437781,0.0,0.0
4,0.0,0.0,0.0
