Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,0.016442451420029897,0.0
2,0.0,0.008982035928143712,0.0
3,0.0,0.004497751124437781,0.0
4,0.0,0.003003003003003003,0.0
5,0.0,0.0015037593984962407,0.0
6,0.0,0.0,0.0
