Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,0.5476635514018692,0.2803738317757009
2,0.0,0.5149812734082397,0.26779026217228463
3,0.0,0.4915572232645403,0.2570356472795497
4,0.0,0.4718045112781955,0.2462406015037594
5,0.0,0.455743879472693,0.23540489642184556
6,0.0,0.439622641509434,0.22452830188679246
7,0.0,0.42344045368620037,0.21361058601134217
8,0.0,0.4071969696969697,0.20265151515151514
9,0.0,0.3927893738140417,0.19165085388994307
10,0.0,0.38022813688212925,0.1806083650190114
11,0.0,0.36952380952380953,0.16952380952380952
12,0.0,0.3606870229007634,0.15839694656488548
13,0.0,0.35181644359464626,0.15105162523900573
14,0.0,0.342911877394636,0.14367816091954022
15,0.0,0.33589251439539347,0.1362763915547025
16,0.0,0.32884615384615384,0.12884615384615383
17,0.0,0.3236994219653179,0.12138728323699421
18,0.0,0.3185328185328185,0.1138996138996139
19,0.0,0.31334622823984526,0.10638297872340426
20,0.0,0.31007751937984496,0.09883720930232558
21,0.0,0.3067961165048544,0.0912621359223301
22,0.0,0.3035019455252918,0.08365758754863813
23,0.0,0.3001949317738791,0.07602339181286549
24,0.0,0.296875,0.06640625
25,0.0,0.29354207436399216,0.05870841487279843
26,0.0,0.2901960784313726,0.050980392156862744
27,0.0,0.2868369351669941,0.043222003929273084
28,0.0,0.28346456692913385,0.03543307086614173
29,0.0,0.28007889546351084,0.027613412228796843
