Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,0.16557377049180327,1.0
2,0.0,0.1625615763546798,0.9983579638752053
3,0.0,0.15953947368421054,0.9967105263157895
4,0.0,0.15650741350906094,0.9950576606260296
5,0.0,0.15346534653465346,0.9933993399339934
6,0.0,0.15041322314049588,0.9917355371900827
7,0.0,0.14735099337748345,0.9900662251655629
8,0.0,0.14427860696517414,0.988391376451078
9,0.0,0.14119601328903655,0.9867109634551495
10,0.0,0.13810316139767054,0.9850249584026622
11,0.0,0.135,0.9833333333333333
12,0.0,0.1318864774624374,0.9816360601001669
13,0.0,0.12876254180602006,0.979933110367893
14,0.0,0.12562814070351758,0.9782244556113903
15,0.0,0.12248322147651007,0.9765100671140939
16,0.0,0.11932773109243698,0.9747899159663865
17,0.0,0.11616161616161616,0.9730639730639731
18,0.0,0.11298482293423272,0.9713322091062394
19,0.0,0.1097972972972973,0.9695945945945946
20,0.0,0.1065989847715736,0.9678510998307953
21,0.0,0.10338983050847457,0.9661016949152542
22,0.0,0.100169779286927,0.9643463497453311
23,0.0,0.09693877551020408,0.9625850340136054
24,0.0,0.09369676320272573,0.9608177172061328
25,0.0,0.09044368600682594,0.9590443686006825
26,0.0,0.08717948717948718,0.9572649572649573
27,0.0,0.0839041095890411,0.9554794520547946
28,0.0,0.08061749571183534,0.9536878216123499
29,0.0,0.07731958762886598,0.9518900343642611
