Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.96,0.8953488372093024,0.32,0.5232558139534884,0.0,0.011627906976744186
2,0.96,0.8352941176470589,0.2,0.4235294117647059,0.0,0.0
3,0.86,0.6309523809523809,0.16,0.34523809523809523,0.0,0.0
4,0.66,0.4578313253012048,0.12,0.27710843373493976,0.0,0.0
5,0.4,0.35365853658536583,0.1,0.2073170731707317,0.0,0.0
6,0.28,0.2222222222222222,0.08,0.13580246913580246,0.0,0.0
7,0.28,0.1625,0.06,0.075,0.0,0.0
8,0.18,0.16455696202531644,0.04,0.012658227848101266,0.0,0.0
9,0.16,0.16666666666666666,0.02,0.0,0.0,0.0
10,0.12,0.14285714285714285,0.0,0.0,0.0,0.0
11,0.08,0.09210526315789473,0.0,0.0,0.0,0.0
12,0.08,0.08,0.0,0.0,0.0,0.0
13,0.08,0.05405405405405406,0.0,0.0,0.0,0.0
14,0.06,0.0273972602739726,0.0,0.0,0.0,0.0
15,0.06,0.013888888888888888,0.0,0.0,0.0,0.0
16,0.06,0.014084507042253521,0.0,0.0,0.0,0.0
17,0.06,0.0,0.0,0.0,0.0,0.0
18,0.06,0.0,0.0,0.0,0.0,0.0
19,0.04,0.0,0.0,0.0,0.0,0.0
20,0.04,0.0,0.0,0.0,0.0,0.0
21,0.04,0.0,0.0,0.0,0.0,0.0
22,0.02,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
