Threshold,GPSOF(FPR),GPSMAG(FPR)
1,0.39669421487603307,0.0
2,0.35911602209944754,0.0
3,0.33240997229916897,0.0
4,0.30833333333333335,0.0
5,0.28690807799442897,0.0
6,0.2709497206703911,0.0
7,0.2549019607843137,0.0
8,0.23876404494382023,0.0
9,0.22535211267605634,0.0
10,0.211864406779661,0.0
11,0.19830028328611898,0.0
12,0.1846590909090909,0.0
13,0.17094017094017094,0.0
14,0.16285714285714287,0.0
15,0.15472779369627507,0.0
16,0.14655172413793102,0.0
17,0.14121037463976946,0.0
18,0.13583815028901733,0.0
19,0.13043478260869565,0.0
20,0.125,0.0
21,0.119533527696793,0.0
22,0.11403508771929824,0.0
23,0.10850439882697947,0.0
24,0.10294117647058823,0.0
25,0.09734513274336283,0.0
26,0.09171597633136094,0.0
27,0.08605341246290801,0.0
28,0.07738095238095238,0.0
29,0.06865671641791045,0.0
30,0.059880239520958084,0.0
