Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.7988980716253443,0.5895316804407713,0.29201101928374656
2,0.5359116022099447,0.4696132596685083,0.15469613259668508
3,0.3157894736842105,0.3767313019390582,0.09141274238227147
4,0.18333333333333332,0.2972222222222222,0.06388888888888888
5,0.116991643454039,0.22562674094707522,0.04456824512534819
6,0.07541899441340782,0.17597765363128492,0.036312849162011177
7,0.04481792717086835,0.14285714285714285,0.03081232492997199
8,0.028089887640449437,0.10955056179775281,0.025280898876404494
9,0.022535211267605635,0.09295774647887324,0.01971830985915493
10,0.01977401129943503,0.07627118644067797,0.014124293785310734
11,0.014164305949008499,0.06515580736543909,0.0113314447592068
12,0.011363636363636364,0.05397727272727273,0.008522727272727272
13,0.008547008547008548,0.042735042735042736,0.005698005698005698
14,0.005714285714285714,0.03142857142857143,0.002857142857142857
15,0.0028653295128939827,0.022922636103151862,0.0
16,0.0028735632183908046,0.014367816091954023,0.0
17,0.0,0.008645533141210375,0.0
18,0.0,0.005780346820809248,0.0
19,0.0,0.002898550724637681,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
