THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,367,0.888283378746594,0.329700272479564,0.34332425068119893
2,366,0.7049180327868853,0.030054644808743168,0.2568306010928962
3,365,0.5561643835616439,0.0136986301369863,0.19452054794520549
4,364,0.43131868131868134,0.008241758241758242,0.14285714285714285
5,363,0.33884297520661155,0.005509641873278237,0.11294765840220386
6,362,0.27071823204419887,0.0027624309392265192,0.09116022099447514
7,361,0.22714681440443213,0.0,0.08033240997229917
8,360,0.19722222222222222,0.0,0.07222222222222222
9,359,0.17270194986072424,0.0,0.06406685236768803
10,358,0.1452513966480447,0.0,0.05865921787709497
11,357,0.13165266106442577,0.0,0.056022408963585436
12,356,0.11797752808988764,0.0,0.05337078651685393
13,355,0.10985915492957747,0.0,0.05070422535211268
14,354,0.096045197740113,0.0,0.0480225988700565
15,353,0.08498583569405099,0.0,0.0453257790368272
16,352,0.07670454545454546,0.0,0.04261363636363636
17,351,0.06552706552706553,0.0,0.039886039886039885
18,350,0.06,0.0,0.037142857142857144
19,349,0.054441260744985676,0.0,0.034383954154727794
20,348,0.04885057471264368,0.0,0.031609195402298854
21,347,0.040345821325648415,0.0,0.02881844380403458
22,346,0.03468208092485549,0.0,0.02601156069364162
23,345,0.028985507246376812,0.0,0.02318840579710145
24,344,0.023255813953488372,0.0,0.020348837209302327
25,343,0.01749271137026239,0.0,0.01749271137026239
26,342,0.014619883040935672,0.0,0.014619883040935672
27,341,0.011730205278592375,0.0,0.011730205278592375
28,340,0.008823529411764706,0.0,0.008823529411764706
29,339,0.0058997050147492625,0.0,0.0058997050147492625
30,338,0.0029585798816568047,0.0,0.0029585798816568047
