TimeUS,mX,mY,mZ,obX,obY,ofX,ofY,rfD,gpSA,gpHA,gpVA,gpT,aT,ofT
 164523914, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.808, 2.553, 4.296, 164313, 164523492, 164519
 164527316, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.808, 2.553, 4.296, 164313, 164525993, 164519
 164528924, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.808, 2.553, 4.296, 164313, 164528492, 164519
 164531586, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.808, 2.553, 4.296, 164313, 164530994, 164519
 164533888, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.808, 2.553, 4.296, 164313, 164533493, 164519
 164536851, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.808, 2.553, 4.296, 164313, 164535996, 164519
 164538914, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.825, 2.555, 4.298, 164513, 164538494, 164519
 164541583, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.825, 2.555, 4.298, 164513, 164540994, 164519
 164544012, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.825, 2.555, 4.298, 164513, 164543497, 164519
 164546814, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.825, 2.555, 4.298, 164513, 164545994, 164519
 164549022, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2476414, 0.825, 2.555, 4.298, 164513, 164548499, 164519
 164551528, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164550995, 164519
 164554024, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164553493, 164519
 164556845, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164555996, 164519
 164558906, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164558492, 164519
 164561555, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164560995, 164519
 164563902, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164563505, 164519
 164566803, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164565995, 164519
 164568917, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164568502, 164519
 164571551, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164570993, 164519
 164573926, -25.34023, 253.6769, 554.0613, -0.03106536, 0.02692364, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164573492, 164519
 164577479, -25.34023, 253.6769, 554.0613, -0.03055331, 0.02631678, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164576001, 164574
 164579007, -25.34023, 253.6769, 554.0613, -0.03055331, 0.02631678, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164578493, 164574
 164581520, -25.34023, 253.6769, 554.0613, -0.03055331, 0.02631678, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164580999, 164574
 164584017, -25.34023, 253.6769, 554.0613, -0.03055331, 0.02631678, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164583496, 164574
 164586880, -25.34023, 253.6769, 554.0613, -0.03055331, 0.02631678, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164585999, 164574
 164588918, -25.34023, 253.6769, 554.0613, -0.03055331, 0.02631678, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164588492, 164574
 164591538, -25.34023, 253.6769, 554.0613, -0.03055331, 0.02631678, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164590994, 164574
 164594014, -25.34023, 253.6769, 554.0613, -0.03055331, 0.02631678, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164593493, 164574
 164597012, -25.34023, 253.6769, 554.0613, -0.03055331, 0.02631678, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164595996, 164574
 164599069, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2485414, 0.825, 2.555, 4.298, 164513, 164598499, 164574
 164601540, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164600995, 164574
 164603914, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164603492, 164574
 164606804, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164605996, 164574
 164609021, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164608492, 164574
 164611553, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164610992, 164574
 164613891, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164613495, 164574
 164616838, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164615994, 164574
 164618917, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164618496, 164574
 164621606, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164621002, 164574
 164623919, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164623493, 164574
 164626806, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164625994, 164574
 164629013, -23.081, 253.5662, 551.1655, -0.03055331, 0.02631678, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164628493, 164574
 164631533, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164630994, 164629
 164633882, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164633492, 164629
 164637365, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164635999, 164629
 164638889, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164638493, 164629
 164641552, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164640995, 164629
 164644038, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164643500, 164629
 164647041, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164645997, 164629
 164648922, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2493758, 0.825, 2.555, 4.298, 164513, 164648493, 164629
 164651529, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164650995, 164629
 164653909, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164653505, 164629
 164656837, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164655998, 164629
 164658929, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164658492, 164629
 164661538, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164660994, 164629
 164664014, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164663496, 164629
 164667444, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164666000, 164629
 164669013, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164668493, 164629
 164671534, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164670993, 164629
 164673900, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164673492, 164629
 164676835, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164675995, 164629
 164679015, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164678496, 164629
 164681569, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164680997, 164629
 164683920, -23.081, 253.5662, 551.1655, -0.03093298, 0.0270802, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164683498, 164629
 164687295, -23.081, 253.5662, 551.1655, -0.03049659, 0.02594442, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164685995, 164684
 164689056, -23.081, 253.5662, 551.1655, -0.03049659, 0.02594442, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164688492, 164684
 164691515, -23.081, 253.5662, 551.1655, -0.03049659, 0.02594442, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164690996, 164684
 164693916, -23.081, 253.5662, 551.1655, -0.03049659, 0.02594442, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164693494, 164684
 164696838, -23.081, 253.5662, 551.1655, -0.03049659, 0.02594442, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164695999, 164684
 164699035, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2465085, 0.825, 2.555, 4.298, 164513, 164698493, 164684
 164701577, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164700995, 164684
 164703927, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164703497, 164684
 164706898, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164705999, 164684
 164709017, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164708493, 164684
 164711573, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164710994, 164684
 164713888, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164713492, 164684
 164717042, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164716001, 164684
 164718919, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164718496, 164684
 164721559, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164720998, 164684
 164723914, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164723497, 164684
 164726833, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164725995, 164684
 164728925, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164728496, 164684
 164731544, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164730995, 164684
 164734023, -23.60122, 252.7369, 553.558, -0.03049659, 0.02594442, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164733492, 164684
 164737353, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2438499, 0.825, 2.555, 4.298, 164513, 164736001, 164734
 164738908, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2438499, 0.8010001, 2.555, 4.299, 164713, 164738493, 164734
 164741550, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2438499, 0.8010001, 2.555, 4.299, 164713, 164740995, 164734
 164743903, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2438499, 0.8010001, 2.555, 4.299, 164713, 164743493, 164734
 164746823, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2438499, 0.8010001, 2.555, 4.299, 164713, 164745995, 164734
 164749026, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2438499, 0.8010001, 2.555, 4.299, 164713, 164748492, 164734
 164751566, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164750999, 164734
 164753959, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164753497, 164734
 164757080, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164756001, 164734
 164758924, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164758493, 164734
 164761542, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164761002, 164734
 164763901, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164763493, 164734
 164766807, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164765995, 164734
 164769044, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164768496, 164734
 164771538, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164770995, 164734
 164774025, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164773492, 164734
 164776819, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164775995, 164734
 164779179, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164778625, 164734
 164781762, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164781375, 164734
 164784671, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164784277, 164734
 164788281, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164787334, 164734
 164791624, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164791113, 164734
 164794131, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164793633, 164734
 164796664, -23.60122, 252.7369, 553.558, -0.03011388, 0.02729792, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164796127, 164734
 164799928, -23.60122, 252.7369, 553.558, -0.03042261, 0.0266053, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164798625, 164796
 164801663, -22.08473, 254.0717, 548.4261, -0.03042261, 0.0266053, 0, 0, 0.2435696, 0.8010001, 2.555, 4.299, 164713, 164801122, 164796
 164804177, -22.08473, 254.0717, 548.4261, -0.03042261, 0.0266053, 0, 0, 0.2433096, 0.8010001, 2.555, 4.299, 164713, 164803622, 164796
 164806636, -22.08473, 254.0717, 548.4261, -0.03042261, 0.0266053, 0, 0, 0.2433096, 0.8010001, 2.555, 4.299, 164713, 164806142, 164796
 164809493, -22.08473, 254.0717, 548.4261, -0.03042261, 0.0266053, 0, 0, 0.2433096, 0.8010001, 2.555, 4.299, 164713, 164808623, 164796
 164811634, -22.08473, 254.0717, 548.4261, -0.03042261, 0.0266053, 0, 0, 0.2433096, 0.8010001, 2.555, 4.299, 164713, 164811122, 164796
 164814120, -22.08473, 254.0717, 548.4261, -0.03042261, 0.0266053, 0, 0, 0.2433096, 0.8010001, 2.555, 4.299, 164713, 164813622, 164796
 164816674, -22.08473, 254.0717, 548.4261, -0.03042261, 0.0266053, 0, 0, 0.2433096, 0.8010001, 2.555, 4.299, 164713, 164816131, 164796
 164819470, -22.08473, 254.0717, 548.4261, -0.03042261, 0.0266053, 0, 0, 0.2433096, 0.8010001, 2.555, 4.299, 164713, 164818622, 164796
 164821655, -22.08473, 254.0717, 548.4261, -0.03042261, 0.0266053, 0, 0, 0.2433096, 0.8010001, 2.555, 4.299, 164713, 164821132, 164796
