TimeUS,aF,aR,aD,gyR,gyP,gyY,bAlt,gpLat,gpLng,gpAlt,gpN,gpE,gpD
 164523908, 0.1073657, -0.1696443, -9.893953, -0.0003035206, -0.0002881055, 0.0008141768, 1.129422, 389156293, -953179179, 4, 0.051, 0, -0.085
 164527311, 0.1087, -0.1725313, -9.894815, -0.0002459003, -0.0003577438, 0.0007928031, 1.129422, 389156293, -953179179, 4, 0.051, 0, -0.085
 164528914, 0.1077246, -0.1719212, -9.895597, -0.000465395, -0.0003039947, 0.0008096582, 1.129422, 389156293, -953179179, 4, 0.051, 0, -0.085
 164531581, 0.106364, -0.168842, -9.893641, -0.0006632252, -0.0003101474, 0.0007760593, 1.129422, 389156293, -953179179, 4, 0.051, 0, -0.085
 164533883, 0.1014, -0.1614516, -9.891304, -0.0007413154, -0.0003389327, 0.0007495938, 1.129422, 389156293, -953179179, 4, 0.051, 0, -0.085
 164536845, 0.09735253, -0.1556131, -9.890964, -0.0007572619, -0.0003679251, 0.000760514, 1.129422, 389156293, -953179179, 4, 0.051, 0, -0.085
 164538909, 0.09214202, -0.1469562, -9.890613, -0.0007870464, -0.0003024644, 0.000751397, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164541578, 0.08910824, -0.144086, -9.892472, -0.0007708104, -0.0001876624, 0.0007461921, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164543926, 0.08309393, -0.1431721, -9.897556, -0.0007061833, 0.0001467533, 0.0006340289, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164546809, 0.07802916, -0.1445434, -9.899768, -0.0005010235, 0.0004168312, 0.0005697847, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164549016, 0.06905405, -0.1486567, -9.901487, -0.0003143027, 0.0008775395, 0.0007210426, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164551523, 0.06208843, -0.1521803, -9.900436, -0.0002706381, 0.001152843, 0.0009396573, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164554019, 0.04990343, -0.1567181, -9.89764, -0.0002805253, 0.001307783, 0.001042231, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164556834, 0.04165824, -0.1580439, -9.896223, -0.0002494574, 0.001354496, 0.000996193, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164558901, 0.03146552, -0.1575694, -9.898216, 2.297104E-05, 0.001232428, 0.0008643876, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164561550, 0.02640028, -0.1548863, -9.901923, 0.0002291545, 0.001028282, 0.000851567, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164563896, 0.02011184, -0.1497582, -9.906499, 0.0003425335, 0.0009539893, 0.000944322, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164566793, 0.01687708, -0.1466345, -9.908237, 0.000341823, 0.001007986, 0.001024761, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164568912, 0.01251489, -0.1418525, -9.908953, 0.000250349, 0.0009618064, 0.0009606936, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164571545, 0.009585729, -0.1411999, -9.907654, 8.731279E-05, 0.001024174, 0.0008299813, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164573921, 0.006711094, -0.1420208, -9.908347, -0.0001808987, 0.001087548, 0.0006912074, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164577474, 0.005565737, -0.1404603, -9.909167, -0.0003696341, 0.001145293, 0.0006923437, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164578925, 0.004975829, -0.1387839, -9.908384, -0.000624902, 0.001129679, 0.0009845635, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164581514, 0.00525701, -0.1377736, -9.905863, -0.0007827828, 0.001149512, 0.001189495, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164584011, 0.006860273, -0.1347504, -9.902173, -0.0009997439, 0.001184545, 0.001326805, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164586875, 0.008698419, -0.1325735, -9.903062, -0.001050099, 0.001121854, 0.001310435, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164588912, 0.0156723, -0.1302753, -9.90811, -0.001013987, 0.001031325, 0.001291387, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164591533, 0.02089183, -0.1292951, -9.911348, -0.001010872, 0.001117802, 0.001136901, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164593927, 0.02839841, -0.1260782, -9.916997, -0.001172188, 0.001304645, 0.0007844002, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164596961, 0.03428603, -0.1241296, -9.919307, -0.001264094, 0.001493491, 0.0006635471, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164599064, 0.04449542, -0.1228849, -9.91851, -0.00125304, 0.001783804, 0.0005048338, 1.129422, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164601530, 0.05067498, -0.123037, -9.916458, -0.001219115, 0.001871138, 0.0003742041, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164603909, 0.05828118, -0.1226743, -9.911044, -0.001321863, 0.001879693, 0.0002009459, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164606799, 0.06335529, -0.12273, -9.908235, -0.00144354, 0.001842493, 0.0001391066, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164608930, 0.07006495, -0.1249142, -9.902181, -0.001287839, 0.001780415, 0.000106986, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164611547, 0.07499938, -0.1264879, -9.899727, -0.0009957775, 0.001708275, 0.0001168312, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164613885, 0.08319883, -0.1268675, -9.89996, -0.0007652218, 0.001731262, 9.668537E-05, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164616833, 0.08734222, -0.1250591, -9.899862, -0.0007276532, 0.001779995, 6.43266E-05, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164618911, 0.0913185, -0.1202722, -9.897133, -0.0005754153, 0.001842724, 7.194481E-05, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164621601, 0.09161246, -0.118197, -9.893177, -0.0004769508, 0.001901191, 0.0001157926, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164623913, 0.09007545, -0.1164525, -9.886305, -0.0004514076, 0.001934599, 0.0003654854, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164626800, 0.08885741, -0.115817, -9.883686, -0.0006237106, 0.00180433, 0.000538537, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164629008, 0.08816629, -0.1154605, -9.887745, -0.0009008966, 0.001676968, 0.0006241474, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164631528, 0.08845548, -0.1166792, -9.893307, -0.0009881875, 0.001583179, 0.0007687493, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164633877, 0.09065053, -0.1222861, -9.904249, -0.001079609, 0.001457928, 0.00101995, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164637360, 0.09271978, -0.1280631, -9.912432, -0.0009705013, 0.001329354, 0.00110416, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164638884, 0.09495972, -0.1353161, -9.916589, -0.000683808, 0.001151911, 0.001140453, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164641546, 0.09574559, -0.1379333, -9.914275, -0.0005239676, 0.001037303, 0.00117434, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164644027, 0.09208857, -0.1430216, -9.907, -0.0002993525, 0.0008894288, 0.001219549, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164647036, 0.08541209, -0.1461999, -9.899939, -0.0002451907, 0.0007807161, 0.00115877, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164648912, 0.07185782, -0.1487699, -9.890545, -0.0004291916, 0.00061952, 0.001164392, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164651523, 0.06329153, -0.1486589, -9.887384, -0.0006853939, 0.0005428218, 0.001230247, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164653904, 0.05445366, -0.1469805, -9.88715, -0.001002754, 0.0003721366, 0.001445665, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164656827, 0.05065885, -0.147117, -9.888901, -0.001110794, 0.0002226752, 0.00162498, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164658923, 0.04841524, -0.1507081, -9.893233, -0.001198373, 3.781138E-05, 0.001837012, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
 164661533, 0.04954343, -0.1549599, -9.896023, -0.001208516, -0.0001681889, 0.001751255, 0.7831367, 389156295, -953179178, 4, 0.047, 0.06900001, -0.173
