TimeUS,TPN,PN,DVN,TVN,VN,DAN,TAN,AN
235677483,0.1750231,0.1652626,0.6902415,0.7000021,0.6850532,0.5827308,0.4231555,0.4135734
235777559,0.2451764,0.2397499,0.7469897,0.7524163,0.7392015,0.5782958,0.43711,0.4057163
235877448,0.3209042,0.3179909,0.8027712,0.8056845,0.7846967,0.5611863,0.4398579,0.4153023
235977503,0.4020588,0.3999809,0.8563753,0.858453,0.8574084,0.534244,0.4384773,0.4439552
236077466,0.4884013,0.4860249,0.9072877,0.9096642,0.8676178,0.5059876,0.4434934,0.4533848
236177557,0.5796713,0.5749632,0.9554741,0.9601822,0.9175286,0.4777071,0.467688,0.4501362
236277502,0.6756059,0.6676687,1.000926,1.008863,0.9635624,0.4494037,0.3982504,0.4489736
236377506,0.7759411,0.7643926,1.043634,1.055183,1.018396,0.4210783,0.3905632,0.4316613
236477515,0.8804103,0.8656257,1.083592,1.098377,1.045131,0.3927316,0.3673294,0.4029972
236577491,0.9887457,0.9713517,1.120792,1.138186,1.121993,0.3643645,0.3061781,0.3723194
236677496,1.100678,1.079064,1.155227,1.176841,1.123721,0.3359779,0.3414424,0.3530322
236777530,1.215937,1.189813,1.186891,1.213014,1.138919,0.3075724,0.3260184,0.3341049
236877428,1.33425,1.301914,1.215777,1.248114,1.150781,0.2791488,0.354018,0.3275259
236977388,1.455345,1.417654,1.241879,1.279571,1.215702,0.2507079,0.3087908,0.3311528
237077615,1.578946,1.537055,1.265192,1.307083,1.22446,0.2222506,0.2540843,0.3167375
237177506,1.704762,1.660426,1.285708,1.330044,1.266162,0.1937806,0.2447214,0.3001888
237277561,1.832499,1.787868,1.30342,1.348051,1.254347,0.1653028,0.2209755,0.2596678
237377704,1.961856,1.915563,1.318325,1.364618,1.319537,0.1368223,0.1639312,0.2163843
237477456,2.092534,2.03926,1.330418,1.383693,1.291143,0.1083444,0.187249,0.2007166
237577490,2.224257,2.167776,1.339701,1.396182,1.31429,0.07986867,0.201395,0.1954609
237677511,2.356732,2.300775,1.346175,1.402132,1.317194,0.05139804,0.1006049,0.1713509
237777554,2.489684,2.436106,1.349855,1.403433,1.361827,0.02383416,0.02933986,0.1306159
237877498,2.622874,2.575539,1.351184,1.398519,1.352942,0.005377488,-0.02607473,0.05249969
237977544,2.756127,2.714685,1.351365,1.392807,1.381409,8.77E-05,-0.07084383,-0.001029483
238077461,2.889385,2.85295,1.351353,1.387788,1.385431,-0.000753342,-0.08161777,-0.03761303
238177518,3.022641,2.988446,1.350923,1.385117,1.368158,-0.01020263,-0.06053676,-0.04674694
238277503,3.155799,3.118274,1.348888,1.386413,1.339968,-0.03292802,-0.02249612,-0.03487931
238377408,3.28864,3.249221,1.344247,1.383667,1.369689,-0.06127433,-0.0185303,-0.03225261
238477419,3.420909,3.376753,1.336796,1.380952,1.353985,-0.08998752,-0.0488354,-0.03335086
238577400,3.552321,3.50828,1.325953,1.369995,1.350647,-0.1358575,-0.134088,-0.05926033
238677577,3.682418,3.642163,1.308427,1.348682,1.322017,-0.2271716,-0.2865771,-0.1256282
238777574,3.810325,3.774004,1.279988,1.316309,1.318891,-0.3509746,-0.4585502,-0.2447934
238877567,3.934865,3.898836,1.239023,1.275051,1.255246,-0.4782908,-0.5237421,-0.3620611
238977444,4.05479,4.020516,1.185452,1.219726,1.226103,-0.6056674,-0.6899889,-0.4925435
239077526,4.168849,4.134315,1.119257,1.153791,1.176525,-0.7331024,-0.8570036,-0.6321517
239177484,4.275785,4.243256,1.040422,1.072952,1.105392,-0.8605936,-1.022908,-0.7903595
239277513,4.374337,4.345485,0.9489336,0.9777862,1.019496,-0.9881386,-1.194569,-0.9453475
239377440,4.463244,4.438368,0.8447762,0.869652,0.9094067,-1.115735,-1.339667,-1.100753
239477579,4.54124,4.518006,0.7279369,0.7511705,0.8017047,-1.243382,-1.441373,-1.240897
239577513,4.607059,4.586034,0.5984026,0.619427,0.7120013,-1.371077,-1.625465,-1.392856
239677427,4.659431,4.637777,0.4561614,0.4778158,0.5977941,-1.498817,-1.773017,-1.537122
239777628,4.697085,4.676835,0.3012023,0.3214529,0.433178,-1.626602,-1.928448,-1.684192
239877477,4.71875,4.699866,0.1335148,0.1523988,0.2401884,-1.754429,-1.986183,-1.820001
239977419,4.723152,4.706332,-0.04691292,-0.03009315,0.06461343,-1.882297,-2.18404,-1.969095
240077509,4.709014,4.691996,-0.2400881,-0.2230703,-0.1404844,-2.010158,-2.307498,-2.112688
240177570,4.675064,4.65802,-0.4458707,-0.4288267,-0.3121022,-2.133415,-2.497382,-2.276677
240277609,4.620074,4.598742,-0.6633306,-0.6419985,-0.5618882,-2.243558,-2.491538,-2.403147
240377540,4.542943,4.521115,-0.8912283,-0.8694003,-0.7590097,-2.343969,-2.675419,-2.522192
240477520,4.442653,4.425329,-1.128935,-1.111611,-1.005836,-2.438845,-2.943763,-2.67658
240577502,4.318259,4.30841,-1.375516,-1.365667,-1.232325,-2.520655,-3.021085,-2.82971
240677522,4.168938,4.16743,-1.629716,-1.628207,-1.497617,-2.592562,-3.106328,-2.928737
240777610,3.993948,3.999615,-1.891031,-1.896698,-1.772134,-2.663296,-3.11224,-3.003158
240877456,3.792578,3.802898,-2.15944,-2.16976,-2.038005,-2.734045,-3.175669,-3.073318
240977463,3.564111,3.5792,-2.434944,-2.450034,-2.303387,-2.804805,-3.302613,-3.185814
241077493,3.307837,3.322223,-2.717256,-2.731643,-2.605539,-2.864995,-3.358582,-3.278553
241177450,3.023176,3.040888,-3.003672,-3.021384,-2.85683,-2.882525,-3.500626,-3.384918
241277522,2.709937,2.726668,-3.289702,-3.306433,-3.155094,-2.860844,-3.444549,-3.428131
241377498,2.368291,2.386808,-3.573091,-3.591607,-3.436849,-2.832106,-3.412207,-3.416093
241477533,1.998506,2.016731,-3.853664,-3.871889,-3.733382,-2.803365,-3.381132,-3.381634
241577561,1.60086,1.620343,-4.131427,-4.150909,-4.007263,-2.774613,-3.370434,-3.360892
241677469,1.175624,1.194712,-4.406364,-4.425453,-4.281702,-2.745862,-3.334985,-3.350333
242077511,-0.795722,-0.7349075,-5.477878,-5.538692,-5.318975,-2.630805,-3.485366,-3.471539
242377501,-2.550381,-2.45454,-6.251772,-6.347613,-6.077494,-2.544473,-3.61769,-3.564958
242477493,-3.186378,-3.080062,-6.504111,-6.610426,-6.337373,-2.517884,-3.583454,-3.581324
242577497,-3.847496,-3.728459,-6.754105,-6.873142,-6.590935,-2.493747,-3.628646,-3.615292
242677523,-4.533449,-4.3978,-7.000505,-7.136155,-6.822703,-2.440218,-3.732837,-3.657131
242777565,-5.243747,-5.093159,-7.239559,-7.390146,-7.040188,-2.348749,-3.746454,-3.703046
242877479,-5.977443,-5.806,-7.468881,-7.640324,-7.248828,-2.248994,-3.762096,-3.721225
242977517,-6.733638,-6.539059,-7.688286,-7.882865,-7.473959,-2.149225,-3.745521,-3.728577
243077528,-7.511257,-7.285867,-7.897743,-8.123133,-7.687204,-2.049451,-3.749545,-3.729807
243177572,-8.309278,-8.057312,-8.097247,-8.349213,-7.884812,-1.949678,-3.701003,-3.711653
243277503,-9.126655,-8.845965,-8.286784,-8.567473,-8.09893,-1.849911,-3.639273,-3.703433
243377498,-9.962336,-9.661436,-8.466345,-8.767244,-8.278902,-1.750157,-3.580989,-3.654755
243477511,-10.8154,-10.47568,-8.635948,-8.975662,-8.461363,-1.650406,-3.663397,-3.649548
243577433,-11.6847,-11.3103,-8.79557,-9.169976,-8.623435,-1.550676,-3.687637,-3.673911
243677672,-12.56922,-12.1614,-8.945212,-9.353032,-8.818791,-1.45097,-3.52323,-3.637634
243777562,-13.468,-13.03211,-9.084888,-9.520778,-8.963812,-1.351281,-3.497678,-3.560944
243877465,-14.38009,-13.91538,-9.214611,-9.679317,-9.14266,-1.251606,-3.42835,-3.517567
243977475,-15.30446,-14.82057,-9.334378,-9.818265,-9.278028,-1.151947,-3.415978,-3.443519
244077497,-16.24027,-15.73015,-9.444214,-9.954329,-9.420181,-1.052288,-3.307221,-3.389848
244177516,-17.18653,-16.65508,-9.544119,-10.07557,-9.522223,-0.9526287,-3.311022,-3.351519
244277572,-18.14225,-17.58801,-9.634089,-10.18833,-9.649414,-0.8529697,-3.235366,-3.302278
244377483,-19.10645,-18.53972,-9.71413,-10.28086,-9.734774,-0.7533107,-3.161674,-3.237503
244477484,-20.07813,-19.49154,-9.784238,-10.37083,-9.844819,-0.6536518,-3.091062,-3.198663
244577472,-21.05633,-20.45437,-9.844417,-10.44637,-9.910872,-0.5539895,-3.06704,-3.122821
244677398,-22.04019,-21.4169,-9.894669,-10.51795,-9.982248,-0.4543114,-3.074008,-3.110457
244777509,-23.02856,-22.39128,-9.934987,-10.57226,-10.06733,-0.3546334,-2.932785,-3.040398
244877553,-24.02057,-23.36334,-9.965371,-10.6226,-10.09517,-0.2549439,-2.949037,-2.994517
244977538,-25.01519,-24.35875,-9.985819,-10.64225,-10.14813,-0.1552468,-2.701872,-2.905037
245077525,-26.0115,-25.33528,-9.996504,-10.67273,-10.18152,-0.06287035,-2.686338,-2.794421
245177592,-27.00853,-26.32129,-9.999726,-10.68697,-10.22524,-0.01018224,-2.629184,-2.719389
245277540,-28.00588,-27.30416,-10,-10.70171,-10.23349,-1.92E-06,-2.709898,-2.720978
245377494,-29.00328,-28.30215,-10,-10.70114,-10.24238,0,-2.690201,-2.717746
245477499,-30.00082,-29.29831,-10,-10.70252,-10.28749,0,-2.657749,-2.703444
245577434,-30.99843,-30.3015,-10,-10.69693,-10.31748,0,-2.562886,-2.629126
245677506,-31.99616,-31.30113,-10,-10.69503,-10.32347,0,-2.613647,-2.616063
245777677,-32.99394,-32.30774,-10,-10.68621,-10.36006,0,-2.662139,-2.619744
245877580,-33.99187,-33.31265,-10,-10.67922,-10.33409,0,-2.704715,-2.65442
245977480,-34.98979,-34.32166,-10,-10.66813,-10.37583,0,-2.549124,-2.660825
246077513,-35.98789,-35.33167,-10,-10.65622,-10.37219,0,-2.628845,-2.639695
246177524,-36.98601,-36.34341,-10,-10.6426,-10.37892,0,-2.545289,-2.61295
246277412,-37.9842,-37.35436,-10,-10.62984,-10.38122,0,-2.616184,-2.578124
246377391,-38.98251,-38.36977,-10,-10.61274,-10.37699,0,-2.613707,-2.597152
246477508,-39.98081,-39.37856,-10,-10.60225,-10.37026,0,-2.646039,-2.612133
246577496,-40.97911,-40.39572,-10,-10.5834,-10.37855,0,-2.567921,-2.597747
246677457,-41.97744,-41.41159,-10,-10.56585,-10.36053,0,-2.693302,-2.634078
246777572,-42.97613,-42.4249,-10,-10.55123,-10.36222,0,-2.62767,-2.649796
246877496,-43.97482,-43.4328,-10,-10.54202,-10.34173,0,-2.691554,-2.677439
246977546,-44.9735,-44.45041,-10,-10.5231,-10.35456,0,-2.611544,-2.646758
247077504,-45.97219,-45.45993,-10,-10.51227,-10.34318,0,-2.633557,-2.621304
247177460,-46.97088,-46.47556,-10,-10.49532,-10.3536,0,-2.56422,-2.588471
247277503,-47.96957,-47.49146,-10,-10.47811,-10.34547,0,-2.57919,-2.568636
247377494,-48.96825,-48.51191,-10,-10.45634,-10.3577,0,-2.447235,-2.531202
247477487,-49.96722,-49.53216,-10,-10.43506,-10.37018,0,-2.405651,-2.484113
247577501,-50.96629,-50.55696,-10,-10.40934,-10.37961,0,-2.299081,-2.398605
247677511,-51.96536,-51.57965,-10,-10.38571,-10.40033,0,-2.287096,-2.351675
247777604,-52.96443,-52.61298,-10,-10.35145,-10.38092,0,-2.214067,-2.301263
247877647,-53.9635,-53.6208,-10,-10.3427,-10.38785,0,-2.28993,-2.272889
247977504,-54.96257,-54.63858,-10,-10.32399,-10.34703,0,-2.288774,-2.265384
248077524,-55.96164,-55.65585,-10,-10.30579,-10.36933,0,-2.23535,-2.252386
248177554,-56.96071,-56.67699,-10,-10.28372,-10.35862,0,-2.129966,-2.214915
248277512,-57.95977,-57.7017,-10,-10.25808,-10.36641,0,-2.113015,-2.17324
248377482,-58.95885,-58.72442,-10,-10.23443,-10.3543,0,-2.050882,-2.134161
248477467,-59.95804,-59.74623,-10,-10.21181,-10.34402,0,-2.002634,-2.096235
248577495,-60.95749,-60.77475,-10,-10.18274,-10.33513,3.04E-06,-1.95636,-2.04617
248677447,-61.95693,-61.79424,-9.999715,-10.16241,-10.30928,0.01047806,-2.004618,-2.018163
248777630,-62.95623,-62.81445,-9.996422,-10.1382,-10.29397,0.06387036,-1.918658,-1.989506
248877551,-63.95486,-63.8318,-9.985581,-10.10864,-10.25172,0.1567663,-1.797261,-1.915389
248977525,-64.95192,-64.84478,-9.96492,-10.07206,-10.23962,0.2567114,-1.618725,-1.7952
249077538,-65.94641,-65.86518,-9.934268,-10.0155,-10.20718,0.3566565,-1.433024,-1.6517
249177504,-66.93735,-66.87868,-9.893628,-9.952299,-10.16513,0.4566015,-1.252167,-1.497852
249277516,-67.92371,-67.89189,-9.842998,-9.874824,-10.07864,0.5565466,-1.122737,-1.334699
249577458,-70.84549,-70.8765,-9.631175,-9.600169,-9.882524,0.8563818,-0.5841193,-0.8154494
249677622,-71.80363,-71.8539,-9.540588,-9.490325,-9.83812,0.9563269,-0.3821634,-0.6475155
249777652,-72.75223,-72.82399,-9.440015,-9.368252,-9.737573,1.056272,-0.1747575,-0.4683604
249877450,-73.69026,-73.78936,-9.329451,-9.230353,-9.628911,1.156217,0.05140266,-0.2576747
249977713,-74.61676,-74.74204,-9.208899,-9.08362,-9.522004,1.256162,0.3206162,-0.02677677
250077473,-75.53069,-75.68934,-9.078356,-8.919714,-9.390172,1.356107,0.5394702,0.2102689
250177530,-76.4311,-76.6208,-8.937826,-8.748123,-9.292778,1.456052,0.8583018,0.4544605
250277527,-77.31701,-77.53824,-8.787295,-8.56607,-9.15036,1.556004,1.07284,0.6968713
250377539,-78.18765,-78.44256,-8.626723,-8.371821,-8.999057,1.655987,1.363155,0.9361148
250477486,-79.04173,-79.33202,-8.456154,-8.165866,-8.850298,1.75597,1.660655,1.193843
250577576,-79.87826,-80.20618,-8.275588,-7.947663,-8.676982,1.855954,1.878695,1.457389
250677486,-80.69623,-81.06192,-8.085026,-7.719337,-8.495185,1.955937,2.057354,1.692429
250777587,-81.49466,-81.90113,-7.884466,-7.477991,-8.275504,2.05592,2.262702,1.90725
250877487,-82.27253,-82.70695,-7.67391,-7.239487,-8.041855,2.155903,2.42211,2.104171
250977550,-83.02885,-83.49524,-7.453357,-6.986971,-7.82134,2.255887,2.698512,2.327031
251077449,-83.76263,-84.25792,-7.222808,-6.727515,-7.578017,2.355868,2.825541,2.533068
251177498,-84.47284,-84.9959,-6.982538,-6.459482,-7.300767,2.445661,2.928915,2.694066
251277531,-85.15866,-85.70778,-6.735236,-6.186115,-7.051477,2.492732,3.119577,2.852124
251377436,-85.81958,-86.3939,-6.485453,-5.911136,-6.753709,2.5,3.171523,2.998993
251477479,-86.45551,-87.05491,-6.235495,-5.6361,-6.455439,2.5,3.125701,3.067872
251577473,-87.06646,-87.68401,-5.985537,-5.367988,-6.168519,2.5,3.112359,3.089878
251677569,-87.65243,-88.28712,-5.735579,-5.100881,-5.858297,2.5,3.123966,3.09398
251777556,-88.21339,-88.85894,-5.48562,-4.840074,-5.577466,2.5,3.127334,3.100202
251877524,-88.74937,-89.40232,-5.235663,-4.582714,-5.287833,2.5,3.055392,3.087896
251977468,-89.26034,-89.91624,-4.985704,-4.329796,-4.953764,2.5,3.060791,3.057331
252077592,-89.74634,-90.40197,-4.735747,-4.080112,-4.686673,2.5,3.082092,3.049768
252177543,-90.20734,-90.86158,-4.485788,-3.83155,-4.383387,2.5,3.030154,3.030138
252277505,-90.64335,-91.2994,-4.235831,-3.579776,-4.101944,2.5,3.037198,3.020657
252377538,-91.05436,-91.70896,-3.985873,-3.331273,-3.825452,2.5,2.996334,2.987478
252477528,-91.44039,-92.09466,-3.735914,-3.081647,-3.507805,2.5,2.946561,2.961645
252577445,-91.80142,-92.45164,-3.485956,-2.835742,-3.248369,2.499998,2.935462,2.899748
252677459,-92.13748,-92.78665,-3.236271,-2.587101,-2.995026,2.489877,2.906686,2.833737
252777643,-92.44866,-93.0878,-2.98954,-2.350399,-2.694289,2.437091,2.766522,2.74186
252877488,-92.73551,-93.36333,-2.750314,-2.122492,-2.37911,2.344432,2.489061,2.572523
252977459,-92.99896,-93.6089,-2.520908,-1.910967,-2.115111,2.244449,2.317343,2.417886
253077445,-93.23995,-93.83215,-2.301499,-1.709302,-1.855772,2.144466,2.091142,2.297851
253177473,-93.45951,-94.02876,-2.092087,-1.522839,-1.601728,2.044483,1.846764,2.149476
253277554,-93.65864,-94.21064,-1.892671,-1.34067,-1.355179,1.944499,1.685161,2.041099
253377441,-93.83833,-94.37019,-1.703253,-1.171397,-1.158238,1.844516,1.608227,1.926197
253477422,-93.99958,-94.52048,-1.52383,-1.002932,-1.002517,1.744533,1.619564,1.874408
253577503,-94.14336,-94.65076,-1.354405,-0.847012,-0.806996,1.64455,1.483887,1.783306
253677517,-94.27075,-94.77805,-1.194975,-0.6876806,-0.6846573,1.544567,1.489103,1.701889
253777590,-94.38267,-94.88576,-1.045543,-0.5424473,-0.5122213,1.444583,1.34182,1.576611
253877501,-94.48014,-94.99195,-0.9061072,-0.3943006,-0.399444,1.3446,1.358156,1.50282
253977522,-94.56419,-95.07896,-0.7766681,-0.2619025,-0.2700957,1.244617,1.229413,1.394597
254077423,-94.63579,-95.16467,-0.6572256,-0.1283487,-0.1298087,1.144634,1.198623,1.341473
254277475,-94.74565,-95.29096,-0.4483306,0.09698192,0.02332586,0.9446674,1.0688,1.205011
254377472,-94.78594,-95.33443,-0.358878,0.1896083,0.136703,0.8446842,0.9221189,1.10188
254477500,-94.81774,-95.37766,-0.2794221,0.2804998,0.1916343,0.744701,0.9847099,1.064728
254577528,-94.84216,-95.40892,-0.2099413,0.3568262,0.26903,0.6446844,0.8876536,1.001112
254677497,-94.86008,-95.4478,-0.1504612,0.4372536,0.3042,0.544663,0.9013839,1.002537
254777637,-94.87257,-95.47304,-0.1009854,0.4994833,0.3427156,0.4446417,0.7429777,0.9252518
254877481,-94.88062,-95.50493,-0.06151395,0.5628024,0.395102,0.3446203,0.7365062,0.8765521
254977419,-94.8852,-95.51326,-0.0320466,0.59601,0.4425782,0.244599,0.5445879,0.7817839
255077545,-94.88735,-95.54152,-0.0125835,0.6415864,0.466807,0.1445788,0.6152755,0.7045836
255177478,-94.88805,-95.55836,-0.002853617,0.6674491,0.4969348,0.05463529,0.4859696,0.6272017
255277526,-94.88817,-95.58549,-0.000177695,0.6971368,0.4847639,0.007351163,0.641591,0.6217148
255377501,-94.88817,-95.59882,0,0.7106543,0.4752863,0,0.5438423,0.572324
255477484,-94.88817,-95.61556,0,0.7273926,0.4889556,0,0.6683916,0.5972118
255577430,-94.88817,-95.62191,0,0.7337402,0.4979222,0,0.6574318,0.6084636
255677504,-94.88817,-95.63451,0,0.7463379,0.4959445,0,0.6888893,0.6607361
255777613,-94.88817,-95.63539,0,0.7472168,0.4995257,0,0.5775715,0.63631
255877467,-94.88817,-95.64178,0,0.7536133,0.5543897,0,0.5566024,0.6532152
255977619,-94.88817,-95.63785,0,0.7496777,0.549552,0,0.4991145,0.6159392
256077411,-94.88817,-95.6423,0,0.7541211,0.5696505,0,0.5496597,0.6078614
256177452,-94.88817,-95.63443,0,0.7462597,0.6017668,0,0.4209598,0.5483939
256277662,-94.88817,-95.63065,0,0.7424707,0.6118073,0,0.4625553,0.5075712
256377481,-94.88817,-95.61388,0,0.7257129,0.5969668,0,0.3713743,0.4505471
256477457,-94.88817,-95.5984,0,0.7102343,0.6132573,0,0.3735797,0.4253521
256577471,-94.88817,-95.57314,0,0.6849707,0.6235285,0,0.2264598,0.3650886
256677531,-94.88817,-95.55519,0,0.6670215,0.6267057,0,0.270631,0.3636092
256777597,-94.88817,-95.52962,0,0.6414453,0.6455209,0,0.208309,0.3134059
256877543,-94.88817,-95.51199,0,0.6238183,0.6412528,0,0.2164285,0.2963988
256977476,-94.88817,-95.48621,0,0.5980371,0.6603528,0,0.1062426,0.2286658
257077500,-94.88817,-95.46687,0,0.5787011,0.6346129,0,0.07168451,0.1919373
257177494,-94.88817,-95.43874,0,0.5505664,0.6577231,0,-0.07433424,0.1046597
257277453,-94.88817,-95.41599,0,0.5278125,0.6273744,0,-0.03004169,0.05868576
257377472,-94.88817,-95.38662,0,0.4984473,0.6167135,0,-0.03947514,0.008174558
257477517,-94.88817,-95.36521,0,0.477041,0.5984918,0,0.05641069,0.04000605
257577427,-94.88817,-95.34104,0,0.4528711,0.5263016,0,0.1316701,0.06302169
257677574,-94.88817,-95.32716,0,0.4389941,0.5232432,0,0.08107303,0.09120595
257777713,-94.88817,-95.3075,0,0.4193262,0.4912586,0,-0.001572342,0.04981504
257877432,-94.88817,-95.29518,0,0.4070117,0.5230014,0,0.03516539,0.05257491
257977493,-94.88817,-95.2783,0,0.3901269,0.4995187,0,0.02644622,0.02834852
258077462,-94.88817,-95.27166,0,0.3834863,0.4810115,0,0.1230145,0.1018343
258177516,-94.88817,-95.26048,0,0.3723047,0.4250616,0,0.1242393,0.1207801
258277518,-94.88817,-95.25832,0,0.3701465,0.4217377,0,0.1040944,0.1664874
258377591,-94.88817,-95.24924,0,0.3610742,0.376639,0,0.1528456,0.1531283
258477538,-94.88817,-95.24583,0,0.3576562,0.3625219,0,0.169131,0.1917105
258577508,-94.88817,-95.23825,0,0.3500781,0.3882975,0,0.1034068,0.1600487
258677589,-94.88817,-95.23903,0,0.3508594,0.3756514,0,0.1417745,0.148524
258777616,-94.88817,-95.23138,0,0.3432129,0.3955305,0,0.01466474,0.09348359
258877403,-94.88817,-95.22803,0,0.3398535,0.3628269,0,0.1205242,0.09397009
258977467,-94.88817,-95.21831,0,0.3301367,0.3823979,0,0.04195474,0.06996758
259077485,-94.88817,-95.21144,0,0.3232715,0.3879014,0,-0.01485325,0.05438969
259177495,-94.88817,-95.19811,0,0.3099414,0.3571907,0,-0.06450617,-0.01114946
259277528,-94.88817,-95.1883,0,0.3001269,0.3555906,0,-0.05259177,-0.04520134
259377493,-94.88817,-95.17709,9.12E-06,0.2889251,0.3508827,0.000811855,-0.0419917,-0.08765928
259477477,-94.88815,-95.18019,0.000918624,0.2929694,0.3586606,0.02449743,0.06727941,-0.03562931
259577557,-94.88783,-95.17667,0.006514622,0.2953525,0.3609453,0.0954599,0.09896936,0.01495702
259677500,-94.88655,-95.17779,0.020841,0.3120812,0.3262112,0.193442,0.3275039,0.1257466
259777548,-94.88335,-95.17194,0.04506412,0.3336481,0.3728777,0.2930291,0.4061634,0.228893
259877513,-94.87724,-95.16895,0.07921126,0.3709202,0.3925825,0.3926325,0.5545775,0.3697713
259977491,-94.86724,-95.15801,0.1232869,0.4140583,0.4086906,0.4922515,0.6408427,0.4859135
260077502,-94.85235,-95.14754,0.1772952,0.4724905,0.4581508,0.5918853,0.7795749,0.6174632
260177393,-94.83158,-95.12602,0.2412404,0.5356838,0.5330788,0.6915335,0.922781,0.751422
260277567,-94.80394,-95.10136,0.3151264,0.6125385,0.5405963,0.7911958,1.11543,0.9202906
260577590,-94.66985,-94.94944,0.5964639,0.8760538,0.8304513,1.090259,1.297267,1.23859
260677541,-94.60479,-94.87702,0.710147,0.9823735,0.9299465,1.189971,1.433641,1.35261
261077500,-94.21619,-94.44453,1.264478,1.492818,1.491075,1.588928,1.748542,1.770023
261277467,-93.93092,-94.13119,1.601437,1.8017,1.786903,1.788466,1.982254,1.959017
261377533,-93.76206,-93.94978,1.784871,1.972596,1.929481,1.888248,2.130511,2.08681
261477501,-93.57438,-93.75535,1.978281,2.159248,2.113023,1.988039,2.288496,2.206916
261577458,-93.36689,-93.54141,2.181666,2.356187,2.350775,2.087839,2.268731,2.268021
261677510,-93.13858,-93.31074,2.395028,2.567186,2.550901,2.187645,2.283566,2.292829
261777574,-92.88847,-93.05174,2.618367,2.781648,2.798439,2.28746,2.359798,2.301507
261877419,-92.61553,-92.76505,2.851682,3.001194,3.051867,2.386811,2.35017,2.311308
261977510,-92.31881,-92.45105,3.094238,3.226484,3.300853,2.465868,2.362516,2.302886
262077439,-91.99753,-92.10988,3.342402,3.454756,3.578996,2.497758,2.207653,2.260613
262177543,-91.65137,-91.73839,3.591967,3.678988,3.859347,2.5,2.113589,2.183623
262277583,-91.28025,-91.3367,3.841591,3.898037,4.081531,2.5,2.065143,2.111857
262377464,-90.88419,-90.91044,4.091227,4.117476,4.334645,2.5,2.07693,2.0831
262477474,-90.46317,-90.46207,4.340875,4.339781,4.569461,2.5,2.0765,2.06843
262577690,-90.0172,-89.98794,4.59054,4.561283,4.788313,2.5,2.105685,2.084579
262677501,-89.54628,-89.49401,4.840212,4.787947,5.019399,2.5,2.099696,2.098562
262777552,-89.05038,-88.97961,5.089907,5.019135,5.217379,2.5,2.196084,2.134557
262877437,-88.52954,-88.44662,5.339602,5.256682,5.414292,2.5,2.328907,2.207385
262977506,-87.98371,-87.89094,5.589321,5.496548,5.62826,2.5,2.397225,2.286572
