TimeUS,TPN,PN,DVN,TVN,VN,DAN,TAN,AN
109524634,3.310381,3.321465,1.152043,1.140959,1.098664,-0.06875061,-0.3577633,-0.2954334
109624594,3.423224,3.432095,1.144109,1.135238,1.094782,-0.09372957,-0.4039236,-0.3287511
109724442,3.535193,3.542839,1.132763,1.125117,1.088438,-0.1443332,-0.4616962,-0.3624673
109824560,3.645791,3.652664,1.114142,1.107269,1.054589,-0.2412855,-0.520102,-0.4340441
109924460,3.754098,3.760494,1.084478,1.078082,1.079397,-0.3622402,-0.7483628,-0.536546
110024570,3.858958,3.865741,1.042786,1.036004,1.061063,-0.484347,-0.9031142,-0.6748202
110124534,3.959179,3.969645,0.9890313,0.9785647,0.9870935,-0.606527,-1.053498,-0.8359998
110224722,4.05356,4.069437,0.9231938,0.9073173,0.9565877,-0.7287775,-1.256403,-1.000267
110324533,4.140902,4.158446,0.8452544,0.8277108,0.8840539,-0.8510956,-1.401317,-1.143759
110424464,4.219998,4.240277,0.7551957,0.7349162,0.7788924,-0.9734787,-1.469945,-1.275334
110524536,4.289639,4.304509,0.6530007,0.6381307,0.6891967,-1.095924,-1.572098,-1.404836
110624502,4.348617,4.361914,0.5386527,0.5253556,0.6222248,-1.218429,-1.793301,-1.546355
110724515,4.395715,4.404947,0.4121375,0.4029053,0.4788691,-1.340992,-1.946489,-1.70558
110824453,4.429719,4.438612,0.2734395,0.2645476,0.327231,-1.463611,-2.06713,-1.863829
110924528,4.449411,4.453927,0.1225458,0.1180304,0.2181211,-1.586282,-2.209301,-2.007009
111024135,4.45357,4.458484,-0.04055611,-0.04547035,0.09478138,-1.709004,-2.404588,-2.162099
111124524,4.440972,4.440015,-0.2158794,-0.2149223,-0.06844785,-1.831776,-2.507374,-2.303796
111224544,4.410395,4.408235,-0.4034292,-0.4012689,-0.2977673,-1.954185,-2.654476,-2.437064
111324555,4.360622,4.356749,-0.6029329,-0.5990599,-0.4983904,-2.070105,-2.75734,-2.583959
111424637,4.290497,4.289339,-0.8134376,-0.8122791,-0.6792165,-2.174826,-2.98052,-2.74157
111524572,4.198967,4.198788,-1.034053,-1.033873,-0.8931558,-2.273831,-3.065455,-2.899905
111624524,4.085036,4.089436,-1.264311,-1.268711,-1.10193,-2.366355,-3.235989,-3.020522
111724560,3.947779,3.958764,-1.503259,-1.514245,-1.3333,-2.447632,-3.39021,-3.160989
111824466,3.78637,3.80427,-1.749995,-1.767895,-1.565122,-2.523322,-3.478961,-3.287122
111924537,3.600038,3.614012,-2.0043,-2.018274,-1.843743,-2.598814,-3.488942,-3.395682
112024461,3.388018,3.40205,-2.266175,-2.280206,-2.097886,-2.674327,-3.548997,-3.479043
112124506,3.149549,3.155746,-2.535621,-2.541818,-2.393523,-2.749687,-3.551824,-3.530995
112224480,2.883882,2.886049,-2.812102,-2.814268,-2.673146,-2.808623,-3.657992,-3.580996
112324678,2.59044,2.579391,-3.092338,-3.08129,-2.933699,-2.821821,-3.621703,-3.626331
112424477,2.26907,2.250877,-3.372006,-3.353813,-3.216483,-2.801652,-3.632561,-3.625268
112524556,1.91992,1.890595,-3.649437,-3.620112,-3.502184,-2.777811,-3.548527,-3.580401
112624522,1.543215,1.507366,-3.924555,-3.888705,-3.783541,-2.753965,-3.550452,-3.546603
112724619,1.139175,1.092581,-4.197357,-4.150764,-4.06662,-2.730115,-3.476826,-3.517474
112824520,0.7080228,0.6569682,-4.467842,-4.416788,-4.32715,-2.706259,-3.546627,-3.52057
112924499,0.2499811,0.1914439,-4.736003,-4.677466,-4.606015,-2.6824,-3.511216,-3.533704
113024574,-0.2347266,-0.292713,-5.001842,-4.943855,-4.822158,-2.658535,-3.6114,-3.561741
113124460,-0.7458715,-0.7986083,-5.265349,-5.212613,-5.09291,-2.634667,-3.723654,-3.618717
113224615,-1.283226,-1.324954,-5.526525,-5.484796,-5.298561,-2.610794,-3.875099,-3.692604
113324567,-1.846565,-1.866829,-5.785366,-5.765102,-5.510449,-2.586917,-3.992066,-3.801102
113424519,-2.435668,-2.430753,-6.041869,-6.046783,-5.735254,-2.563039,-4.096221,-3.911601
113524458,-3.05029,-3.021895,-6.296032,-6.324427,-5.995299,-2.539152,-4.122719,-4.009758
113624496,-3.690198,-3.633843,-6.547875,-6.604231,-6.244017,-2.51655,-4.154293,-4.085114
113724438,-4.355188,-4.265285,-6.797455,-6.887357,-6.501215,-2.488712,-4.263144,-4.150263
113824512,-5.044825,-4.922308,-7.042702,-7.165218,-6.743349,-2.426453,-4.298965,-4.21567
113924537,-5.758452,-5.602257,-7.27988,-7.436076,-6.997219,-2.331518,-4.225427,-4.231426
114024450,-6.495096,-6.307727,-7.507189,-7.694558,-7.244796,-2.231896,-4.168994,-4.207166
114124599,-7.253782,-7.036452,-7.724544,-7.941874,-7.47061,-2.132288,-4.156863,-4.164723
114224494,-8.03355,-7.789679,-7.931958,-8.175829,-7.701257,-2.032689,-4.079071,-4.125163
114324486,-8.833349,-8.557482,-8.12942,-8.405288,-7.928421,-1.933106,-4.100435,-4.10338
114424672,-9.65222,-9.348421,-8.316943,-8.620742,-8.112104,-1.833535,-4.046804,-4.097992
114524638,-10.48915,-10.15189,-8.494529,-8.831792,-8.316171,-1.733978,-4.048256,-4.082009
114624483,-11.34312,-10.9823,-8.662175,-9.023003,-8.479296,-1.634438,-4.047909,-4.068449
114724566,-12.2131,-11.81939,-8.81988,-9.213592,-8.66803,-1.534919,-4.021373,-4.061824
114824625,-13.09808,-12.67795,-8.967649,-9.387787,-8.828899,-1.435423,-4.004336,-4.045198
114924461,-13.99706,-13.545,-9.105489,-9.557549,-8.97266,-1.33595,-3.963966,-4.003587
115024608,-14.90906,-14.4335,-9.233406,-9.708975,-9.130613,-1.236498,-3.88214,-3.949777
115124529,-15.83313,-15.32354,-9.351412,-9.861002,-9.238412,-1.137064,-3.974344,-3.932413
115224461,-16.76825,-16.23916,-9.459511,-9.988602,-9.402111,-1.037649,-3.857185,-3.900265
115324503,-17.71346,-17.14972,-9.557712,-10.12146,-9.523261,-0.9382516,-3.904476,-3.890961
115424457,-18.66774,-18.0803,-9.646014,-10.23346,-9.611888,-0.8388749,-3.787129,-3.873359
115524533,-19.63013,-19.00797,-9.724426,-10.34658,-9.73775,-0.7395173,-3.809661,-3.844729
115624436,-20.59961,-19.9558,-9.792954,-10.43677,-9.815587,-0.6401798,-3.707747,-3.803486
115724557,-21.57524,-20.89961,-9.851604,-10.52724,-9.896988,-0.5408598,-3.730522,-3.77785
115824588,-22.55603,-21.8632,-9.900382,-10.59321,-9.990446,-0.4415575,-3.597883,-3.704628
115924565,-23.54112,-22.82064,-9.939298,-10.65978,-10.01654,-0.3422609,-3.63046,-3.659112
116024581,-24.52941,-23.79568,-9.968349,-10.70208,-10.09792,-0.242982,-3.461531,-3.605445
116124454,-25.52007,-24.76964,-9.987544,-10.73798,-10.13652,-0.1437065,-3.414088,-3.524052
116224565,-26.51216,-25.75453,-9.997155,-10.75479,-10.17573,-0.05454157,-3.320052,-3.457822
116324504,-27.50501,-26.7309,-9.99982,-10.77393,-10.21967,-0.007486232,-3.315928,-3.390013
116424480,-28.49809,-27.72269,-10,-10.77539,-10.25792,0,-3.240423,-3.325262
116524693,-29.49143,-28.70509,-10,-10.78635,-10.27515,0,-3.302277,-3.291213
116624552,-30.48505,-29.70254,-10,-10.78251,-10.29979,0,-3.245142,-3.271759
116724436,-31.4789,-30.69512,-10,-10.78378,-10.29554,0,-3.366853,-3.280997
116824518,-32.47299,-31.69642,-10,-10.77657,-10.33808,0,-3.311334,-3.301992
116924469,-33.46733,-32.69238,-10,-10.77495,-10.35174,0,-3.285424,-3.308797
117024544,-34.46189,-33.7019,-10,-10.75999,-10.37778,0,-3.184642,-3.278797
117124521,-35.45665,-34.70252,-10,-10.75413,-10.40973,0,-3.191619,-3.238868
117224514,-36.45163,-35.71666,-10,-10.73497,-10.42088,0,-3.173331,-3.206198
117324527,-37.4468,-36.72533,-10,-10.72147,-10.45408,0,-3.135355,-3.170264
117424503,-38.44216,-37.74623,-10,-10.69593,-10.47242,0,-3.037645,-3.123118
117524572,-39.4377,-38.75249,-10,-10.68521,-10.46007,0,-3.159021,-3.119853
117624539,-40.43341,-39.77605,-10,-10.65736,-10.46113,0,-3.081033,-3.104807
117724645,-41.42937,-40.78613,-10,-10.64324,-10.45475,0,-3.141705,-3.079796
117824583,-42.42539,-41.79299,-10,-10.6324,-10.4685,0,-3.099144,-3.093208
117924527,-43.42158,-42.79699,-10,-10.62459,-10.4612,0,-3.149086,-3.102962
118024567,-44.41798,-43.81365,-10,-10.60433,-10.48443,0,-3.012582,-3.083066
118124468,-45.41438,-44.8326,-10,-10.58178,-10.47138,0,-2.963896,-3.039067
118224489,-46.41108,-45.85752,-10,-10.55356,-10.50678,0,-2.848969,-2.980571
118324489,-47.40786,-46.87815,-10,-10.52971,-10.48685,0,-2.853469,-2.9194
118424484,-48.40464,-47.90792,-10,-10.49672,-10.51088,0,-2.725749,-2.863072
118524530,-49.40174,-48.92995,-10,-10.47179,-10.47089,0,-2.787318,-2.813251
118624633,-50.3989,-49.96037,-10,-10.43853,-10.48375,0,-2.727159,-2.761088
118724564,-51.39606,-50.98391,-10,-10.41215,-10.47285,0,-2.660152,-2.734518
118824511,-52.3934,-52.01363,-10,-10.37978,-10.47571,0,-2.635088,-2.699458
118924554,-53.39095,-53.03643,-10,-10.35452,-10.43487,0,-2.652283,-2.65097
119024589,-54.38849,-54.06614,-10,-10.32235,-10.41978,0,-2.529354,-2.600157
119124505,-55.38603,-55.08815,-10,-10.29789,-10.41866,0,-2.579286,-2.608202
119224548,-56.3838,-56.1154,-10,-10.2684,-10.38477,0,-2.524101,-2.573274
119324557,-57.38172,-57.13737,-10,-10.24435,-10.35208,0,-2.57099,-2.567195
119424503,-58.37965,-58.15969,-10,-10.21996,-10.34011,0,-2.531006,-2.550998
119524644,-59.37757,-59.18019,-10,-10.19738,-10.33103,0,-2.581599,-2.519543
119624556,-60.3755,-60.20325,-10,-10.17225,-10.31854,0,-2.522505,-2.528208
119724450,-61.37379,-61.22939,-10,-10.14439,-10.30951,8.08E-06,-2.386584,-2.479226
119824470,-62.37209,-62.25227,-9.999687,-10.1195,-10.26103,0.01121291,-2.489259,-2.464225
119924447,-63.37024,-63.27588,-9.996264,-10.09062,-10.21822,0.0657859,-2.379243,-2.457746
120024494,-64.36769,-64.30029,-9.985214,-10.05262,-10.20967,0.1590904,-2.104234,-2.337248
120124477,-65.36357,-65.31667,-9.96435,-10.01124,-10.21936,0.2589211,-1.96146,-2.200627
120224561,-66.35698,-66.33348,-9.933514,-9.957014,-10.15245,0.3587641,-1.811638,-2.04611
120324507,-67.34708,-67.34727,-9.892697,-9.892497,-10.14127,0.4586328,-1.602686,-1.883757
120424569,-68.33259,-68.35866,-9.841908,-9.815844,-10.07809,0.5585016,-1.478395,-1.705645
120524584,-69.31254,-69.35914,-9.781144,-9.734543,-9.985772,0.6583704,-1.394596,-1.564494
120624567,-70.28592,-70.35426,-9.710406,-9.642066,-9.890922,0.7582392,-1.244668,-1.421893
120724681,-71.25174,-71.34023,-9.629695,-9.541203,-9.844188,0.858108,-1.038872,-1.26467
120824628,-72.209,-72.32378,-9.53901,-9.424231,-9.73998,0.9579768,-0.8294047,-1.092328
120924519,-73.15671,-73.28989,-9.438352,-9.305173,-9.655526,1.057845,-0.6545675,-0.927847
121024543,-74.09422,-74.24734,-9.327674,-9.174549,-9.538249,1.157752,-0.5004587,-0.7573526
121124537,-75.02017,-75.19556,-9.207016,-9.031626,-9.397505,1.257659,-0.2936393,-0.5663238
121224525,-75.93358,-76.13196,-9.076376,-8.877997,-9.283449,1.357566,-0.1307509,-0.3891565
121324545,-76.83343,-77.0575,-8.935756,-8.711679,-9.139197,1.457473,0.08875381,-0.204333
121424495,-77.71873,-77.97256,-8.785153,-8.531325,-9.018045,1.55738,0.2499254,-0.01645018
121524517,-78.58849,-78.86713,-8.62457,-8.345927,-8.807701,1.657287,0.452294,0.1752885
121924453,-81.89213,-82.27982,-7.882421,-7.494726,-8.098881,2.056915,1.327793,1.011957
122124523,-83.42522,-83.86169,-7.451318,-7.014834,-7.686337,2.256791,1.855574,1.425058
122324584,-84.86825,-85.35695,-6.980513,-6.491812,-7.236214,2.446258,2.326605,1.906316
122424483,-85.5536,-86.07395,-6.733268,-6.212916,-6.99604,2.492908,2.404606,2.123606
122524586,-86.21408,-86.76756,-6.483574,-5.930088,-6.703215,2.5,2.438801,2.267295
122624603,-86.84959,-87.43224,-6.233711,-5.651065,-6.423481,2.5,2.550621,2.376241
122724542,-87.46014,-88.06593,-5.983849,-5.378058,-6.164449,2.5,2.585744,2.45619
122824736,-88.04571,-88.67155,-5.733986,-5.108146,-5.87987,2.5,2.629028,2.52243
122924456,-88.6063,-89.2514,-5.484123,-4.839026,-5.594059,2.5,2.623904,2.569626
123024473,-89.14193,-89.80355,-5.234261,-4.572639,-5.314637,2.5,2.575401,2.562383
123124527,-89.65257,-90.32689,-4.984398,-4.310081,-4.999274,2.5,2.609202,2.5583
123224526,-90.13827,-90.82017,-4.734535,-4.052641,-4.746917,2.5,2.69253,2.567785
123324501,-90.59896,-91.29787,-4.484673,-3.785767,-4.482056,2.5,2.906241,2.648733
123424532,-91.03471,-91.74576,-4.23481,-3.523755,-4.213254,2.5,2.896421,2.735559
123524609,-91.44547,-92.17503,-3.984947,-3.255387,-3.952909,2.5,2.986721,2.794101
123624504,-91.83125,-92.57214,-3.735085,-2.994186,-3.702768,2.5,3.058175,2.849045
123724475,-92.19208,-92.95281,-3.485222,-2.724489,-3.417166,2.499998,3.079895,2.913268
123824595,-92.52798,-93.30096,-3.235592,-2.462604,-3.083648,2.489802,2.85301,2.898497
123924525,-92.8391,-93.62354,-2.988875,-2.204442,-2.773627,2.43688,2.72805,2.79704
124024660,-93.12591,-93.91139,-2.749675,-1.964186,-2.46666,2.34416,2.585576,2.676232
124124523,-93.38927,-94.18169,-2.520296,-1.727874,-2.22155,2.244176,2.546992,2.588385
124224542,-93.63021,-94.41554,-2.300915,-1.515583,-1.961944,2.144193,2.244548,2.471856
124324486,-93.84971,-94.63641,-2.09153,-1.30483,-1.629761,2.04421,2.060205,2.317673
124424457,-94.04879,-94.82111,-1.892141,-1.119817,-1.420528,1.944227,1.824574,2.160612
124524576,-94.22839,-94.99767,-1.702749,-0.9334721,-1.211929,1.844244,1.829448,2.055649
124624457,-94.38961,-95.13972,-1.523354,-0.7732373,-0.9922047,1.74426,1.559509,1.932318
124724566,-94.53336,-95.28217,-1.353956,-0.6051376,-0.759493,1.644277,1.488794,1.792323
124824519,-94.66068,-95.39168,-1.194554,-0.4635581,-0.5851419,1.544294,1.328114,1.647166
124924635,-94.77258,-95.49921,-1.045149,-0.3185084,-0.4369066,1.444311,1.298381,1.522967
125024499,-94.87,-95.57632,-0.9057405,-0.1994222,-0.2818332,1.344328,1.05072,1.347954
125124505,-94.95402,-95.65584,-0.7763286,-0.07451225,-0.1622827,1.244344,1.0715,1.202423
125224554,-95.02558,-95.70564,-0.6569135,0.02314514,0.006615274,1.144361,0.7657299,1.032269
125324594,-95.0857,-95.76135,-0.5474949,0.1281594,0.05920628,1.044378,0.8863535,0.903354
125424521,-95.13541,-95.79093,-0.4480729,0.2074544,0.2005349,0.9443946,0.5833581,0.7924306
125524617,-95.17564,-95.83044,-0.3586476,0.2961571,0.2437224,0.8444114,0.6936747,0.7094569
125624471,-95.20746,-95.84543,-0.279219,0.3587498,0.3455383,0.7444282,0.479322,0.6311505
125724481,-95.2318,-95.87885,-0.2097919,0.4372686,0.3877883,0.6444526,0.5763968,0.5890591
125824647,-95.24973,-95.88834,-0.1503351,0.4882782,0.4220661,0.5444313,0.3703038,0.5236053
125924447,-95.26222,-95.91212,-0.1008824,0.5490199,0.4981203,0.4444099,0.3574192,0.4595322
126024524,-95.27027,-95.91155,-0.06143404,0.5798452,0.5270819,0.3443886,0.1188906,0.3550301
126124402,-95.27484,-95.92178,-0.03199006,0.6149533,0.5569661,0.2443672,0.09348071,0.2418689
126224508,-95.27699,-95.90993,-0.01255016,0.6203893,0.5902385,0.1443482,-0.1901316,0.1099546
126324491,-95.27769,-95.90992,-0.002841027,0.6293855,0.6437712,0.05446811,-0.1962454,0.002424672
126424499,-95.27781,-95.89136,-0.000176005,0.6133689,0.6402878,0.007299213,-0.2933893,-0.09909798
126524585,-95.27781,-95.89491,0,0.6170996,0.5800706,0,-0.08403704,-0.1248371
126624483,-95.27781,-95.88136,0,0.6035449,0.6070731,0,-0.1743653,-0.1118625
126724589,-95.27781,-95.88257,0,0.6047558,0.5726355,0,-0.0604073,-0.09698525
126824546,-95.27781,-95.87096,0,0.5931445,0.5724309,0,-0.1388016,-0.08684132
126924413,-95.27781,-95.8798,0,0.6019922,0.5511253,0,-0.01577978,-0.06626431
127024699,-95.27781,-95.87144,0,0.593623,0.5370726,0,-0.0610354,-0.04011018
127124447,-95.27781,-95.88157,0,0.6037598,0.5078552,0,0.09210662,0.009739245
127224594,-95.27781,-95.8743,0,0.5964844,0.490045,0,-0.03553929,0.03208996
127324540,-95.27781,-95.88204,0,0.6042285,0.5171266,0,0.03847208,0.05028591
127424553,-95.27781,-95.87205,0,0.5942383,0.5323206,0,-0.05798724,0.04571822
127524561,-95.27781,-95.87308,0,0.5952637,0.5121699,0,0.1069343,0.06455963
127624518,-95.27781,-95.8582,0,0.5803906,0.5043897,0,-0.01981805,0.06145059
127724418,-95.27781,-95.85728,0,0.5794727,0.5031283,0,0.06399098,0.07384639
127824484,-95.27781,-95.84061,0,0.5628027,0.4986573,0,-0.08320396,0.04020524
127924505,-95.27781,-95.84605,0,0.5682422,0.4982063,0,0.0790766,0.04954432
128024488,-95.27781,-95.83492,0,0.5571094,0.5132443,0,-0.02705658,0.05621165
128124443,-95.27781,-95.8345,0,0.5566894,0.485214,0,0.03800425,0.05737336
128224523,-95.27781,-95.81796,0,0.5401465,0.4702817,0,-0.07388699,0.005384178
128324566,-95.27781,-95.81585,0,0.5380371,0.4839882,0,-0.01982906,-4.83E-05
128424516,-95.27781,-95.79853,0,0.5207226,0.5002823,0,-0.09156431,0.000633282
128524688,-95.27781,-95.79575,0,0.5179394,0.4624863,0,0.01545097,0.000933
128624661,-95.27781,-95.77775,0,0.4999414,0.4551665,0,-0.06364523,-0.01883293
128724570,-95.27781,-95.77174,0,0.4939258,0.4513458,0,-0.006719891,-0.01378301
128824528,-95.27781,-95.75172,0,0.473916,0.4719833,0,-0.1417815,-0.04149626
128924417,-95.27781,-95.73728,0,0.4594727,0.4880043,0,-0.2248691,-0.1082789
129024454,-95.27781,-95.71008,0,0.4322656,0.4644397,0,-0.3219504,-0.1848486
129124687,-95.27781,-95.69409,0,0.4162793,0.4701197,0,-0.273092,-0.2209674
129224591,-95.27781,-95.66743,0,0.3896191,0.5035604,0,-0.3818771,-0.2525805
129324483,-95.27781,-95.65592,0,0.3781152,0.4678856,0,-0.2418901,-0.2489722
129424565,-95.27781,-95.6336,0,0.355791,0.4256622,0,-0.2993663,-0.2569011
129524538,-95.27781,-95.62479,0,0.3469824,0.4075568,0,-0.2618272,-0.2584484
129624504,-95.27781,-95.60491,0,0.3270996,0.4190333,0,-0.3602524,-0.2881055
129724465,-95.27781,-95.60215,0,0.3243359,0.402189,0,-0.2135708,-0.2781327
129824532,-95.27781,-95.58825,0,0.3104394,0.4262989,0,-0.3244449,-0.2756153
129924544,-95.27781,-95.5892,0,0.3113867,0.3411593,0,-0.1352471,-0.2495864
130024534,-95.27781,-95.57983,0,0.3020215,0.3073799,0,-0.1246472,-0.2152241
130124518,-95.27781,-95.58475,0,0.3069434,0.3046502,0,-0.07235878,-0.1690515
130224481,-95.27781,-95.5788,0,0.3009961,0.3111606,0,-0.1840249,-0.159628
130324591,-95.27781,-95.57999,0,0.3021777,0.3289174,0,-0.1919816,-0.1619679
130424527,-95.27781,-95.57014,0,0.292334,0.3125409,0,-0.256705,-0.1936505
130524674,-95.27781,-95.5729,2.44E-05,0.2951123,0.3040849,0.001690247,-0.1551176,-0.1976095
130624457,-95.27777,-95.56401,0.001269318,0.2875096,0.2867295,0.03088951,-0.1898168,-0.1993052
130724480,-95.27738,-95.56328,0.007817894,0.2937163,0.3099745,0.1074549,-0.06105059,-0.1718118
130824474,-95.27591,-95.55149,0.02343992,0.2990259,0.3520951,0.2064404,-0.03396629,-0.1183962
130924489,-95.27237,-95.54944,0.0490012,0.3260715,0.3177639,0.3061702,0.1898429,-0.01593718
131024525,-95.2658,-95.5359,0.08451279,0.3546104,0.3539934,0.4059106,0.243736,0.1119166
131124513,-95.25518,-95.52809,0.1299777,0.4028878,0.3655133,0.5056611,0.4854774,0.2551264
131224672,-95.23954,-95.50813,0.1853986,0.4539826,0.4207809,0.6054214,0.560827,0.4030308
131324535,-95.21786,-95.4864,0.2507784,0.5193135,0.4432124,0.7051912,0.7188649,0.5403712
131424515,-95.18916,-95.45159,0.3261194,0.588551,0.5154835,0.80497,0.7919667,0.6671445
131524558,-95.15245,-95.41205,0.4114241,0.6710237,0.6010402,0.9047574,0.8947756,0.7844449
131624529,-95.10672,-95.35719,0.5066945,0.757173,0.687051,1.004553,0.9752296,0.893793
131724500,-95.05097,-95.29909,0.6119334,0.8600487,0.7803469,1.104357,1.151221,1.037563
131824605,-94.98424,-95.22616,0.7271419,0.9690658,0.868894,1.204168,1.30661,1.189259
131924472,-94.90549,-95.14796,0.8523227,1.094793,0.9938399,1.303987,1.4955,1.365085
132024546,-94.81374,-95.05412,0.9874769,1.227858,1.101838,1.403813,1.669991,1.537066
132124566,-94.70799,-94.95041,1.132607,1.375019,1.207448,1.503646,1.838219,1.708069
132224519,-94.58726,-94.82858,1.287714,1.529032,1.368148,1.603485,1.869513,1.831463
132324440,-94.45052,-94.6991,1.4528,1.701374,1.53022,1.703331,2.042234,1.958335
132424505,-94.29681,-94.54621,1.627866,1.87727,1.735995,1.803183,2.040718,2.055281
132524557,-94.1251,-94.38056,1.812913,2.068382,1.917676,1.903041,2.049854,2.078903
132624483,-93.93439,-94.18698,2.007941,2.26053,2.145612,2.002903,2.0393,2.079071
132724475,-93.7237,-93.96494,2.212956,2.454196,2.4207,2.102772,1.951461,2.048589
132824511,-93.49203,-93.71489,2.427955,2.650816,2.671343,2.202646,1.94458,2.01738
