Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.16071428571428573,0.1566265060240964,0.0,0.8313253012048193,0.0,0.0
2,0.017857142857142856,0.0,0.0,0.8170731707317073,0.0,0.0
3,0.0,0.0,0.0,0.8024691358024691,0.0,0.0
4,0.0,0.0,0.0,0.7875,0.0,0.0
5,0.0,0.0,0.0,0.7721518987341772,0.0,0.0
6,0.0,0.0,0.0,0.7564102564102564,0.0,0.0
7,0.0,0.0,0.0,0.7402597402597403,0.0,0.0
8,0.0,0.0,0.0,0.7236842105263158,0.0,0.0
9,0.0,0.0,0.0,0.7066666666666667,0.0,0.0
10,0.0,0.0,0.0,0.6891891891891891,0.0,0.0
11,0.0,0.0,0.0,0.6712328767123288,0.0,0.0
12,0.0,0.0,0.0,0.6527777777777778,0.0,0.0
13,0.0,0.0,0.0,0.6338028169014085,0.0,0.0
14,0.0,0.0,0.0,0.6142857142857143,0.0,0.0
15,0.0,0.0,0.0,0.5942028985507246,0.0,0.0
16,0.0,0.0,0.0,0.5735294117647058,0.0,0.0
17,0.0,0.0,0.0,0.5522388059701493,0.0,0.0
18,0.0,0.0,0.0,0.5303030303030303,0.0,0.0
19,0.0,0.0,0.0,0.5076923076923077,0.0,0.0
20,0.0,0.0,0.0,0.484375,0.0,0.0
21,0.0,0.0,0.0,0.4603174603174603,0.0,0.0
22,0.0,0.0,0.0,0.43548387096774194,0.0,0.0
23,0.0,0.0,0.0,0.4098360655737705,0.0,0.0
24,0.0,0.0,0.0,0.38333333333333336,0.0,0.0
25,0.0,0.0,0.0,0.3559322033898305,0.0,0.0
26,0.0,0.0,0.0,0.3275862068965517,0.0,0.0
27,0.0,0.0,0.0,0.2982456140350877,0.0,0.0
28,0.0,0.0,0.0,0.26785714285714285,0.0,0.0
29,0.0,0.0,0.0,0.23636363636363636,0.0,0.0
30,0.0,0.0,0.0,0.2037037037037037,0.0,0.0
