Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.7785234899328859,0.25773195876288657,0.013422818791946308,0.711340206185567,0.0,0.0
2,0.40939597315436244,0.0,0.006711409395973154,0.6979166666666666,0.0,0.0
3,0.28859060402684567,0.0,0.0,0.6842105263157895,0.0,0.0
4,0.1476510067114094,0.0,0.0,0.6702127659574468,0.0,0.0
5,0.0738255033557047,0.0,0.0,0.6559139784946236,0.0,0.0
6,0.03355704697986577,0.0,0.0,0.6413043478260869,0.0,0.0
7,0.020134228187919462,0.0,0.0,0.6263736263736264,0.0,0.0
8,0.006711409395973154,0.0,0.0,0.6111111111111112,0.0,0.0
9,0.006711409395973154,0.0,0.0,0.5955056179775281,0.0,0.0
10,0.0,0.0,0.0,0.5795454545454546,0.0,0.0
11,0.0,0.0,0.0,0.5632183908045977,0.0,0.0
12,0.0,0.0,0.0,0.5465116279069767,0.0,0.0
13,0.0,0.0,0.0,0.5294117647058824,0.0,0.0
14,0.0,0.0,0.0,0.5119047619047619,0.0,0.0
15,0.0,0.0,0.0,0.4939759036144578,0.0,0.0
16,0.0,0.0,0.0,0.47560975609756095,0.0,0.0
17,0.0,0.0,0.0,0.4567901234567901,0.0,0.0
18,0.0,0.0,0.0,0.4375,0.0,0.0
19,0.0,0.0,0.0,0.4177215189873418,0.0,0.0
20,0.0,0.0,0.0,0.3974358974358974,0.0,0.0
21,0.0,0.0,0.0,0.37662337662337664,0.0,0.0
22,0.0,0.0,0.0,0.35526315789473684,0.0,0.0
23,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
24,0.0,0.0,0.0,0.3108108108108108,0.0,0.0
25,0.0,0.0,0.0,0.2876712328767123,0.0,0.0
26,0.0,0.0,0.0,0.2638888888888889,0.0,0.0
27,0.0,0.0,0.0,0.23943661971830985,0.0,0.0
28,0.0,0.0,0.0,0.21428571428571427,0.0,0.0
29,0.0,0.0,0.0,0.18840579710144928,0.0,0.0
30,0.0,0.0,0.0,0.16176470588235295,0.0,0.0
