Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.2,0.21511627906976744,0.0,0.6802325581395349,0.0,0.0
2,0.027586206896551724,0.0,0.0,0.6666666666666666,0.0,0.0
3,0.0,0.0,0.0,0.6588235294117647,0.0,0.0
4,0.0,0.0,0.0,0.650887573964497,0.0,0.0
5,0.0,0.0,0.0,0.6428571428571429,0.0,0.0
6,0.0,0.0,0.0,0.6347305389221557,0.0,0.0
7,0.0,0.0,0.0,0.6265060240963856,0.0,0.0
8,0.0,0.0,0.0,0.6181818181818182,0.0,0.0
9,0.0,0.0,0.0,0.6097560975609756,0.0,0.0
10,0.0,0.0,0.0,0.6012269938650306,0.0,0.0
11,0.0,0.0,0.0,0.5925925925925926,0.0,0.0
12,0.0,0.0,0.0,0.5838509316770186,0.0,0.0
13,0.0,0.0,0.0,0.575,0.0,0.0
14,0.0,0.0,0.0,0.5660377358490566,0.0,0.0
15,0.0,0.0,0.0,0.5569620253164557,0.0,0.0
16,0.0,0.0,0.0,0.5477707006369427,0.0,0.0
17,0.0,0.0,0.0,0.5384615384615384,0.0,0.0
18,0.0,0.0,0.0,0.5290322580645161,0.0,0.0
19,0.0,0.0,0.0,0.5194805194805194,0.0,0.0
20,0.0,0.0,0.0,0.5098039215686274,0.0,0.0
21,0.0,0.0,0.0,0.5,0.0,0.0
22,0.0,0.0,0.0,0.4900662251655629,0.0,0.0
23,0.0,0.0,0.0,0.48,0.0,0.0
24,0.0,0.0,0.0,0.4697986577181208,0.0,0.0
25,0.0,0.0,0.0,0.4594594594594595,0.0,0.0
26,0.0,0.0,0.0,0.4489795918367347,0.0,0.0
27,0.0,0.0,0.0,0.4383561643835616,0.0,0.0
28,0.0,0.0,0.0,0.42758620689655175,0.0,0.0
29,0.0,0.0,0.0,0.4166666666666667,0.0,0.0
30,0.0,0.0,0.0,0.40559440559440557,0.0,0.0
