Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.9552238805970149,0.5679012345679012,0.22388059701492538,0.8888888888888888,0.0,0.0
2,0.835820895522388,0.3375,0.11940298507462686,0.85,0.0,0.0
3,0.43283582089552236,0.16455696202531644,0.07462686567164178,0.810126582278481,0.0,0.0
4,0.16417910447761194,0.01282051282051282,0.04477611940298507,0.7692307692307693,0.0,0.0
5,0.08955223880597014,0.0,0.029850746268656716,0.7402597402597403,0.0,0.0
6,0.04477611940298507,0.0,0.014925373134328358,0.7105263157894737,0.0,0.0
7,0.029850746268656716,0.0,0.0,0.68,0.0,0.0
8,0.014925373134328358,0.0,0.0,0.6486486486486487,0.0,0.0
9,0.0,0.0,0.0,0.6301369863013698,0.0,0.0
10,0.0,0.0,0.0,0.6111111111111112,0.0,0.0
11,0.0,0.0,0.0,0.5915492957746479,0.0,0.0
12,0.0,0.0,0.0,0.5714285714285714,0.0,0.0
13,0.0,0.0,0.0,0.5507246376811594,0.0,0.0
14,0.0,0.0,0.0,0.5294117647058824,0.0,0.0
15,0.0,0.0,0.0,0.5074626865671642,0.0,0.0
16,0.0,0.0,0.0,0.48484848484848486,0.0,0.0
17,0.0,0.0,0.0,0.46153846153846156,0.0,0.0
18,0.0,0.0,0.0,0.4375,0.0,0.0
19,0.0,0.0,0.0,0.4126984126984127,0.0,0.0
20,0.0,0.0,0.0,0.3870967741935484,0.0,0.0
21,0.0,0.0,0.0,0.36065573770491804,0.0,0.0
22,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
23,0.0,0.0,0.0,0.3050847457627119,0.0,0.0
24,0.0,0.0,0.0,0.27586206896551724,0.0,0.0
25,0.0,0.0,0.0,0.24561403508771928,0.0,0.0
26,0.0,0.0,0.0,0.21428571428571427,0.0,0.0
27,0.0,0.0,0.0,0.18181818181818182,0.0,0.0
28,0.0,0.0,0.0,0.14814814814814814,0.0,0.0
29,0.0,0.0,0.0,0.11320754716981132,0.0,0.0
30,0.0,0.0,0.0,0.07692307692307693,0.0,0.0
