TimeUS,gprLat,gprLng,gprAlt,gprN,gprE,gprD
 40898634, -353629387, 1491650860, 21848, 0, 0, 0
 40901133, -353629387, 1491650860, 21848, 0, 0, 0
 40903632, -353629387, 1491650860, 21848, 0, 0, 0
 40906131, -353629387, 1491650860, 21848, 0, 0, 0
 40908630, -353629387, 1491650860, 21848, 0, 0, 0
 40911129, -353629387, 1491650860, 21848, 0, 0, 0
 40913628, -353629387, 1491650860, 21848, 0, 0, 0
 40916127, -353629387, 1491650860, 21848, 0, 0, 0
 40918626, -353629387, 1491650860, 21848, 0, 0, 0
 40921125, -353629387, 1491650860, 21848, 0, 0, 0
 40923624, -353629387, 1491650860, 21848, 0, 0, 0
 40926123, -353629387, 1491650860, 21848, 0, 0, 0
 40928622, -353629387, 1491650860, 21848, 0, 0, 0
 40931121, -353629387, 1491650860, 21848, 0, 0, 0
 40933620, -353629387, 1491650860, 21848, 0, 0, 0
 40936119, -353629387, 1491650860, 21848, 0, 0, 0
 40938618, -353629387, 1491650860, 21848, 0, 0, 0
 40941117, -353629387, 1491650860, 21848, 0, 0, 0
 40943616, -353629387, 1491650860, 21848, 0, 0, 0
 40946115, -353629387, 1491650860, 21848, 0, 0, 0
 40948614, -353629387, 1491650860, 21848, 0, 0, 0
 40951113, -353629387, 1491650860, 21848, 0, 0, 0
 40953612, -353629387, 1491650860, 21848, 0, 0, 0
 40956111, -353629387, 1491650860, 21848, 0, 0, 0
 40958610, -353629387, 1491650860, 21848, 0, 0, 0
 40961109, -353629387, 1491650860, 21848, 0, 0, 0
 40963608, -353629387, 1491650860, 21848, 0, 0, 0
 40966107, -353629387, 1491650860, 21848, 0, 0, 0
 40968606, -353629387, 1491650860, 21848, 0, 0, 0
 40971105, -353629387, 1491650860, 21848, 0, 0, 0
 40973604, -353629387, 1491650860, 21848, 0, 0, 0
 40976103, -353629387, 1491650860, 21848, 0, 0, 0
 40978602, -353629387, 1491650860, 21848, 0, 0, 0
 40981101, -353629387, 1491650860, 21848, 0, 0, 0
 40983600, -353629387, 1491650860, 21848, 0, 0, 0
 40986099, -353629387, 1491650860, 21848, 0, 0, 0
 40988598, -353629387, 1491650860, 21848, 0, 0, 0
 40991097, -353629387, 1491650860, 21848, 0, 0, 0
 40993596, -353629387, 1491650860, 21848, 0, 0, 0
 40996095, -353629387, 1491650860, 21848, 0, 0, 0
 40998594, -353629387, 1491650860, 21848, 0, 0, 0
 41001093, -353629387, 1491650860, 21848, 0, 0, 0
 41003592, -353629387, 1491650860, 21848, 0, 0, 0
 41006091, -353629387, 1491650860, 21848, 0, 0, 0
 41008590, -353629387, 1491650860, 21848, 0, 0, 0
 41011089, -353629387, 1491650860, 21848, 0, 0, 0
 41013588, -353629387, 1491650860, 21848, 0, 0, 0
 41016087, -353629387, 1491650860, 21848, 0, 0, 0
 41018586, -353629387, 1491650860, 21848, 0, 0, 0
 41021085, -353629387, 1491650860, 21848, 0, 0, 0
