TimeUS,gprLat,gprLng,gprAlt,gprN,gprE,gprD
 90636231, -353629379, 1491650853, 21937, 0, 0, 0
 90638730, -353629379, 1491650853, 21937, 0, 0, 0
 90641229, -353629379, 1491650853, 21937, 0, 0, 0
 90643728, -353629379, 1491650853, 21937, 0, 0, 0
 90646227, -353629379, 1491650853, 21937, 0, 0, 0
 90648726, -353629379, 1491650853, 21937, 0, 0, 0
 90651225, -353629379, 1491650853, 21937, 0, 0, 0
 90653724, -353629379, 1491650853, 21937, 0, 0, 0
 90656223, -353629379, 1491650853, 21937, 0, 0, 0
 90658722, -353629379, 1491650853, 21937, 0, 0, 0
 90661221, -353629379, 1491650853, 21937, 0, 0, 0
 90663720, -353629379, 1491650853, 21937, 0, 0, 0
 90666219, -353629379, 1491650853, 21937, 0, 0, 0
 90668718, -353629379, 1491650853, 21937, 0, 0, 0
 90671217, -353629379, 1491650853, 21937, 0, 0, 0
 90673716, -353629379, 1491650853, 21937, 0, 0, 0
 90676215, -353629379, 1491650853, 21937, 0, 0, 0
 90678714, -353629379, 1491650853, 21937, 0, 0, 0
 90681213, -353629379, 1491650853, 21937, 0, 0, 0
 90683712, -353629379, 1491650853, 21937, 0, 0, 0
 90686211, -353629379, 1491650853, 21937, 0, 0, 0
 90688710, -353629379, 1491650853, 21937, 0, 0, 0
 90691209, -353629379, 1491650853, 21937, 0, 0, 0
 90693708, -353629379, 1491650853, 21937, 0, 0, 0
 90696207, -353629379, 1491650853, 21937, 0, 0, 0
 90698706, -353629379, 1491650853, 21937, 0, 0, 0
 90701205, -353629379, 1491650853, 21937, 0, 0, 0
 90703704, -353629379, 1491650853, 21937, 0, 0, 0
 90706203, -353629379, 1491650853, 21937, 0, 0, 0
 90708702, -353629379, 1491650853, 21937, 0, 0, 0
 90711201, -353629379, 1491650853, 21937, 0, 0, 0
 90713700, -353629379, 1491650853, 21937, 0, 0, 0
 90716199, -353629379, 1491650853, 21937, 0, 0, 0
 90718698, -353629379, 1491650853, 21937, 0, 0, 0
 90721197, -353629379, 1491650853, 21937, 0, 0, 0
 90723696, -353629379, 1491650853, 21937, 0, 0, 0
 90726195, -353629379, 1491650853, 21937, 0, 0, 0
 90728694, -353629379, 1491650853, 21937, 0, 0, 0
 90731193, -353629379, 1491650853, 21937, 0, 0, 0
 90733692, -353629379, 1491650853, 21937, 0, 0, 0
 90736191, -353629379, 1491650853, 21937, 0, 0, 0
 90738690, -353629379, 1491650853, 21937, 0, 0, 0
 90741189, -353629379, 1491650853, 21937, 0, 0, 0
 90743688, -353629379, 1491650853, 21937, 0, 0, 0
 90746187, -353629379, 1491650853, 21937, 0, 0, 0
 90748686, -353629379, 1491650853, 21937, 0, 0, 0
 90751185, -353629379, 1491650853, 21937, 0, 0, 0
 90753684, -353629379, 1491650853, 21937, 0, 0, 0
 90756183, -353629379, 1491650853, 21937, 0, 0, 0
 90758682, -353629379, 1491650853, 21937, 0, 0, 0
 90761181, -353629379, 1491650853, 21937, 0, 0, 0
 90763680, -353629379, 1491650853, 21937, 0, 0, 0
 90766179, -353629379, 1491650853, 21937, 0, 0, 0
 90768678, -353629379, 1491650853, 21937, 0, 0, 0
 90771177, -353629379, 1491650853, 21937, 0, 0, 0
 90773676, -353629379, 1491650853, 21937, 0, 0, 0
 90776175, -353629379, 1491650853, 21937, 0, 0, 0
 90778674, -353629379, 1491650853, 21937, 0, 0, 0
 90781173, -353629379, 1491650853, 21937, 0, 0, 0
 90783672, -353629379, 1491650853, 21937, 0, 0, 0
 90786171, -353629379, 1491650853, 21937, 0, 0, 0
 90788670, -353629379, 1491650853, 21937, 0, 0, 0
 90791169, -353629379, 1491650853, 21937, 0, 0, 0
 90793668, -353629379, 1491650853, 21937, 0, 0, 0
 90796167, -353629379, 1491650853, 21937, 0, 0, 0
 90798666, -353629379, 1491650853, 21937, 0, 0, 0
 90801165, -353629379, 1491650853, 21937, 0, 0, 0
 90803664, -353629379, 1491650853, 21937, 0, 0, 0
 90806163, -353629379, 1491650853, 21937, 0, 0, 0
 90808662, -353629379, 1491650853, 21937, 0, 0, 0
 90811161, -353629379, 1491650853, 21937, 0, 0, 0
 90813660, -353629379, 1491650853, 21937, 0, 0, 0
 90816159, -353629379, 1491650853, 21937, 0, 0, 0
 90818658, -353629379, 1491650853, 21937, 0, 0, 0
 90821157, -353629379, 1491650853, 21937, 0, 0, 0
 90823656, -353629379, 1491650853, 21937, 0, 0, 0
 90826155, -353629379, 1491650853, 21937, 0, 0, 0
 90828654, -353629379, 1491650853, 21937, 0, 0, 0
 90831153, -353629378, 1491650851, 21937, 0, 0, 0
 90833652, -353629378, 1491650851, 21937, 0, 0, 0
 90836151, -353629378, 1491650851, 21937, 0, 0, 0
 90838650, -353629378, 1491650851, 21937, 0, 0, 0
 90841149, -353629378, 1491650851, 21937, 0, 0, 0
 90843648, -353629378, 1491650851, 21937, 0, 0, 0
 90846147, -353629378, 1491650851, 21937, 0, 0, 0
 90848646, -353629378, 1491650851, 21937, 0, 0, 0
 90851145, -353629378, 1491650851, 21937, 0, 0, 0
 90853644, -353629378, 1491650851, 21937, 0, 0, 0
 90856143, -353629378, 1491650851, 21937, 0, 0, 0
 90858642, -353629378, 1491650851, 21937, 0, 0, 0
 90861141, -353629378, 1491650851, 21937, 0, 0, 0
 90863640, -353629378, 1491650851, 21937, 0, 0, 0
 90866139, -353629378, 1491650851, 21937, 0, 0, 0
 90868638, -353629378, 1491650851, 21937, 0, 0, 0
 90871137, -353629378, 1491650851, 21937, 0, 0, 0
 90873636, -353629378, 1491650851, 21937, 0, 0, 0
 90876135, -353629378, 1491650851, 21937, 0, 0, 0
 90878634, -353629378, 1491650851, 21937, 0, 0, 0
 90881133, -353629378, 1491650851, 21937, 0, 0, 0
 90883632, -353629378, 1491650851, 21937, 0, 0, 0
 90886131, -353629378, 1491650851, 21937, 0, 0, 0
 90888630, -353629378, 1491650851, 21937, 0, 0, 0
 90891129, -353629378, 1491650851, 21937, 0, 0, 0
 90893628, -353629378, 1491650851, 21937, 0, 0, 0
 90896127, -353629378, 1491650851, 21937, 0, 0, 0
 90898626, -353629378, 1491650851, 21937, 0, 0, 0
 90901125, -353629378, 1491650851, 21937, 0, 0, 0
 90903624, -353629378, 1491650851, 21937, 0, 0, 0
 90906123, -353629378, 1491650851, 21937, 0, 0, 0
 90908622, -353629378, 1491650851, 21937, 0, 0, 0
 90911121, -353629378, 1491650851, 21937, 0, 0, 0
 90913620, -353629378, 1491650851, 21937, 0, 0, 0
 90916119, -353629378, 1491650851, 21937, 0, 0, 0
 90918618, -353629378, 1491650851, 21937, 0, 0, 0
 90921117, -353629378, 1491650851, 21937, 0, 0, 0
 90923616, -353629378, 1491650851, 21937, 0, 0, 0
 90926115, -353629378, 1491650851, 21937, 0, 0, 0
 90928614, -353629378, 1491650851, 21937, 0, 0, 0
 90931113, -353629378, 1491650851, 21937, 0, 0, 0
 90933612, -353629378, 1491650851, 21937, 0, 0, 0
 90936111, -353629378, 1491650851, 21937, 0, 0, 0
 90938610, -353629378, 1491650851, 21937, 0, 0, 0
 90941109, -353629378, 1491650851, 21937, 0, 0, 0
 90943608, -353629378, 1491650851, 21937, 0, 0, 0
 90946107, -353629378, 1491650851, 21937, 0, 0, 0
 90948606, -353629378, 1491650851, 21937, 0, 0, 0
 90951105, -353629378, 1491650851, 21937, 0, 0, 0
 90953604, -353629378, 1491650851, 21937, 0, 0, 0
 90956103, -353629378, 1491650851, 21937, 0, 0, 0
 90958602, -353629378, 1491650851, 21937, 0, 0, 0
 90961101, -353629378, 1491650851, 21937, 0, 0, 0
 90963600, -353629378, 1491650851, 21937, 0, 0, 0
 90966099, -353629378, 1491650851, 21937, 0, 0, 0
 90968598, -353629378, 1491650851, 21937, 0, 0, 0
 90971097, -353629378, 1491650851, 21937, 0, 0, 0
 90973596, -353629378, 1491650851, 21937, 0, 0, 0
 90976095, -353629378, 1491650851, 21937, 0, 0, 0
 90978594, -353629378, 1491650851, 21937, 0, 0, 0
 90981093, -353629378, 1491650851, 21937, 0, 0, 0
 90983592, -353629378, 1491650851, 21937, 0, 0, 0
 90986091, -353629378, 1491650851, 21937, 0, 0, 0
 90988590, -353629378, 1491650851, 21937, 0, 0, 0
 90991089, -353629378, 1491650851, 21937, 0, 0, 0
 90993588, -353629378, 1491650851, 21937, 0, 0, 0
 90996087, -353629378, 1491650851, 21937, 0, 0, 0
 90998586, -353629378, 1491650851, 21937, 0, 0, 0
 91001085, -353629378, 1491650851, 21937, 0, 0, 0
 91003584, -353629378, 1491650851, 21937, 0, 0, 0
 91006083, -353629378, 1491650851, 21937, 0, 0, 0
 91008582, -353629378, 1491650851, 21937, 0, 0, 0
 91011081, -353629378, 1491650851, 21937, 0, 0, 0
 91013580, -353629378, 1491650851, 21937, 0, 0, 0
 91016079, -353629378, 1491650851, 21937, 0, 0, 0
 91018578, -353629378, 1491650851, 21937, 0, 0, 0
 91021077, -353629378, 1491650851, 21937, 0, 0, 0
 91023576, -353629378, 1491650851, 21937, 0, 0, 0
 91026075, -353629378, 1491650851, 21937, 0, 0, 0
 91028574, -353629378, 1491650851, 21937, 0, 0, 0
 91031073, -353629378, 1491650851, 21937, 0, 0, 0
 91033572, -353629378, 1491650851, 21937, 0, 0, 0
 91036071, -353629378, 1491650851, 21937, 0, 0, 0
 91038570, -353629378, 1491650851, 21937, 0, 0, 0
 91041069, -353629378, 1491650851, 21937, 0, 0, 0
 91043568, -353629378, 1491650851, 21937, 0, 0, 0
 91046067, -353629378, 1491650851, 21937, 0, 0, 0
 91048566, -353629378, 1491650851, 21937, 0, 0, 0
 91051065, -353629378, 1491650851, 21937, 0, 0, 0
 91053564, -353629378, 1491650851, 21937, 0, 0, 0
 91056063, -353629378, 1491650851, 21937, 0, 0, 0
 91058562, -353629378, 1491650851, 21937, 0, 0, 0
 91061061, -353629378, 1491650851, 21937, 0, 0, 0
 91063560, -353629378, 1491650851, 21937, 0, 0, 0
 91066059, -353629378, 1491650851, 21937, 0, 0, 0
 91068558, -353629378, 1491650851, 21937, 0, 0, 0
 91071057, -353629378, 1491650851, 21937, 0, 0, 0
 91073556, -353629378, 1491650851, 21937, 0, 0, 0
 91076055, -353629378, 1491650851, 21937, 0, 0, 0
 91078554, -353629378, 1491650851, 21937, 0, 0, 0
 91081053, -353629378, 1491650851, 21937, 0, 0, 0
 91083552, -353629378, 1491650851, 21937, 0, 0, 0
 91086051, -353629378, 1491650851, 21937, 0, 0, 0
 91088550, -353629378, 1491650851, 21937, 0, 0, 0
 91091049, -353629378, 1491650851, 21937, 0, 0, 0
 91093548, -353629378, 1491650851, 21937, 0, 0, 0
 91096047, -353629378, 1491650851, 21937, 0, 0, 0
 91098546, -353629378, 1491650851, 21937, 0, 0, 0
 91101045, -353629378, 1491650851, 21937, 0, 0, 0
 91103544, -353629378, 1491650851, 21937, 0, 0, 0
 91106043, -353629378, 1491650851, 21937, 0, 0, 0
 91108542, -353629378, 1491650851, 21937, 0, 0, 0
 91111041, -353629378, 1491650851, 21937, 0, 0, 0
 91113540, -353629378, 1491650851, 21937, 0, 0, 0
 91116039, -353629378, 1491650851, 21937, 0, 0, 0
 91118538, -353629378, 1491650851, 21937, 0, 0, 0
 91121037, -353629378, 1491650851, 21937, 0, 0, 0
 91123536, -353629378, 1491650851, 21937, 0, 0, 0
 91126035, -353629378, 1491650851, 21937, 0, 0, 0
 91128534, -353629378, 1491650851, 21937, 0, 0, 0
 91131033, -353629378, 1491650851, 21937, 0, 0, 0
 91133532, -353629378, 1491650851, 21937, 0, 0, 0
 91136031, -353629378, 1491650851, 21937, 0, 0, 0
 91138530, -353629378, 1491650851, 21937, 0, 0, 0
 91141029, -353629378, 1491650851, 21937, 0, 0, 0
 91143528, -353629378, 1491650851, 21937, 0, 0, 0
 91146027, -353629378, 1491650851, 21937, 0, 0, 0
 91148526, -353629378, 1491650851, 21937, 0, 0, 0
 91151025, -353629378, 1491650851, 21937, 0, 0, 0
 91153524, -353629378, 1491650851, 21937, 0, 0, 0
 91156023, -353629378, 1491650851, 21937, 0, 0, 0
 91158522, -353629378, 1491650851, 21937, 0, 0, 0
 91161021, -353629378, 1491650851, 21937, 0, 0, 0
 91163520, -353629378, 1491650851, 21937, 0, 0, 0
 91166019, -353629378, 1491650851, 21937, 0, 0, 0
 91168518, -353629378, 1491650851, 21937, 0, 0, 0
 91171017, -353629378, 1491650851, 21937, 0, 0, 0
 91173516, -353629378, 1491650851, 21937, 0, 0, 0
 91176015, -353629378, 1491650851, 21937, 0, 0, 0
 91178514, -353629378, 1491650851, 21937, 0, 0, 0
 91181013, -353629378, 1491650851, 21937, 0, 0, 0
 91183512, -353629378, 1491650851, 21937, 0, 0, 0
 91186011, -353629378, 1491650851, 21937, 0, 0, 0
 91188510, -353629378, 1491650851, 21937, 0, 0, 0
 91191009, -353629378, 1491650851, 21937, 0, 0, 0
 91193508, -353629378, 1491650851, 21937, 0, 0, 0
 91196007, -353629378, 1491650851, 21937, 0, 0, 0
 91198506, -353629378, 1491650851, 21937, 0, 0, 0
 91201005, -353629378, 1491650851, 21937, 0, 0, 0
 91203504, -353629378, 1491650851, 21937, 0, 0, 0
 91206003, -353629378, 1491650851, 21937, 0, 0, 0
 91208502, -353629378, 1491650851, 21937, 0, 0, 0
 91211001, -353629378, 1491650851, 21937, 0, 0, 0
 91213500, -353629378, 1491650851, 21937, 0, 0, 0
 91215999, -353629378, 1491650851, 21937, 0, 0, 0
 91218498, -353629378, 1491650851, 21937, 0, 0, 0
 91220997, -353629378, 1491650851, 21937, 0, 0, 0
 91223496, -353629378, 1491650851, 21937, 0, 0, 0
 91225995, -353629378, 1491650851, 21937, 0, 0, 0
 91228494, -353629378, 1491650851, 21937, 0, 0, 0
 91230993, -353629378, 1491650852, 21937, 0, 0, 0
 91233492, -353629378, 1491650852, 21937, 0, 0, 0
 91235991, -353629378, 1491650852, 21937, 0, 0, 0
 91238490, -353629378, 1491650852, 21937, 0, 0, 0
 91240989, -353629378, 1491650852, 21937, 0, 0, 0
 91243488, -353629378, 1491650852, 21937, 0, 0, 0
 91245987, -353629378, 1491650852, 21937, 0, 0, 0
 91248486, -353629378, 1491650852, 21937, 0, 0, 0
 91250985, -353629378, 1491650852, 21937, 0, 0, 0
 91253484, -353629378, 1491650852, 21937, 0, 0, 0
 91255983, -353629378, 1491650852, 21937, 0, 0, 0
 91258482, -353629378, 1491650852, 21937, 0, 0, 0
 91260981, -353629378, 1491650852, 21937, 0, 0, 0
 91263480, -353629378, 1491650852, 21937, 0, 0, 0
 91265979, -353629378, 1491650852, 21937, 0, 0, 0
 91268478, -353629378, 1491650852, 21937, 0, 0, 0
 91270977, -353629378, 1491650852, 21937, 0, 0, 0
 91273476, -353629378, 1491650852, 21937, 0, 0, 0
 91275975, -353629378, 1491650852, 21937, 0, 0, 0
 91278474, -353629378, 1491650852, 21937, 0, 0, 0
 91280973, -353629378, 1491650852, 21937, 0, 0, 0
 91283472, -353629378, 1491650852, 21937, 0, 0, 0
 91285971, -353629378, 1491650852, 21937, 0, 0, 0
 91288470, -353629378, 1491650852, 21937, 0, 0, 0
 91290969, -353629378, 1491650852, 21937, 0, 0, 0
 91293468, -353629378, 1491650852, 21937, 0, 0, 0
 91295967, -353629378, 1491650852, 21937, 0, 0, 0
 91298466, -353629378, 1491650852, 21937, 0, 0, 0
 91300965, -353629378, 1491650852, 21937, 0, 0, 0
 91303464, -353629378, 1491650852, 21937, 0, 0, 0
 91305963, -353629378, 1491650852, 21937, 0, 0, 0
 91308462, -353629378, 1491650852, 21937, 0, 0, 0
 91310961, -353629378, 1491650852, 21937, 0, 0, 0
 91313460, -353629378, 1491650852, 21937, 0, 0, 0
 91315959, -353629378, 1491650852, 21937, 0, 0, 0
 91318458, -353629378, 1491650852, 21937, 0, 0, 0
 91320957, -353629378, 1491650852, 21937, 0, 0, 0
 91323456, -353629378, 1491650852, 21937, 0, 0, 0
 91325955, -353629378, 1491650852, 21937, 0, 0, 0
 91328454, -353629378, 1491650852, 21937, 0, 0, 0
 91330953, -353629378, 1491650852, 21937, 0, 0, 0
 91333452, -353629378, 1491650852, 21937, 0, 0, 0
 91335951, -353629378, 1491650852, 21937, 0, 0, 0
 91338450, -353629378, 1491650852, 21937, 0, 0, 0
 91340949, -353629378, 1491650852, 21937, 0, 0, 0
 91343448, -353629378, 1491650852, 21937, 0, 0, 0
 91345947, -353629378, 1491650852, 21937, 0, 0, 0
 91348446, -353629378, 1491650852, 21937, 0, 0, 0
 91350945, -353629378, 1491650852, 21937, 0, 0, 0
 91353444, -353629378, 1491650852, 21937, 0, 0, 0
 91355943, -353629378, 1491650852, 21937, 0, 0, 0
 91358442, -353629378, 1491650852, 21937, 0, 0, 0
 91360941, -353629378, 1491650852, 21937, 0, 0, 0
 91363440, -353629378, 1491650852, 21937, 0, 0, 0
 91365939, -353629378, 1491650852, 21937, 0, 0, 0
 91368438, -353629378, 1491650852, 21937, 0, 0, 0
 91370937, -353629378, 1491650852, 21937, 0, 0, 0
 91373436, -353629378, 1491650852, 21937, 0, 0, 0
 91375935, -353629378, 1491650852, 21937, 0, 0, 0
 91378434, -353629378, 1491650852, 21937, 0, 0, 0
 91380933, -353629378, 1491650852, 21937, 0, 0, 0
 91383432, -353629378, 1491650852, 21937, 0, 0, 0
 91385931, -353629378, 1491650852, 21937, 0, 0, 0
 91388430, -353629378, 1491650852, 21937, 0, 0, 0
 91390929, -353629378, 1491650852, 21937, 0, 0, 0
 91393428, -353629378, 1491650852, 21937, 0, 0, 0
 91395927, -353629378, 1491650852, 21937, 0, 0, 0
 91398426, -353629378, 1491650852, 21937, 0, 0, 0
 91400925, -353629378, 1491650852, 21937, 0, 0, 0
 91403424, -353629378, 1491650852, 21937, 0, 0, 0
 91405923, -353629378, 1491650852, 21937, 0, 0, 0
 91408422, -353629378, 1491650852, 21937, 0, 0, 0
 91410921, -353629378, 1491650852, 21937, 0, 0, 0
 91413420, -353629378, 1491650852, 21937, 0, 0, 0
 91415919, -353629378, 1491650852, 21937, 0, 0, 0
 91418418, -353629378, 1491650852, 21937, 0, 0, 0
 91420917, -353629378, 1491650852, 21937, 0, 0, 0
 91423416, -353629378, 1491650852, 21937, 0, 0, 0
 91425915, -353629378, 1491650852, 21937, 0, 0, 0
 91428414, -353629378, 1491650852, 21937, 0, 0, 0
 91430913, -353629377, 1491650851, 21937, 0, 0, 0
 91433412, -353629377, 1491650851, 21937, 0, 0, 0
 91435911, -353629377, 1491650851, 21937, 0, 0, 0
 91438410, -353629377, 1491650851, 21937, 0, 0, 0
 91440909, -353629377, 1491650851, 21937, 0, 0, 0
 91443408, -353629377, 1491650851, 21937, 0, 0, 0
 91445907, -353629377, 1491650851, 21937, 0, 0, 0
 91448406, -353629377, 1491650851, 21937, 0, 0, 0
 91450905, -353629377, 1491650851, 21937, 0, 0, 0
 91453404, -353629377, 1491650851, 21937, 0, 0, 0
 91455903, -353629377, 1491650851, 21937, 0, 0, 0
 91458402, -353629377, 1491650851, 21937, 0, 0, 0
 91460901, -353629377, 1491650851, 21937, 0, 0, 0
 91463400, -353629377, 1491650851, 21937, 0, 0, 0
 91465899, -353629377, 1491650851, 21937, 0, 0, 0
 91468398, -353629377, 1491650851, 21937, 0, 0, 0
 91470897, -353629377, 1491650851, 21937, 0, 0, 0
 91473396, -353629377, 1491650851, 21937, 0, 0, 0
 91475895, -353629377, 1491650851, 21937, 0, 0, 0
 91478394, -353629377, 1491650851, 21937, 0, 0, 0
 91480893, -353629377, 1491650851, 21937, 0, 0, 0
 91483392, -353629377, 1491650851, 21937, 0, 0, 0
 91485891, -353629377, 1491650851, 21937, 0, 0, 0
 91488390, -353629377, 1491650851, 21937, 0, 0, 0
 91490889, -353629377, 1491650851, 21937, 0, 0, 0
 91493388, -353629377, 1491650851, 21937, 0, 0, 0
 91495887, -353629377, 1491650851, 21937, 0, 0, 0
 91498386, -353629377, 1491650851, 21937, 0, 0, 0
 91500885, -353629377, 1491650851, 21937, 0, 0, 0
 91503384, -353629377, 1491650851, 21937, 0, 0, 0
 91505883, -353629377, 1491650851, 21937, 0, 0, 0
 91508382, -353629377, 1491650851, 21937, 0, 0, 0
 91510881, -353629377, 1491650851, 21937, 0, 0, 0
 91513380, -353629377, 1491650851, 21937, 0, 0, 0
 91515879, -353629377, 1491650851, 21937, 0, 0, 0
 91518378, -353629377, 1491650851, 21937, 0, 0, 0
 91520877, -353629377, 1491650851, 21937, 0, 0, 0
 91523376, -353629377, 1491650851, 21937, 0, 0, 0
 91525875, -353629377, 1491650851, 21937, 0, 0, 0
 91528374, -353629377, 1491650851, 21937, 0, 0, 0
