TimeUS,mX,mY,mZ,obX,obY,ofX,ofY,rfD,gpSA,gpHA,gpVA,gpT,aT,ofT
 40898634, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40898634, 0
 40901133, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40901133, 0
 40903632, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40903632, 0
 40906131, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40906131, 0
 40908630, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40908630, 0
 40911129, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40911129, 0
 40913628, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40913628, 0
 40916127, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40916127, 0
 40918626, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40918626, 0
 40921125, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40921125, 0
 40923624, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40923624, 0
 40926123, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40926123, 0
 40928622, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40928622, 0
 40931121, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40931121, 0
 40933620, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40933620, 0
 40936119, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40936119, 0
 40938618, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40938618, 0
 40941117, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40941117, 0
 40943616, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40943616, 0
 40946115, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40946115, 0
 40948614, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40948614, 0
 40951113, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40951113, 0
 40953612, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40953612, 0
 40956111, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40956111, 0
 40958610, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40958610, 0
 40961109, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40961109, 0
 40963608, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40963608, 0
 40966107, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40966107, 0
 40968606, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40968606, 0
 40971105, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40971105, 0
 40973604, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40973604, 0
 40976103, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40976103, 0
 40978602, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40978602, 0
 40981101, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40981101, 0
 40983600, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40983600, 0
 40986099, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40986099, 0
 40988598, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40988598, 0
 40991097, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40991097, 0
 40993596, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40993596, 0
 40996095, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40996095, 0
 40998594, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 40998594, 0
 41001093, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 41001093, 0
 41003592, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 41003592, 0
 41006091, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 41006091, 0
 41008590, -46.87908, 222.5269, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.05, 0.05, 40794, 41008590, 0
