Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,0.0,0.0,0.7203947368421053,0.02857142857142857,0.2631578947368421
2,0.0,0.0,0.0,0.7161716171617162,0.01904761904761905,0.25412541254125415
3,0.0,0.0,0.0,0.7119205298013245,0.009523809523809525,0.24503311258278146
4,0.0,0.0,0.0,0.707641196013289,0.0,0.23588039867109634
5,0.0,0.0,0.0,0.7033333333333334,0.0,0.22666666666666666
6,0.0,0.0,0.0,0.6989966555183946,0.0,0.21739130434782608
7,0.0,0.0,0.0,0.6946308724832215,0.0,0.2080536912751678
8,0.0,0.0,0.0,0.6902356902356902,0.0,0.19865319865319866
9,0.0,0.0,0.0,0.6858108108108109,0.0,0.1891891891891892
10,0.0,0.0,0.0,0.6813559322033899,0.0,0.17966101694915254
11,0.0,0.0,0.0,0.6768707482993197,0.0,0.17006802721088435
12,0.0,0.0,0.0,0.6723549488054608,0.0,0.16040955631399317
13,0.0,0.0,0.0,0.6678082191780822,0.0,0.1506849315068493
14,0.0,0.0,0.0,0.6632302405498282,0.0,0.140893470790378
15,0.0,0.0,0.0,0.6586206896551724,0.0,0.1310344827586207
16,0.0,0.0,0.0,0.6539792387543253,0.0,0.12110726643598616
17,0.0,0.0,0.0,0.6493055555555556,0.0,0.1111111111111111
18,0.0,0.0,0.0,0.6445993031358885,0.0,0.10104529616724739
19,0.0,0.0,0.0,0.6398601398601399,0.0,0.09090909090909091
20,0.0,0.0,0.0,0.6350877192982456,0.0,0.08070175438596491
21,0.0,0.0,0.0,0.6302816901408451,0.0,0.07746478873239436
22,0.0,0.0,0.0,0.6254416961130742,0.0,0.07420494699646643
23,0.0,0.0,0.0,0.6205673758865248,0.0,0.07092198581560284
24,0.0,0.0,0.0,0.6156583629893239,0.0,0.06761565836298933
25,0.0,0.0,0.0,0.6107142857142858,0.0,0.06428571428571428
26,0.0,0.0,0.0,0.6057347670250897,0.0,0.06093189964157706
27,0.0,0.0,0.0,0.6007194244604317,0.0,0.05755395683453238
28,0.0,0.0,0.0,0.5956678700361011,0.0,0.05415162454873646
29,0.0,0.0,0.0,0.5905797101449275,0.0,0.050724637681159424
30,0.0,0.0,0.0,0.5854545454545454,0.0,0.04727272727272727
