Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,0.0,0.0,0.0,0.1,0.09375
2,0.0,0.0,0.0,0.0,0.06666666666666667,0.08176100628930817
3,0.0,0.0,0.0,0.0,0.03333333333333333,0.06962025316455696
4,0.0,0.0,0.0,0.0,0.0,0.05732484076433121
5,0.0,0.0,0.0,0.0,0.0,0.04487179487179487
6,0.0,0.0,0.0,0.0,0.0,0.03225806451612903
7,0.0,0.0,0.0,0.0,0.0,0.01948051948051948
8,0.0,0.0,0.0,0.0,0.0,0.006535947712418301
9,0.0,0.0,0.0,0.0,0.0,0.0
