Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.92,0.8023255813953488,0.28,0.4883720930232558,0.0,0.011627906976744186
2,0.92,0.7058823529411765,0.2,0.3764705882352941,0.0,0.0
3,0.78,0.5476190476190477,0.16,0.30952380952380953,0.0,0.0
4,0.56,0.39759036144578314,0.12,0.24096385542168675,0.0,0.0
5,0.3,0.2926829268292683,0.08,0.17073170731707318,0.0,0.0
6,0.22,0.12345679012345678,0.04,0.09876543209876543,0.0,0.0
7,0.2,0.0875,0.02,0.05,0.0,0.0
8,0.14,0.0759493670886076,0.0,0.012658227848101266,0.0,0.0
9,0.12,0.07692307692307693,0.0,0.0,0.0,0.0
10,0.08,0.06493506493506493,0.0,0.0,0.0,0.0
11,0.08,0.05263157894736842,0.0,0.0,0.0,0.0
12,0.08,0.05333333333333334,0.0,0.0,0.0,0.0
13,0.06,0.04054054054054054,0.0,0.0,0.0,0.0
14,0.06,0.0273972602739726,0.0,0.0,0.0,0.0
15,0.06,0.013888888888888888,0.0,0.0,0.0,0.0
16,0.06,0.0,0.0,0.0,0.0,0.0
17,0.06,0.0,0.0,0.0,0.0,0.0
18,0.04,0.0,0.0,0.0,0.0,0.0
19,0.04,0.0,0.0,0.0,0.0,0.0
20,0.04,0.0,0.0,0.0,0.0,0.0
21,0.02,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
