Threshold,GPSOF(FPR),GPSOF(TPR),GPSMAG(FPR),GPSMAG(TPR)
1,0.0,0.33663366336633666,0.0,0.5874587458745875
2,0.0,0.3079470198675497,0.0,0.5761589403973509
3,0.0,0.29900332225913623,0.0,0.5647840531561462
4,0.0,0.2966666666666667,0.0,0.5533333333333333
5,0.0,0.29431438127090304,0.0,0.5451505016722408
6,0.0,0.29194630872483224,0.0,0.5369127516778524
7,0.0,0.2895622895622896,0.0,0.5286195286195287
8,0.0,0.28716216216216217,0.0,0.5202702702702703
9,0.0,0.2847457627118644,0.0,0.511864406779661
10,0.0,0.282312925170068,0.0,0.5034013605442177
11,0.0,0.27986348122866894,0.0,0.4948805460750853
12,0.0,0.273972602739726,0.0,0.4863013698630137
13,0.0,0.26804123711340205,0.0,0.47766323024054985
14,0.0,0.2620689655172414,0.0,0.4689655172413793
15,0.0,0.2560553633217993,0.0,0.4602076124567474
16,0.0,0.25,0.0,0.4513888888888889
17,0.0,0.24390243902439024,0.0,0.4425087108013937
18,0.0,0.23776223776223776,0.0,0.43356643356643354
19,0.0,0.23157894736842105,0.0,0.4245614035087719
20,0.0,0.22535211267605634,0.0,0.4154929577464789
21,0.0,0.21908127208480566,0.0,0.40636042402826855
22,0.0,0.2127659574468085,0.0,0.3971631205673759
23,0.0,0.20640569395017794,0.0,0.3879003558718861
24,0.0,0.2,0.0,0.37857142857142856
25,0.0,0.1935483870967742,0.0,0.36917562724014336
26,0.0,0.18705035971223022,0.0,0.3597122302158273
27,0.0,0.18050541516245489,0.0,0.35018050541516244
28,0.0,0.17391304347826086,0.0,0.34057971014492755
29,0.0,0.16727272727272727,0.0,0.33090909090909093
30,0.0,0.16058394160583941,0.0,0.32116788321167883
