Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.01928374655647383,0.5537190082644629,0.29201101928374656
2,0.013812154696132596,0.4889502762430939,0.15469613259668508
3,0.008310249307479225,0.44321329639889195,0.09141274238227147
4,0.005555555555555556,0.4,0.06388888888888888
5,0.002785515320334262,0.362116991643454,0.04456824512534819
6,0.002793296089385475,0.3268156424581006,0.036312849162011177
7,0.0,0.29971988795518206,0.03081232492997199
8,0.0,0.2752808988764045,0.025280898876404494
9,0.0,0.2535211267605634,0.01971830985915493
10,0.0,0.2344632768361582,0.014124293785310734
11,0.0,0.21529745042492918,0.0113314447592068
12,0.0,0.19886363636363635,0.008522727272727272
13,0.0,0.18233618233618235,0.005698005698005698
14,0.0,0.1657142857142857,0.002857142857142857
15,0.0,0.15472779369627507,0.0
16,0.0,0.14367816091954022,0.0
17,0.0,0.13256484149855907,0.0
18,0.0,0.12427745664739884,0.0
19,0.0,0.11594202898550725,0.0
20,0.0,0.10755813953488372,0.0
21,0.0,0.09912536443148688,0.0
22,0.0,0.0935672514619883,0.0
23,0.0,0.08797653958944282,0.0
24,0.0,0.08235294117647059,0.0
25,0.0,0.07669616519174041,0.0
26,0.0,0.07100591715976332,0.0
27,0.0,0.06528189910979229,0.0
28,0.0,0.05952380952380952,0.0
29,0.0,0.05373134328358209,0.0
30,0.0,0.04790419161676647,0.0
