Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.26885245901639343,0.9967213114754099,0.9524590163934427
2,0.17898193760262726,0.993431855500821,0.9474548440065681
3,0.13980263157894737,0.9917763157894737,0.9424342105263158
4,0.11367380560131796,0.9901153212520593,0.9373970345963756
5,0.10231023102310231,0.9884488448844885,0.9323432343234324
6,0.09090909090909091,0.9867768595041322,0.9272727272727272
7,0.08609271523178808,0.9850993377483444,0.9221854304635762
8,0.07462686567164178,0.9834162520729685,0.9170812603648425
9,0.06976744186046512,0.9817275747508306,0.9119601328903655
10,0.05823627287853577,0.9800332778702163,0.9068219633943427
11,0.05333333333333334,0.9783333333333334,0.9016666666666666
12,0.041736227045075125,0.9766277128547579,0.8964941569282137
13,0.038461538461538464,0.9749163879598662,0.8913043478260869
14,0.02847571189279732,0.9731993299832495,0.8860971524288107
15,0.025167785234899327,0.9714765100671141,0.8808724832214765
16,0.015126050420168067,0.9697478991596639,0.8756302521008403
17,0.015151515151515152,0.968013468013468,0.8703703703703703
18,0.008431703204047217,0.9662731871838112,0.8650927487352446
19,0.006756756756756757,0.964527027027027,0.8597972972972973
20,0.00338409475465313,0.9627749576988156,0.8544839255499154
21,0.003389830508474576,0.9610169491525423,0.8525423728813559
22,0.001697792869269949,0.9592529711375212,0.8505942275042445
23,0.0,0.9574829931972789,0.8486394557823129
24,0.0,0.9557069846678024,0.8466780238500852
25,0.0,0.9539249146757679,0.8447098976109215
26,0.0,0.9521367521367521,0.8427350427350427
27,0.0,0.9503424657534246,0.8407534246575342
28,0.0,0.9485420240137221,0.8387650085763293
29,0.0,0.9467353951890034,0.8367697594501718
30,0.0,0.9449225473321858,0.8347676419965576
