Threshold,GPSOF(FPR),GPSOF(TPR),GPSMAG(FPR),GPSMAG(TPR)
1,0.07807807807807808,0.15217391304347827,0.018018018018018018,0.02717391304347826
2,0.03003003003003003,0.11444141689373297,0.0,0.01634877384196185
3,0.009009009009009009,0.09836065573770492,0.0,0.01366120218579235
4,0.0,0.08767123287671233,0.0,0.010958904109589041
5,0.0,0.07967032967032966,0.0,0.005494505494505495
6,0.0,0.07162534435261708,0.0,0.0
7,0.0,0.06353591160220995,0.0,0.0
8,0.0,0.055401662049861494,0.0,0.0
9,0.0,0.04722222222222222,0.0,0.0
10,0.0,0.04178272980501393,0.0,0.0
11,0.0,0.03910614525139665,0.0,0.0
12,0.0,0.036414565826330535,0.0,0.0
13,0.0,0.033707865168539325,0.0,0.0
14,0.0,0.030985915492957747,0.0,0.0
15,0.0,0.02824858757062147,0.0,0.0
16,0.0,0.025495750708215296,0.0,0.0
17,0.0,0.022727272727272728,0.0,0.0
18,0.0,0.019943019943019943,0.0,0.0
19,0.0,0.017142857142857144,0.0,0.0
20,0.0,0.014326647564469915,0.0,0.0
21,0.0,0.011494252873563218,0.0,0.0
22,0.0,0.008645533141210375,0.0,0.0
23,0.0,0.005780346820809248,0.0,0.0
24,0.0,0.002898550724637681,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
