Threshold,GPSOF(FPR),GPSOF(TPR),GPSMAG(FPR),GPSMAG(TPR)
1,0.10080645161290322,0.4868421052631579,0.04032258064516129,0.0
2,0.036290322580645164,0.4666666666666667,0.004032258064516129,0.0
3,0.016129032258064516,0.44594594594594594,0.0,0.0
4,0.004032258064516129,0.4246575342465753,0.0,0.0
5,0.0,0.4027777777777778,0.0,0.0
6,0.0,0.38028169014084506,0.0,0.0
7,0.0,0.35714285714285715,0.0,0.0
8,0.0,0.3333333333333333,0.0,0.0
9,0.0,0.3088235294117647,0.0,0.0
10,0.0,0.2835820895522388,0.0,0.0
11,0.0,0.25757575757575757,0.0,0.0
12,0.0,0.23076923076923078,0.0,0.0
13,0.0,0.203125,0.0,0.0
14,0.0,0.1746031746031746,0.0,0.0
15,0.0,0.14516129032258066,0.0,0.0
16,0.0,0.11475409836065574,0.0,0.0
17,0.0,0.08333333333333333,0.0,0.0
18,0.0,0.05084745762711865,0.0,0.0
19,0.0,0.017241379310344827,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
