Threshold,GPSOF(FPR),GPSOF(TPR),GPSMAG(FPR),GPSMAG(TPR)
1,0.34946236559139787,0.0,0.0456989247311828,0.0
2,0.271505376344086,0.0,0.01747311827956989,0.0
3,0.2325268817204301,0.0,0.006720430107526882,0.0
4,0.20698924731182797,0.0,0.004032258064516129,0.0
5,0.19489247311827956,0.0,0.0013440860215053765,0.0
6,0.18548387096774194,0.0,0.0,0.0
7,0.1774193548387097,0.0,0.0,0.0
8,0.1693548387096774,0.0,0.0,0.0
9,0.1639784946236559,0.0,0.0,0.0
10,0.1586021505376344,0.0,0.0,0.0
11,0.1532258064516129,0.0,0.0,0.0
12,0.1478494623655914,0.0,0.0,0.0
13,0.1424731182795699,0.0,0.0,0.0
14,0.13709677419354838,0.0,0.0,0.0
15,0.13172043010752688,0.0,0.0,0.0
16,0.12634408602150538,0.0,0.0,0.0
17,0.12231182795698925,0.0,0.0,0.0
18,0.11827956989247312,0.0,0.0,0.0
19,0.11424731182795698,0.0,0.0,0.0
20,0.11021505376344086,0.0,0.0,0.0
21,0.10618279569892473,0.0,0.0,0.0
22,0.10349462365591398,0.0,0.0,0.0
23,0.10080645161290322,0.0,0.0,0.0
24,0.09811827956989247,0.0,0.0,0.0
25,0.09543010752688172,0.0,0.0,0.0
26,0.09274193548387097,0.0,0.0,0.0
27,0.09005376344086022,0.0,0.0,0.0
28,0.08736559139784947,0.0,0.0,0.0
29,0.08602150537634409,0.0,0.0,0.0
30,0.0846774193548387,0.0,0.0,0.0
