Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.4731182795698925,0.4927536231884058,0.10483870967741936,0.7681159420289855,0.009408602150537635,0.0
2,0.0739247311827957,0.0,0.07123655913978495,0.7352941176470589,0.004032258064516129,0.0
3,0.04435483870967742,0.0,0.05241935483870968,0.7014925373134329,0.0013440860215053765,0.0
4,0.013440860215053764,0.0,0.03494623655913978,0.6818181818181818,0.0,0.0
5,0.005376344086021506,0.0,0.026881720430107527,0.6615384615384615,0.0,0.0
6,0.0013440860215053765,0.0,0.020161290322580645,0.640625,0.0,0.0
7,0.0,0.0,0.016129032258064516,0.6190476190476191,0.0,0.0
8,0.0,0.0,0.013440860215053764,0.5967741935483871,0.0,0.0
9,0.0,0.0,0.012096774193548387,0.5737704918032787,0.0,0.0
10,0.0,0.0,0.010752688172043012,0.55,0.0,0.0
11,0.0,0.0,0.009408602150537635,0.5254237288135594,0.0,0.0
12,0.0,0.0,0.008064516129032258,0.5,0.0,0.0
13,0.0,0.0,0.006720430107526882,0.47368421052631576,0.0,0.0
14,0.0,0.0,0.005376344086021506,0.44642857142857145,0.0,0.0
15,0.0,0.0,0.004032258064516129,0.41818181818181815,0.0,0.0
16,0.0,0.0,0.002688172043010753,0.3888888888888889,0.0,0.0
17,0.0,0.0,0.0013440860215053765,0.3584905660377358,0.0,0.0
18,0.0,0.0,0.0,0.3269230769230769,0.0,0.0
19,0.0,0.0,0.0,0.29411764705882354,0.0,0.0
20,0.0,0.0,0.0,0.26,0.0,0.0
21,0.0,0.0,0.0,0.22448979591836735,0.0,0.0
22,0.0,0.0,0.0,0.1875,0.0,0.0
23,0.0,0.0,0.0,0.14893617021276595,0.0,0.0
24,0.0,0.0,0.0,0.10869565217391304,0.0,0.0
25,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
26,0.0,0.0,0.0,0.022727272727272728,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
