Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.03581267217630854,0.16804407713498623,0.03305785123966942
2,0.0,0.11602209944751381,0.0027624309392265192
3,0.0,0.08310249307479224,0.0
4,0.0,0.058333333333333334,0.0
5,0.0,0.04178272980501393,0.0
6,0.0,0.030726256983240222,0.0
7,0.0,0.025210084033613446,0.0
8,0.0,0.019662921348314606,0.0
9,0.0,0.014084507042253521,0.0
10,0.0,0.011299435028248588,0.0
11,0.0,0.0084985835694051,0.0
12,0.0,0.005681818181818182,0.0
13,0.0,0.002849002849002849,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
