Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.98,0.9418604651162791,0.32,0.5465116279069767,0.0,0.0
2,0.96,0.8705882352941177,0.2,0.4470588235294118,0.0,0.0
3,0.92,0.7380952380952381,0.16,0.35714285714285715,0.0,0.0
4,0.72,0.5542168674698795,0.12,0.2891566265060241,0.0,0.0
5,0.52,0.4634146341463415,0.1,0.21951219512195122,0.0,0.0
6,0.38,0.3333333333333333,0.08,0.14814814814814814,0.0,0.0
7,0.36,0.2875,0.06,0.0875,0.0,0.0
8,0.28,0.26582278481012656,0.04,0.02531645569620253,0.0,0.0
9,0.26,0.2692307692307692,0.02,0.0,0.0,0.0
10,0.24,0.22077922077922077,0.0,0.0,0.0,0.0
11,0.2,0.15789473684210525,0.0,0.0,0.0,0.0
12,0.2,0.16,0.0,0.0,0.0,0.0
13,0.18,0.13513513513513514,0.0,0.0,0.0,0.0
14,0.16,0.0958904109589041,0.0,0.0,0.0,0.0
15,0.16,0.08333333333333333,0.0,0.0,0.0,0.0
16,0.16,0.08450704225352113,0.0,0.0,0.0,0.0
17,0.16,0.05714285714285714,0.0,0.0,0.0,0.0
18,0.14,0.043478260869565216,0.0,0.0,0.0,0.0
19,0.14,0.04411764705882353,0.0,0.0,0.0,0.0
20,0.14,0.04477611940298507,0.0,0.0,0.0,0.0
21,0.14,0.030303030303030304,0.0,0.0,0.0,0.0
22,0.12,0.03076923076923077,0.0,0.0,0.0,0.0
23,0.12,0.03125,0.0,0.0,0.0,0.0
24,0.12,0.031746031746031744,0.0,0.0,0.0,0.0
25,0.1,0.016129032258064516,0.0,0.0,0.0,0.0
26,0.1,0.0,0.0,0.0,0.0,0.0
27,0.1,0.0,0.0,0.0,0.0,0.0
28,0.1,0.0,0.0,0.0,0.0,0.0
29,0.08,0.0,0.0,0.0,0.0,0.0
30,0.08,0.0,0.0,0.0,0.0,0.0
