Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.013774104683195593,0.6060606060606061,0.29201101928374656
2,0.008287292817679558,0.5359116022099447,0.15469613259668508
3,0.002770083102493075,0.48753462603878117,0.09141274238227147
4,0.002777777777777778,0.44722222222222224,0.06388888888888888
5,0.002785515320334262,0.40947075208913647,0.04456824512534819
6,0.0,0.3743016759776536,0.036312849162011177
7,0.0,0.3445378151260504,0.03081232492997199
8,0.0,0.31741573033707865,0.025280898876404494
9,0.0,0.29577464788732394,0.01971830985915493
10,0.0,0.2768361581920904,0.014124293785310734
11,0.0,0.2577903682719547,0.0113314447592068
12,0.0,0.23863636363636365,0.008522727272727272
13,0.0,0.21937321937321938,0.005698005698005698
14,0.0,0.2,0.002857142857142857
15,0.0,0.1833810888252149,0.0
16,0.0,0.1724137931034483,0.0
17,0.0,0.16138328530259366,0.0
18,0.0,0.15028901734104047,0.0
19,0.0,0.1391304347826087,0.0
20,0.0,0.12790697674418605,0.0
21,0.0,0.119533527696793,0.0
22,0.0,0.1111111111111111,0.0
23,0.0,0.10263929618768329,0.0
24,0.0,0.09411764705882353,0.0
25,0.0,0.0855457227138643,0.0
26,0.0,0.07692307692307693,0.0
27,0.0,0.0712166172106825,0.0
28,0.0,0.06547619047619048,0.0
29,0.0,0.05970149253731343,0.0
30,0.0,0.05389221556886228,0.0
