Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.2837465564738292,0.03305785123966942
2,0.0,0.24861878453038674,0.0027624309392265192
3,0.0,0.21606648199445982,0.0
4,0.0,0.18888888888888888,0.0
5,0.0,0.1671309192200557,0.0
6,0.0,0.14804469273743018,0.0
7,0.0,0.12885154061624648,0.0
8,0.0,0.10955056179775281,0.0
9,0.0,0.09295774647887324,0.0
10,0.0,0.07627118644067797,0.0
11,0.0,0.059490084985835696,0.0
12,0.0,0.045454545454545456,0.0
13,0.0,0.037037037037037035,0.0
14,0.0,0.03142857142857143,0.0
15,0.0,0.025787965616045846,0.0
16,0.0,0.020114942528735632,0.0
17,0.0,0.01440922190201729,0.0
18,0.0,0.011560693641618497,0.0
19,0.0,0.008695652173913044,0.0
20,0.0,0.005813953488372093,0.0
21,0.0,0.0029154518950437317,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
