Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,0.0,0.3684210526315789,1.0,0.0,0.0
2,0.0,0.0,0.23157894736842105,0.9966666666666667,0.0,0.0
3,0.0,0.0,0.14736842105263157,0.9933110367892977,0.0,0.0
4,0.0,0.0,0.09473684210526316,0.9899328859060402,0.0,0.0
5,0.0,0.0,0.05263157894736842,0.9865319865319865,0.0,0.0
6,0.0,0.0,0.021052631578947368,0.9831081081081081,0.0,0.0
7,0.0,0.0,0.010526315789473684,0.9796610169491525,0.0,0.0
8,0.0,0.0,0.0,0.9761904761904762,0.0,0.0
9,0.0,0.0,0.0,0.9726962457337884,0.0,0.0
10,0.0,0.0,0.0,0.9691780821917808,0.0,0.0
11,0.0,0.0,0.0,0.9656357388316151,0.0,0.0
12,0.0,0.0,0.0,0.9620689655172414,0.0,0.0
13,0.0,0.0,0.0,0.9584775086505191,0.0,0.0
14,0.0,0.0,0.0,0.9548611111111112,0.0,0.0
15,0.0,0.0,0.0,0.9512195121951219,0.0,0.0
16,0.0,0.0,0.0,0.9475524475524476,0.0,0.0
17,0.0,0.0,0.0,0.9438596491228071,0.0,0.0
18,0.0,0.0,0.0,0.9401408450704225,0.0,0.0
19,0.0,0.0,0.0,0.9363957597173145,0.0,0.0
20,0.0,0.0,0.0,0.9326241134751773,0.0,0.0
21,0.0,0.0,0.0,0.9288256227758007,0.0,0.0
22,0.0,0.0,0.0,0.925,0.0,0.0
23,0.0,0.0,0.0,0.921146953405018,0.0,0.0
24,0.0,0.0,0.0,0.9172661870503597,0.0,0.0
25,0.0,0.0,0.0,0.9133574007220217,0.0,0.0
26,0.0,0.0,0.0,0.9094202898550725,0.0,0.0
27,0.0,0.0,0.0,0.9054545454545454,0.0,0.0
28,0.0,0.0,0.0,0.9014598540145985,0.0,0.0
29,0.0,0.0,0.0,0.8974358974358975,0.0,0.0
30,0.0,0.0,0.0,0.8933823529411765,0.0,0.0
