Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,-1.0,0.0,-1.0,0.31521739130434784,-1.0
2,0.0,-0.0,0.0,-0.0,0.21739130434782608,-0.0
3,0.0,0.0,0.0,0.0,0.17391304347826086,-0.0
4,0.0,0.0,0.0,0.0,0.14130434782608695,-0.0
5,0.0,0.0,0.0,0.0,0.10869565217391304,-0.0
6,0.0,0.0,0.0,0.0,0.07608695652173914,-0.0
7,0.0,0.0,0.0,0.0,0.043478260869565216,-0.0
8,0.0,0.0,0.0,0.0,0.03260869565217391,-0.0
9,0.0,0.0,0.0,0.0,0.021739130434782608,-0.0
10,0.0,0.0,0.0,0.0,0.010869565217391304,-0.0
11,0.0,0.0,0.0,0.0,0.0,-0.0
