Threshold,GPSOF(FPR),GPSMAG(FPR)
1,0.7410468319559229,0.0
2,0.7071823204419889,0.0
3,0.6897506925207756,0.0
4,0.6722222222222223,0.0
5,0.6601671309192201,0.0
6,0.6480446927374302,0.0
7,0.6358543417366946,0.0
8,0.6235955056179775,0.0
9,0.6112676056338028,0.0
10,0.596045197740113,0.0
11,0.5864022662889519,0.0
12,0.5795454545454546,0.0
13,0.5726495726495726,0.0
14,0.5657142857142857,0.0
15,0.5587392550143266,0.0
16,0.5517241379310345,0.0
17,0.5446685878962536,0.0
18,0.5375722543352601,0.0
19,0.5304347826086957,0.0
20,0.5232558139534884,0.0
21,0.5160349854227405,0.0
22,0.5058479532163743,0.0
23,0.49560117302052786,0.0
24,0.4852941176470588,0.0
25,0.4749262536873156,0.0
26,0.46449704142011833,0.0
27,0.4540059347181009,0.0
28,0.44345238095238093,0.0
29,0.43283582089552236,0.0
30,0.4221556886227545,0.0
