Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.7548209366391184,0.03305785123966942
2,0.0,0.7265193370165746,0.0027624309392265192
3,0.0,0.6980609418282548,0.0
4,0.0,0.6694444444444444,0.0
5,0.0,0.6406685236768802,0.0
6,0.0,0.6145251396648045,0.0
7,0.0,0.5882352941176471,0.0
8,0.0,0.5646067415730337,0.0
9,0.0,0.5408450704225352,0.0
10,0.0,0.5169491525423728,0.0
11,0.0,0.5014164305949008,0.0
12,0.0,0.48579545454545453,0.0
13,0.0,0.4700854700854701,0.0
14,0.0,0.4542857142857143,0.0
15,0.0,0.4383954154727794,0.0
16,0.0,0.42528735632183906,0.0
17,0.0,0.41210374639769454,0.0
18,0.0,0.40173410404624277,0.0
19,0.0,0.391304347826087,0.0
20,0.0,0.3808139534883721,0.0
21,0.0,0.37026239067055394,0.0
22,0.0,0.35964912280701755,0.0
23,0.0,0.3489736070381232,0.0
24,0.0,0.3382352941176471,0.0
25,0.0,0.3274336283185841,0.0
26,0.0,0.3136094674556213,0.0
27,0.0,0.2997032640949555,0.0
28,0.0,0.2857142857142857,0.0
29,0.0,0.2716417910447761,0.0
30,0.0,0.25748502994011974,0.0
