Threshold,GPSOF(FPR),GPSOF(TPR),GPSMAG(FPR),GPSMAG(TPR)
1,0.009523809523809525,0.8026315789473685,0.19047619047619047,0.9967105263157895
2,0.0,0.768976897689769,0.1619047619047619,0.9966996699669967
3,0.0,0.7483443708609272,0.1523809523809524,0.9933774834437086
4,0.0,0.7275747508305648,0.14285714285714285,0.9900332225913622
5,0.0,0.72,0.13333333333333333,0.9866666666666667
6,0.0,0.7123745819397993,0.12380952380952381,0.9832775919732442
7,0.0,0.7046979865771812,0.11428571428571428,0.9798657718120806
8,0.0,0.696969696969697,0.10476190476190476,0.9764309764309764
9,0.0,0.6891891891891891,0.09523809523809523,0.972972972972973
10,0.0,0.6813559322033899,0.08571428571428572,0.9694915254237289
11,0.0,0.6768707482993197,0.0761904761904762,0.9659863945578231
12,0.0,0.6723549488054608,0.06666666666666667,0.962457337883959
13,0.0,0.6678082191780822,0.05714285714285714,0.958904109589041
14,0.0,0.6632302405498282,0.047619047619047616,0.9553264604810997
15,0.0,0.6586206896551724,0.0380952380952381,0.9517241379310345
16,0.0,0.6539792387543253,0.02857142857142857,0.9480968858131488
17,0.0,0.6493055555555556,0.01904761904761905,0.9444444444444444
18,0.0,0.6445993031358885,0.009523809523809525,0.9407665505226481
19,0.0,0.6398601398601399,0.0,0.9370629370629371
20,0.0,0.6350877192982456,0.0,0.9333333333333333
21,0.0,0.6302816901408451,0.0,0.9295774647887324
22,0.0,0.6254416961130742,0.0,0.9257950530035336
23,0.0,0.6205673758865248,0.0,0.9219858156028369
24,0.0,0.6156583629893239,0.0,0.9181494661921709
25,0.0,0.6107142857142858,0.0,0.9142857142857143
26,0.0,0.6057347670250897,0.0,0.910394265232975
27,0.0,0.6007194244604317,0.0,0.9064748201438849
28,0.0,0.5956678700361011,0.0,0.9025270758122743
29,0.0,0.5905797101449275,0.0,0.8985507246376812
30,0.0,0.5854545454545454,0.0,0.8945454545454545
