Threshold,GPSOF(FPR),GPSOF(TPR),GPSMAG(FPR),GPSMAG(TPR)
1,0.015151515151515152,0.33993399339933994,0.015151515151515152,0.8712871287128713
2,0.0,0.31788079470198677,0.0,0.8642384105960265
3,0.0,0.3089700996677741,0.0,0.8538205980066446
4,0.0,0.30333333333333334,0.0,0.8433333333333334
5,0.0,0.3010033444816054,0.0,0.8327759197324415
6,0.0,0.2986577181208054,0.0,0.8221476510067114
7,0.0,0.2962962962962963,0.0,0.8148148148148148
8,0.0,0.2939189189189189,0.0,0.8074324324324325
9,0.0,0.29152542372881357,0.0,0.8
10,0.0,0.2891156462585034,0.0,0.7925170068027211
11,0.0,0.28668941979522183,0.0,0.7849829351535836
12,0.0,0.2808219178082192,0.0,0.7773972602739726
13,0.0,0.27491408934707906,0.0,0.7697594501718213
14,0.0,0.2689655172413793,0.0,0.7620689655172413
15,0.0,0.2629757785467128,0.0,0.754325259515571
16,0.0,0.2569444444444444,0.0,0.7465277777777778
17,0.0,0.2508710801393728,0.0,0.7386759581881533
18,0.0,0.24475524475524477,0.0,0.7307692307692307
19,0.0,0.23859649122807017,0.0,0.7228070175438597
20,0.0,0.2323943661971831,0.0,0.7147887323943662
21,0.0,0.22614840989399293,0.0,0.7067137809187279
22,0.0,0.2198581560283688,0.0,0.6985815602836879
23,0.0,0.21352313167259787,0.0,0.6903914590747331
24,0.0,0.20714285714285716,0.0,0.6821428571428572
25,0.0,0.2007168458781362,0.0,0.6738351254480287
26,0.0,0.19424460431654678,0.0,0.6654676258992805
27,0.0,0.18772563176895307,0.0,0.6570397111913358
28,0.0,0.18115942028985507,0.0,0.6485507246376812
29,0.0,0.17454545454545456,0.0,0.64
30,0.0,0.1678832116788321,0.0,0.6313868613138686
