Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.5439330543933054,0.03571428571428571,0.02092050209205021,0.7142857142857143,0.0,0.0
2,0.12133891213389121,0.0,0.0041841004184100415,0.6296296296296297,0.0,0.0
3,0.05439330543933055,0.0,0.0,0.5384615384615384,0.0,0.0
4,0.012552301255230125,0.0,0.0,0.48,0.0,0.0
5,0.008368200836820083,0.0,0.0,0.4166666666666667,0.0,0.0
6,0.0041841004184100415,0.0,0.0,0.34782608695652173,0.0,0.0
7,0.0,0.0,0.0,0.2727272727272727,0.0,0.0
8,0.0,0.0,0.0,0.19047619047619047,0.0,0.0
9,0.0,0.0,0.0,0.1,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
