Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.7196652719665272,0.03571428571428571,0.06276150627615062,0.75,0.0041841004184100415,0.07142857142857142
2,0.5774058577405857,0.0,0.03347280334728033,0.6296296296296297,0.0,0.0
3,0.401673640167364,0.0,0.02092050209205021,0.5384615384615384,0.0,0.0
4,0.2384937238493724,0.0,0.008368200836820083,0.48,0.0,0.0
5,0.15481171548117154,0.0,0.0041841004184100415,0.4166666666666667,0.0,0.0
6,0.13389121338912133,0.0,0.0,0.34782608695652173,0.0,0.0
7,0.09623430962343096,0.0,0.0,0.2727272727272727,0.0,0.0
8,0.08368200836820083,0.0,0.0,0.19047619047619047,0.0,0.0
9,0.0794979079497908,0.0,0.0,0.1,0.0,0.0
10,0.07531380753138076,0.0,0.0,0.0,0.0,0.0
11,0.06694560669456066,0.0,0.0,0.0,0.0,0.0
12,0.0502092050209205,0.0,0.0,0.0,0.0,0.0
13,0.04602510460251046,0.0,0.0,0.0,0.0,0.0
14,0.04184100418410042,0.0,0.0,0.0,0.0,0.0
15,0.029288702928870293,0.0,0.0,0.0,0.0,0.0
16,0.029288702928870293,0.0,0.0,0.0,0.0,0.0
17,0.029288702928870293,0.0,0.0,0.0,0.0,0.0
18,0.02510460251046025,0.0,0.0,0.0,0.0,0.0
19,0.02092050209205021,0.0,0.0,0.0,0.0,0.0
20,0.02092050209205021,0.0,0.0,0.0,0.0,0.0
21,0.02092050209205021,0.0,0.0,0.0,0.0,0.0
22,0.016736401673640166,0.0,0.0,0.0,0.0,0.0
23,0.012552301255230125,0.0,0.0,0.0,0.0,0.0
24,0.012552301255230125,0.0,0.0,0.0,0.0,0.0
25,0.012552301255230125,0.0,0.0,0.0,0.0,0.0
26,0.008368200836820083,0.0,0.0,0.0,0.0,0.0
27,0.0041841004184100415,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
