THR,Frames,FPR,TPR,TTD
1,919,0.07304785894206549,0.6915708812260536,342
2,918,0.022670025188916875,0.5700575815738963,542
3,917,0.017632241813602016,0.5673076923076923,742
4,916,0.015113350125944584,0.5645472061657033,942
5,915,0.012594458438287154,0.5598455598455598,1142
6,914,0.010075566750629723,0.5551257253384912,1341
7,913,0.007556675062972292,0.5484496124031008,1541
8,912,0.005037783375314861,0.5436893203883495,1742
9,911,0.0025188916876574307,0.5389105058365758,1942
10,910,0.0,0.5341130604288499,2142
11,909,0.0,0.53125,2342
12,908,0.0,0.5283757338551859,2542
13,907,0.0,0.5254901960784314,2742
14,906,0.0,0.5225933202357563,2942
15,905,0.0,0.5196850393700787,3142
16,904,0.0,0.5167652859960552,3341
17,903,0.0,0.5138339920948617,3541
18,902,0.0,0.5108910891089109,3742
19,901,0.0,0.5079365079365079,3942
20,900,0.0,0.5049701789264414,4142
21,899,0.0,0.50199203187251,4342
22,898,0.0,0.499001996007984,4542
23,897,0.0,0.496,4742
24,896,0.0,0.49298597194388777,4942
25,895,0.0,0.4899598393574297,5142
26,894,0.0,0.4869215291750503,5342
27,893,0.0,0.4838709677419355,5541
28,892,0.0,0.4808080808080808,5741
29,891,0.0,0.4777327935222672,5942
