Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.94,0.813953488372093,0.28,0.5,0.0,0.011627906976744186
2,0.94,0.7176470588235294,0.2,0.38823529411764707,0.0,0.0
3,0.78,0.5595238095238095,0.16,0.32142857142857145,0.0,0.0
4,0.56,0.40963855421686746,0.12,0.25301204819277107,0.0,0.0
5,0.3,0.3048780487804878,0.08,0.18292682926829268,0.0,0.0
6,0.22,0.14814814814814814,0.04,0.1111111111111111,0.0,0.0
7,0.2,0.1,0.02,0.0625,0.0,0.0
8,0.14,0.08860759493670886,0.0,0.02531645569620253,0.0,0.0
9,0.12,0.08974358974358974,0.0,0.0,0.0,0.0
10,0.08,0.07792207792207792,0.0,0.0,0.0,0.0
11,0.08,0.05263157894736842,0.0,0.0,0.0,0.0
12,0.08,0.05333333333333334,0.0,0.0,0.0,0.0
13,0.06,0.04054054054054054,0.0,0.0,0.0,0.0
14,0.06,0.0273972602739726,0.0,0.0,0.0,0.0
15,0.06,0.013888888888888888,0.0,0.0,0.0,0.0
16,0.06,0.0,0.0,0.0,0.0,0.0
17,0.06,0.0,0.0,0.0,0.0,0.0
18,0.04,0.0,0.0,0.0,0.0,0.0
19,0.04,0.0,0.0,0.0,0.0,0.0
20,0.04,0.0,0.0,0.0,0.0,0.0
21,0.02,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
