THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,180,1.0,1.0,0.016666666666666666
2,179,0.994413407821229,0.994413407821229,0.00558659217877095
3,178,0.9887640449438202,0.9887640449438202,0.0
4,177,0.9830508474576272,0.9830508474576272,0.0
5,176,0.9772727272727273,0.9772727272727273,0.0
6,175,0.9714285714285714,0.9714285714285714,0.0
7,174,0.9655172413793104,0.9655172413793104,0.0
8,173,0.9595375722543352,0.9595375722543352,0.0
9,172,0.9534883720930233,0.9534883720930233,0.0
10,171,0.9473684210526315,0.9473684210526315,0.0
11,170,0.9411764705882353,0.9411764705882353,0.0
12,169,0.9349112426035503,0.9349112426035503,0.0
13,168,0.9285714285714286,0.9285714285714286,0.0
14,167,0.9221556886227545,0.9221556886227545,0.0
15,166,0.9156626506024096,0.9156626506024096,0.0
16,165,0.9090909090909091,0.9090909090909091,0.0
17,164,0.9024390243902439,0.9024390243902439,0.0
18,163,0.8957055214723927,0.8957055214723927,0.0
19,162,0.8888888888888888,0.8888888888888888,0.0
20,161,0.8819875776397516,0.8819875776397516,0.0
21,160,0.875,0.875,0.0
22,159,0.8679245283018868,0.8679245283018868,0.0
23,158,0.8607594936708861,0.8607594936708861,0.0
24,157,0.8535031847133758,0.8535031847133758,0.0
25,156,0.8461538461538461,0.8461538461538461,0.0
26,155,0.8387096774193549,0.8387096774193549,0.0
27,154,0.8311688311688312,0.8311688311688312,0.0
28,153,0.8235294117647058,0.8235294117647058,0.0
29,152,0.8157894736842105,0.8157894736842105,0.0
30,151,0.8079470198675497,0.8079470198675497,0.0
