Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.39944903581267216,0.5647382920110193,0.29201101928374656
2,0.14917127071823205,0.4585635359116022,0.15469613259668508
3,0.055401662049861494,0.3684210526315789,0.09141274238227147
4,0.027777777777777776,0.30277777777777776,0.06388888888888888
5,0.013927576601671309,0.2479108635097493,0.04456824512534819
6,0.013966480446927373,0.20670391061452514,0.036312849162011177
7,0.008403361344537815,0.17647058823529413,0.03081232492997199
8,0.008426966292134831,0.15168539325842698,0.025280898876404494
9,0.0028169014084507044,0.1323943661971831,0.01971830985915493
10,0.002824858757062147,0.11864406779661017,0.014124293785310734
11,0.0028328611898017,0.1048158640226629,0.0113314447592068
12,0.002840909090909091,0.09375,0.008522727272727272
13,0.0,0.08262108262108261,0.005698005698005698
14,0.0,0.07428571428571429,0.002857142857142857
15,0.0,0.0659025787965616,0.0
16,0.0,0.05747126436781609,0.0
17,0.0,0.04899135446685879,0.0
18,0.0,0.04046242774566474,0.0
19,0.0,0.03188405797101449,0.0
20,0.0,0.023255813953488372,0.0
21,0.0,0.01749271137026239,0.0
22,0.0,0.011695906432748537,0.0
23,0.0,0.005865102639296188,0.0
24,0.0,0.0029411764705882353,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
