THR,Frames,FPR,TPR,TTD
1,369,0.015151515151515152,0.9966996699669967,347
2,368,0.0,0.9933774834437086,547
3,367,0.0,0.9900332225913622,747
4,366,0.0,0.9866666666666667,947
5,365,0.0,0.9832775919732442,1147
6,364,0.0,0.9798657718120806,1346
7,363,0.0,0.9764309764309764,1546
8,362,0.0,0.972972972972973,1747
9,361,0.0,0.9694915254237289,1947
10,360,0.0,0.9659863945578231,2147
11,359,0.0,0.962457337883959,2347
12,358,0.0,0.958904109589041,2547
13,357,0.0,0.9553264604810997,2747
14,356,0.0,0.9517241379310345,2947
15,355,0.0,0.9480968858131488,3147
16,354,0.0,0.9444444444444444,3346
17,353,0.0,0.9407665505226481,3546
18,352,0.0,0.9370629370629371,3747
19,351,0.0,0.9333333333333333,3947
20,350,0.0,0.9295774647887324,4147
21,349,0.0,0.9257950530035336,4347
22,348,0.0,0.9219858156028369,4547
23,347,0.0,0.9181494661921709,4747
24,346,0.0,0.9142857142857143,4947
25,345,0.0,0.910394265232975,5147
26,344,0.0,0.9064748201438849,5347
27,343,0.0,0.9025270758122743,5546
28,342,0.0,0.8985507246376812,5746
29,341,0.0,0.8945454545454545,5947
30,340,0.0,0.8905109489051095,6147
