Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.6859504132231405,0.581267217630854,0.29201101928374656
2,0.4005524861878453,0.4558011049723757,0.15469613259668508
3,0.1994459833795014,0.3573407202216066,0.09141274238227147
4,0.09722222222222222,0.2777777777777778,0.06388888888888888
5,0.052924791086350974,0.20891364902506965,0.04456824512534819
6,0.036312849162011177,0.164804469273743,0.036312849162011177
7,0.025210084033613446,0.13725490196078433,0.03081232492997199
8,0.016853932584269662,0.10955056179775281,0.025280898876404494
9,0.011267605633802818,0.09295774647887324,0.01971830985915493
10,0.011299435028248588,0.07909604519774012,0.014124293785310734
11,0.0084985835694051,0.0708215297450425,0.0113314447592068
12,0.008522727272727272,0.0625,0.008522727272727272
13,0.005698005698005698,0.05413105413105413,0.005698005698005698
14,0.002857142857142857,0.045714285714285714,0.002857142857142857
15,0.0028653295128939827,0.03724928366762178,0.0
16,0.0028735632183908046,0.028735632183908046,0.0
17,0.0,0.023054755043227664,0.0
18,0.0,0.017341040462427744,0.0
19,0.0,0.011594202898550725,0.0
20,0.0,0.005813953488372093,0.0
21,0.0,0.0029154518950437317,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
