THR,Frames,FPR,TPR,TTD
1,414,0.0,0.0,0
2,413,0.0,0.0,0
3,412,0.0,0.0,0
4,411,0.0,0.0,0
5,410,0.0,0.0,0
6,409,0.0,0.0,0
7,408,0.0,0.0,0
8,407,0.0,0.0,0
9,406,0.0,0.0,0
10,405,0.0,0.0,0
11,404,0.0,0.0,0
12,403,0.0,0.0,0
13,402,0.0,0.0,0
14,401,0.0,0.0,0
15,400,0.0,0.0,0
16,399,0.0,0.0,0
17,398,0.0,0.0,0
18,397,0.0,0.0,0
19,396,0.0,0.0,0
20,395,0.0,0.0,0
21,394,0.0,0.0,0
22,393,0.0,0.0,0
23,392,0.0,0.0,0
24,391,0.0,0.0,0
25,390,0.0,0.0,0
26,389,0.0,0.0,0
27,388,0.0,0.0,0
28,387,0.0,0.0,0
29,386,0.0,0.0,0
30,385,0.0,0.0,0
