THR,Frames,FPR,TPR,TTD
1,156,1.0,0.9803921568627451,179
2,155,0.9814814814814815,0.9603960396039604,179
3,154,0.9629629629629629,0.95,179
4,153,0.9444444444444444,0.9393939393939394,179
5,152,0.9259259259259259,0.9285714285714286,179
6,151,0.9074074074074074,0.9175257731958762,179
7,150,0.8888888888888888,0.90625,179
8,149,0.8703703703703703,0.8947368421052632,179
9,148,0.8518518518518519,0.8829787234042553,179
10,147,0.8333333333333334,0.8709677419354839,179
11,146,0.8148148148148148,0.8586956521739131,179
12,145,0.7962962962962963,0.8461538461538461,179
13,144,0.7777777777777778,0.8333333333333334,179
14,143,0.7592592592592593,0.8202247191011236,179
15,142,0.7407407407407407,0.8068181818181818,179
16,141,0.7222222222222222,0.7931034482758621,179
17,140,0.7037037037037037,0.7790697674418605,179
18,139,0.6851851851851852,0.7647058823529411,179
19,138,0.6666666666666666,0.75,179
20,137,0.6481481481481481,0.7349397590361446,179
21,136,0.6296296296296297,0.7195121951219512,179
22,135,0.6111111111111112,0.7037037037037037,179
23,134,0.5925925925925926,0.6875,179
24,133,0.5740740740740741,0.6708860759493671,179
25,132,0.5555555555555556,0.6538461538461539,179
26,131,0.5370370370370371,0.6363636363636364,179
27,130,0.5185185185185185,0.618421052631579,179
28,129,0.5,0.6,179
29,128,0.48148148148148145,0.581081081081081,179
30,127,0.46296296296296297,0.5616438356164384,179
