Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.8705234159779615,0.5977961432506887,0.29201101928374656
2,0.6519337016574586,0.4696132596685083,0.15469613259668508
3,0.41274238227146814,0.3684210526315789,0.09141274238227147
4,0.24444444444444444,0.2861111111111111,0.06388888888888888
5,0.16991643454038996,0.2200557103064067,0.04456824512534819
6,0.12011173184357542,0.17039106145251395,0.036312849162011177
7,0.07282913165266107,0.13725490196078433,0.03081232492997199
8,0.05337078651685393,0.10393258426966293,0.025280898876404494
9,0.04507042253521127,0.08732394366197183,0.01971830985915493
10,0.03954802259887006,0.07062146892655367,0.014124293785310734
11,0.031161473087818695,0.059490084985835696,0.0113314447592068
12,0.02556818181818182,0.048295454545454544,0.008522727272727272
13,0.019943019943019943,0.037037037037037035,0.005698005698005698
14,0.014285714285714285,0.025714285714285714,0.002857142857142857
15,0.008595988538681949,0.017191977077363897,0.0
16,0.005747126436781609,0.008620689655172414,0.0
17,0.005763688760806916,0.002881844380403458,0.0
18,0.002890173410404624,0.0,0.0
19,0.002898550724637681,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
