Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.9,0.7441860465116279,0.24,0.46511627906976744,0.0,0.011627906976744186
2,0.82,0.6470588235294118,0.18,0.32941176470588235,0.0,0.0
3,0.66,0.5,0.14,0.25,0.0,0.0
4,0.46,0.3493975903614458,0.1,0.1927710843373494,0.0,0.0
5,0.2,0.23170731707317074,0.06,0.14634146341463414,0.0,0.0
6,0.1,0.06172839506172839,0.04,0.09876543209876543,0.0,0.0
7,0.1,0.0375,0.02,0.05,0.0,0.0
8,0.06,0.02531645569620253,0.0,0.012658227848101266,0.0,0.0
9,0.04,0.02564102564102564,0.0,0.0,0.0,0.0
10,0.04,0.012987012987012988,0.0,0.0,0.0,0.0
11,0.04,0.0,0.0,0.0,0.0,0.0
12,0.04,0.0,0.0,0.0,0.0,0.0
13,0.02,0.0,0.0,0.0,0.0,0.0
14,0.02,0.0,0.0,0.0,0.0,0.0
15,0.02,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
