Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.9118457300275482,0.6060606060606061,0.371900826446281
2,0.7071823204419889,0.47790055248618785,0.27071823204419887
3,0.46814404432132967,0.37950138504155123,0.24653739612188366
4,0.29444444444444445,0.30277777777777776,0.2361111111111111
5,0.20334261838440112,0.24233983286908078,0.22841225626740946
6,0.1452513966480447,0.19553072625698323,0.22346368715083798
7,0.09803921568627451,0.16246498599439776,0.2184873949579832
8,0.07584269662921349,0.13202247191011235,0.21348314606741572
9,0.061971830985915494,0.10985915492957747,0.2084507042253521
10,0.05084745762711865,0.09322033898305085,0.2033898305084746
11,0.039660056657223795,0.0821529745042493,0.19830028328611898
12,0.03409090909090909,0.07102272727272728,0.19602272727272727
13,0.03133903133903134,0.05982905982905983,0.19373219373219372
14,0.022857142857142857,0.04857142857142857,0.19142857142857142
15,0.017191977077363897,0.03724928366762178,0.18911174785100288
16,0.014367816091954023,0.02586206896551724,0.1867816091954023
17,0.011527377521613832,0.01729106628242075,0.1844380403458213
18,0.005780346820809248,0.011560693641618497,0.18208092485549132
19,0.002898550724637681,0.008695652173913044,0.17971014492753623
20,0.0,0.005813953488372093,0.17732558139534885
21,0.0,0.0029154518950437317,0.1749271137026239
22,0.0,0.0,0.17251461988304093
23,0.0,0.0,0.17008797653958943
24,0.0,0.0,0.1676470588235294
25,0.0,0.0,0.16519174041297935
26,0.0,0.0,0.16272189349112426
27,0.0,0.0,0.16023738872403562
28,0.0,0.0,0.15773809523809523
29,0.0,0.0,0.15522388059701492
30,0.0,0.0,0.15269461077844312
