Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.7052341597796143,0.162534435261708,0.15977961432506887
2,0.09944751381215469,0.08839779005524862,0.09944751381215469
3,0.06925207756232687,0.060941828254847646,0.08033240997229917
4,0.03333333333333333,0.044444444444444446,0.06944444444444445
5,0.019498607242339833,0.03064066852367688,0.06128133704735376
6,0.013966480446927373,0.01675977653631285,0.05865921787709497
7,0.014005602240896359,0.014005602240896359,0.056022408963585436
8,0.008426966292134831,0.011235955056179775,0.05337078651685393
9,0.005633802816901409,0.008450704225352112,0.05070422535211268
10,0.005649717514124294,0.005649717514124294,0.0480225988700565
11,0.0056657223796034,0.0028328611898017,0.0453257790368272
12,0.002840909090909091,0.0,0.04261363636363636
13,0.0,0.0,0.039886039886039885
14,0.0,0.0,0.037142857142857144
15,0.0,0.0,0.034383954154727794
16,0.0,0.0,0.031609195402298854
17,0.0,0.0,0.02881844380403458
18,0.0,0.0,0.02601156069364162
19,0.0,0.0,0.02318840579710145
20,0.0,0.0,0.020348837209302327
21,0.0,0.0,0.01749271137026239
22,0.0,0.0,0.014619883040935672
23,0.0,0.0,0.011730205278592375
24,0.0,0.0,0.008823529411764706
25,0.0,0.0,0.0058997050147492625
26,0.0,0.0,0.0029585798816568047
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
