Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.25068870523415976,0.03305785123966942
2,0.0,0.212707182320442,0.0027624309392265192
3,0.0,0.1772853185595568,0.0
4,0.0,0.15,0.0
5,0.0,0.1309192200557103,0.0
6,0.0,0.11452513966480447,0.0
7,0.0,0.09803921568627451,0.0
8,0.0,0.08146067415730338,0.0
9,0.0,0.0676056338028169,0.0
10,0.0,0.05649717514124294,0.0
11,0.0,0.04815864022662889,0.0
12,0.0,0.03977272727272727,0.0
13,0.0,0.03133903133903134,0.0
14,0.0,0.025714285714285714,0.0
15,0.0,0.02005730659025788,0.0
16,0.0,0.014367816091954023,0.0
17,0.0,0.011527377521613832,0.0
18,0.0,0.008670520231213872,0.0
19,0.0,0.005797101449275362,0.0
20,0.0,0.0029069767441860465,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
